timestamp,level
2024-12-01T00:50:00Z,SEDENTARY
2024-12-01T01:51:00Z,SEDENTARY
2024-12-01T02:35:00Z,SEDENTARY
2024-12-01T02:37:00Z,SEDENTARY
2024-12-01T06:00:00Z,VERY_ACTIVE
2024-12-01T14:17:00Z,SEDENTARY
2024-12-01T14:26:00Z,SEDENTARY
2024-12-01T14:34:00Z,SEDENTARY
2024-12-01T15:21:00Z,SEDENTARY
2024-12-01T15:44:00Z,SEDENTARY
2024-12-01T15:51:00Z,SEDENTARY
2024-12-01T15:59:00Z,SEDENTARY
2024-12-02T05:01:00Z,SEDENTARY
2024-12-02T05:02:00Z,LIGHTLY_ACTIVE
2024-12-02T05:03:00Z,SEDENTARY
2024-12-02T05:04:00Z,MODERATELY_ACTIVE
2024-12-02T05:05:00Z,SEDENTARY
2024-12-02T05:06:00Z,SEDENTARY
2024-12-02T05:07:00Z,SEDENTARY
2024-12-02T05:08:00Z,SEDENTARY
2024-12-02T05:09:00Z,SEDENTARY
2024-12-02T05:10:00Z,LIGHTLY_ACTIVE
2024-12-02T05:11:00Z,LIGHTLY_ACTIVE
2024-12-02T05:13:00Z,SEDENTARY
2024-12-02T05:15:00Z,SEDENTARY
2024-12-02T05:23:00Z,SEDENTARY
2024-12-02T05:32:00Z,SEDENTARY
2024-12-02T05:39:00Z,SEDENTARY
2024-12-02T05:41:00Z,SEDENTARY
2024-12-02T05:42:00Z,SEDENTARY
2024-12-02T05:46:00Z,SEDENTARY
2024-12-02T05:47:00Z,LIGHTLY_ACTIVE
2024-12-02T05:48:00Z,SEDENTARY
2024-12-02T05:49:00Z,SEDENTARY
2024-12-02T05:58:00Z,SEDENTARY
2024-12-02T06:05:00Z,SEDENTARY
2024-12-02T06:10:00Z,SEDENTARY
2024-12-02T06:11:00Z,SEDENTARY
2024-12-02T06:13:00Z,SEDENTARY
2024-12-02T06:16:00Z,SEDENTARY
2024-12-02T06:18:00Z,SEDENTARY
2024-12-02T06:19:00Z,SEDENTARY
2024-12-02T06:20:00Z,SEDENTARY
2024-12-02T06:26:00Z,SEDENTARY
2024-12-02T06:31:00Z,SEDENTARY
2024-12-02T06:40:00Z,SEDENTARY
2024-12-02T06:41:00Z,SEDENTARY
2024-12-02T06:43:00Z,SEDENTARY
2024-12-02T06:44:00Z,SEDENTARY
2024-12-02T06:46:00Z,SEDENTARY
2024-12-02T06:48:00Z,SEDENTARY
2024-12-02T06:51:00Z,SEDENTARY
2024-12-02T06:53:00Z,SEDENTARY
2024-12-02T06:59:00Z,SEDENTARY
2024-12-02T07:03:00Z,SEDENTARY
2024-12-02T07:04:00Z,SEDENTARY
2024-12-02T07:06:00Z,LIGHTLY_ACTIVE
2024-12-02T07:07:00Z,SEDENTARY
2024-12-02T07:08:00Z,SEDENTARY
2024-12-02T07:09:00Z,SEDENTARY
2024-12-02T07:11:00Z,SEDENTARY
2024-12-02T07:12:00Z,SEDENTARY
2024-12-02T07:13:00Z,SEDENTARY
2024-12-02T07:19:00Z,SEDENTARY
2024-12-02T07:20:00Z,SEDENTARY
2024-12-02T07:21:00Z,SEDENTARY
2024-12-02T07:23:00Z,SEDENTARY
2024-12-02T07:25:00Z,SEDENTARY
2024-12-02T07:27:00Z,SEDENTARY
2024-12-02T07:29:00Z,SEDENTARY
2024-12-02T07:30:00Z,SEDENTARY
2024-12-02T07:42:00Z,SEDENTARY
2024-12-02T07:46:00Z,SEDENTARY
2024-12-02T07:48:00Z,SEDENTARY
2024-12-02T07:51:00Z,SEDENTARY
2024-12-02T07:53:00Z,SEDENTARY
2024-12-02T07:55:00Z,SEDENTARY
2024-12-02T07:57:00Z,SEDENTARY
2024-12-02T08:02:00Z,SEDENTARY
2024-12-02T08:03:00Z,SEDENTARY
2024-12-02T08:09:00Z,SEDENTARY
2024-12-02T08:10:00Z,SEDENTARY
2024-12-02T08:17:00Z,SEDENTARY
2024-12-02T08:24:00Z,SEDENTARY
2024-12-02T08:31:00Z,SEDENTARY
2024-12-02T08:40:00Z,LIGHTLY_ACTIVE
2024-12-02T08:47:00Z,SEDENTARY
2024-12-02T08:48:00Z,MODERATELY_ACTIVE
2024-12-02T10:45:00Z,SEDENTARY
2024-12-02T10:46:00Z,SEDENTARY
2024-12-02T10:47:00Z,LIGHTLY_ACTIVE
2024-12-02T10:48:00Z,SEDENTARY
2024-12-02T10:49:00Z,LIGHTLY_ACTIVE
2024-12-02T10:50:00Z,SEDENTARY
2024-12-02T10:51:00Z,LIGHTLY_ACTIVE
2024-12-02T10:52:00Z,LIGHTLY_ACTIVE
2024-12-02T10:53:00Z,SEDENTARY
2024-12-02T10:54:00Z,LIGHTLY_ACTIVE
2024-12-02T10:55:00Z,LIGHTLY_ACTIVE
2024-12-02T10:56:00Z,SEDENTARY
2024-12-02T10:57:00Z,SEDENTARY
2024-12-02T10:58:00Z,SEDENTARY
2024-12-02T10:59:00Z,SEDENTARY
2024-12-02T11:00:00Z,SEDENTARY
2024-12-02T11:01:00Z,SEDENTARY
2024-12-02T11:02:00Z,SEDENTARY
2024-12-02T11:03:00Z,SEDENTARY
2024-12-02T11:04:00Z,SEDENTARY
2024-12-02T11:05:00Z,SEDENTARY
2024-12-02T11:06:00Z,SEDENTARY
2024-12-02T11:07:00Z,SEDENTARY
2024-12-02T11:08:00Z,SEDENTARY
2024-12-02T11:09:00Z,SEDENTARY
2024-12-02T11:10:00Z,SEDENTARY
2024-12-02T11:11:00Z,SEDENTARY
2024-12-02T11:12:00Z,SEDENTARY
2024-12-02T11:13:00Z,SEDENTARY
2024-12-02T11:14:00Z,SEDENTARY
2024-12-02T11:15:00Z,SEDENTARY
2024-12-02T11:16:00Z,SEDENTARY
2024-12-02T11:17:00Z,SEDENTARY
2024-12-02T11:18:00Z,SEDENTARY
2024-12-02T11:19:00Z,SEDENTARY
2024-12-02T11:20:00Z,SEDENTARY
2024-12-02T11:21:00Z,SEDENTARY
2024-12-02T11:22:00Z,SEDENTARY
2024-12-02T11:23:00Z,SEDENTARY
2024-12-02T11:24:00Z,SEDENTARY
2024-12-02T11:25:00Z,SEDENTARY
2024-12-02T11:26:00Z,SEDENTARY
2024-12-02T11:27:00Z,SEDENTARY
2024-12-02T11:28:00Z,SEDENTARY
2024-12-02T11:29:00Z,SEDENTARY
2024-12-02T11:30:00Z,SEDENTARY
2024-12-02T11:31:00Z,SEDENTARY
2024-12-02T11:32:00Z,SEDENTARY
2024-12-02T11:33:00Z,SEDENTARY
2024-12-02T11:34:00Z,SEDENTARY
2024-12-02T11:35:00Z,SEDENTARY
2024-12-02T11:36:00Z,SEDENTARY
2024-12-02T11:37:00Z,SEDENTARY
2024-12-02T11:38:00Z,SEDENTARY
2024-12-02T11:39:00Z,SEDENTARY
2024-12-02T11:40:00Z,SEDENTARY
2024-12-02T11:41:00Z,SEDENTARY
2024-12-02T11:42:00Z,SEDENTARY
2024-12-02T11:43:00Z,SEDENTARY
2024-12-02T11:44:00Z,SEDENTARY
2024-12-02T11:45:00Z,SEDENTARY
2024-12-02T11:46:00Z,SEDENTARY
2024-12-02T11:47:00Z,SEDENTARY
2024-12-02T11:48:00Z,SEDENTARY
2024-12-02T11:49:00Z,SEDENTARY
