timestamp,floors
2024-06-03T14:19:00Z,1
2024-06-03T14:20:00Z,2
2024-06-03T14:23:00Z,1
2024-06-03T17:01:00Z,1
2024-06-03T17:58:00Z,1
2024-06-03T18:14:00Z,1
2024-06-03T23:01:00Z,1
2024-06-04T02:33:00Z,3
2024-06-04T14:14:00Z,1
2024-06-04T19:38:00Z,1
2024-06-04T23:06:00Z,3
2024-06-05T02:34:00Z,1
2024-06-07T14:46:00Z,1
2024-06-07T17:38:00Z,1
2024-06-07T17:40:00Z,1
2024-06-07T17:42:00Z,1
2024-06-07T17:43:00Z,1
2024-06-07T18:02:00Z,1
2024-06-07T22:08:00Z,1
2024-06-07T23:09:00Z,1
2024-06-07T23:24:00Z,1
2024-06-18T11:21:00Z,1
2024-06-18T11:22:00Z,1
2024-06-18T11:24:00Z,1
2024-06-18T11:26:00Z,1
2024-06-18T11:32:00Z,1
2024-06-18T11:45:00Z,1
2024-06-18T11:46:00Z,2
2024-06-18T11:48:00Z,1
2024-06-18T11:49:00Z,2
2024-06-25T11:23:00Z,1
2024-06-25T11:24:00Z,1
2024-06-25T11:37:00Z,1
2024-06-25T11:38:00Z,1
2024-06-25T11:52:00Z,1
2024-06-25T12:05:00Z,1
2024-06-25T12:11:00Z,1
2024-06-25T12:12:00Z,1
2024-06-27T11:27:00Z,1
2024-06-27T11:28:00Z,1
2024-06-27T11:49:00Z,1
2024-06-27T11:50:00Z,2
2024-06-27T12:00:00Z,1
2024-06-27T12:05:00Z,2
