timestamp,gain
2024-03-01T05:39:00Z,3048
2024-03-02T12:21:00Z,3048
2024-03-03T09:10:00Z,3048
2024-03-03T10:01:00Z,3048
2024-03-03T10:03:00Z,3048
2024-03-04T11:11:00Z,3048
2024-03-04T17:40:00Z,3048
2024-03-05T06:08:00Z,3048
2024-03-05T11:10:00Z,3048
2024-03-05T17:10:00Z,3048
2024-03-06T04:11:00Z,3048
2024-03-07T07:57:00Z,3048
2024-03-07T12:31:00Z,3048
2024-03-07T17:45:00Z,3048
2024-03-08T00:03:00Z,3048
2024-03-09T04:37:00Z,6096
2024-03-09T04:45:00Z,3048
2024-03-09T04:53:00Z,3048
2024-03-09T04:57:00Z,6096
2024-03-09T04:58:00Z,3048
2024-03-09T05:58:00Z,3048
2024-03-09T06:53:00Z,6096
2024-03-09T23:43:00Z,3048
2024-03-09T23:50:00Z,3048
2024-03-10T01:17:00Z,3048
2024-03-10T01:26:00Z,3048
2024-03-10T01:28:00Z,6096
2024-03-10T01:32:00Z,3048
2024-03-10T01:40:00Z,6096
2024-03-10T01:52:00Z,3048
2024-03-10T01:58:00Z,3048
2024-03-10T02:03:00Z,3048
2024-03-10T02:04:00Z,3048
2024-03-10T02:12:00Z,3048
2024-03-10T02:59:00Z,3048
2024-03-10T03:00:00Z,3048
2024-03-10T05:24:00Z,3048
2024-03-10T15:39:00Z,3048
2024-03-12T01:11:00Z,3048
2024-03-12T06:25:00Z,3048
2024-03-12T11:00:00Z,3048
2024-03-12T12:00:00Z,3048
2024-03-12T13:48:00Z,3048
2024-03-12T15:33:00Z,3048
2024-03-14T11:23:00Z,3048
2024-03-14T15:43:00Z,3048
2024-03-15T07:41:00Z,3048
2024-03-15T07:45:00Z,3048
2024-03-15T10:51:00Z,3048
2024-03-17T12:18:00Z,3048
2024-03-17T14:11:00Z,3048
2024-03-18T08:54:00Z,3048
2024-03-18T08:57:00Z,6096
2024-03-18T16:45:00Z,3048
2024-03-19T02:46:00Z,3048
2024-03-19T03:10:00Z,3048
2024-03-19T03:35:00Z,3048
2024-03-20T04:43:00Z,3048
2024-03-20T08:14:00Z,3048
2024-03-20T08:15:00Z,3048
2024-03-20T08:17:00Z,3048
2024-03-20T08:29:00Z,3048
2024-03-20T09:13:00Z,3048
2024-03-20T09:16:00Z,3048
2024-03-20T12:25:00Z,3048
2024-03-20T13:41:00Z,3048
