timestamp,stride length
2025-07-28T00:34:14Z,68.80
2025-07-28T00:34:17Z,73.20
2025-07-28T00:34:20Z,70.90
2025-07-28T00:34:23Z,70.90
2025-07-28T00:34:26Z,70.90
2025-07-28T00:34:29Z,70.90
2025-07-28T00:34:33Z,72.80
2025-07-28T00:34:36Z,75.60
2025-07-28T00:34:39Z,77.10
2025-07-28T00:34:42Z,77.20
2025-07-28T00:34:45Z,75.60
2025-07-28T00:34:48Z,76.00
2025-07-28T00:34:51Z,74.70
2025-07-28T00:34:55Z,74.70
2025-07-28T00:34:58Z,74.70
2025-07-28T00:35:01Z,74.70
2025-07-28T00:35:04Z,76.50
2025-07-28T00:35:08Z,78.60
2025-07-28T00:35:11Z,77.60
2025-07-28T00:35:14Z,79.90
2025-07-28T00:35:17Z,77.90
2025-07-28T00:35:20Z,77.30
2025-07-28T00:35:23Z,77.30
2025-07-28T00:35:26Z,77.90
2025-07-28T00:35:29Z,77.30
2025-07-28T00:35:33Z,78.30
2025-07-28T00:35:36Z,77.60
2025-07-28T00:35:39Z,78.60
2025-07-28T00:35:42Z,77.90
2025-07-28T00:35:46Z,78.90
2025-07-28T00:35:49Z,79.00
2025-07-28T00:35:52Z,78.90
2025-07-28T00:35:55Z,79.80
2025-07-28T00:35:58Z,80.10
2025-07-28T00:36:01Z,80.60
2025-07-28T00:36:05Z,80.60
2025-07-28T00:36:08Z,84.00
2025-07-28T00:36:11Z,85.00
2025-07-28T00:36:14Z,85.80
2025-07-28T00:36:18Z,85.00
2025-07-28T00:36:21Z,80.30
2025-07-28T00:36:24Z,87.00
2025-07-28T00:36:27Z,85.60
2025-07-28T00:36:30Z,85.60
2025-07-28T00:36:33Z,80.80
2025-07-28T00:36:37Z,78.90
2025-07-28T00:36:40Z,78.10
2025-07-28T00:36:43Z,77.80
2025-07-28T00:36:47Z,79.10
2025-07-28T00:36:50Z,75.00
2025-07-28T00:36:53Z,78.70
2025-07-28T00:36:56Z,75.60
2025-07-28T00:36:59Z,73.60
2025-07-28T00:37:02Z,75.00
2025-07-28T00:37:06Z,80.50
2025-07-28T00:37:09Z,81.90
2025-07-28T00:37:12Z,84.70
2025-07-28T00:37:15Z,84.70
2025-07-28T00:37:19Z,84.70
2025-07-28T00:37:21Z,83.30
2025-07-28T00:37:25Z,87.40
2025-07-28T00:37:28Z,87.40
2025-07-28T00:37:31Z,87.40
2025-07-28T00:37:34Z,86.00
2025-07-28T00:37:37Z,87.40
2025-07-28T00:37:41Z,87.40
2025-07-28T00:37:44Z,87.40
2025-07-28T00:37:47Z,87.40
2025-07-28T00:37:50Z,84.70
2025-07-28T00:37:53Z,87.40
2025-07-28T00:37:56Z,84.60
2025-07-28T00:37:59Z,82.60
2025-07-28T00:38:03Z,82.60
2025-07-28T00:38:06Z,82.60
2025-07-28T00:38:09Z,82.60
2025-07-28T00:38:12Z,82.00
2025-07-28T00:38:15Z,80.60
2025-07-28T00:38:19Z,76.70
2025-07-28T00:38:22Z,79.10
2025-07-28T00:38:25Z,77.50
2025-07-28T00:38:28Z,75.20
2025-07-28T00:38:32Z,76.90
2025-07-28T00:38:35Z,80.10
2025-07-28T00:38:38Z,78.50
2025-07-28T00:38:41Z,81.00
2025-07-28T00:38:45Z,75.10
2025-07-28T00:38:48Z,80.10
2025-07-28T00:38:51Z,79.40
2025-07-28T00:38:54Z,80.90
2025-07-28T00:38:57Z,80.90
2025-07-28T00:39:00Z,80.00
2025-07-28T00:39:03Z,76.70
2025-07-28T00:39:07Z,76.70
2025-07-28T00:39:10Z,76.70
2025-07-28T00:39:13Z,76.70
2025-07-28T00:39:16Z,77.60
2025-07-28T00:39:19Z,80.90
2025-07-28T00:39:22Z,80.90
2025-07-28T00:39:25Z,80.10
2025-07-28T00:39:29Z,80.90
2025-07-28T00:39:32Z,80.90
2025-07-28T00:39:35Z,80.80
2025-07-28T00:39:38Z,80.80
2025-07-28T00:39:41Z,80.80
2025-07-28T00:39:44Z,80.10
2025-07-28T00:39:47Z,80.80
2025-07-28T00:39:51Z,80.50
2025-07-28T00:39:54Z,82.70
2025-07-28T00:39:57Z,74.60
2025-07-28T00:40:00Z,75.60
2025-07-28T00:40:03Z,80.70
2025-07-28T00:40:07Z,83.70
2025-07-28T00:40:09Z,81.10
2025-07-28T00:40:13Z,83.00
2025-07-28T00:40:16Z,83.00
2025-07-28T00:40:19Z,83.00
2025-07-28T00:40:22Z,83.00
2025-07-28T00:40:25Z,76.60
2025-07-28T00:40:29Z,77.00
2025-07-28T00:40:31Z,77.00
2025-07-28T00:40:35Z,77.00
2025-07-28T00:40:38Z,77.00
2025-07-28T00:40:41Z,77.60
2025-07-28T00:40:45Z,78.30
2025-07-28T00:40:47Z,78.30
2025-07-28T00:40:51Z,77.40
2025-07-28T00:40:54Z,78.30
2025-07-28T00:40:57Z,77.80
2025-07-28T00:41:00Z,77.00
2025-07-28T00:41:03Z,77.00
