timestamp,vertical oscillation
2025-05-22T00:00:00Z,8.9
2025-05-22T00:00:05Z,8.6
2025-05-22T00:00:10Z,8.6
2025-05-22T00:00:15Z,8.5
2025-05-22T00:00:20Z,9.1
2025-05-22T00:00:33Z,8.8
2025-05-22T00:00:38Z,9.1
2025-05-22T00:00:43Z,9.0
2025-05-22T00:00:48Z,8.9
2025-05-22T00:00:58Z,9.5
2025-05-22T00:01:03Z,9.1
2025-05-22T00:01:20Z,9.1
2025-05-22T00:01:25Z,8.9
2025-05-22T00:01:40Z,8.1
2025-05-22T00:01:45Z,8.1
2025-05-22T00:01:50Z,8.5
2025-05-22T00:02:59Z,8.6
2025-05-22T00:03:03Z,9.1
2025-05-22T00:03:43Z,8.4
2025-05-22T00:05:34Z,8.5
2025-05-22T00:05:39Z,9.0
2025-05-22T00:05:44Z,8.9
2025-05-22T00:05:49Z,9.3
2025-05-22T00:06:24Z,8.6
2025-05-22T00:06:29Z,8.0
2025-05-22T00:06:34Z,8.0
2025-05-22T00:06:39Z,7.7
2025-05-22T00:06:44Z,7.9
2025-05-22T00:06:49Z,7.8
2025-05-22T00:06:54Z,7.7
2025-05-22T00:06:59Z,7.5
2025-05-22T00:07:04Z,7.5
2025-05-22T00:07:09Z,7.5
2025-05-22T00:07:14Z,7.5
2025-05-22T00:07:19Z,7.3
2025-05-22T00:07:24Z,7.3
2025-05-22T00:07:29Z,7.3
2025-05-22T00:07:34Z,7.4
2025-05-22T00:07:40Z,7.5
2025-05-22T00:07:45Z,7.2
2025-05-22T00:07:50Z,7.2
2025-05-22T00:07:55Z,7.0
2025-05-22T00:08:00Z,7.1
2025-05-22T00:08:05Z,7.2
2025-05-22T00:08:10Z,7.4
2025-05-22T00:08:14Z,7.8
2025-05-22T00:08:20Z,8.0
2025-05-22T00:08:24Z,8.2
2025-05-22T00:08:29Z,8.4
2025-05-22T00:08:34Z,8.7
2025-05-22T00:08:39Z,9.0
2025-05-22T00:08:44Z,9.2
2025-05-22T00:08:49Z,9.2
2025-05-22T00:08:54Z,9.1
2025-05-22T00:08:59Z,9.3
2025-05-22T00:09:08Z,8.7
2025-05-22T00:09:13Z,8.8
2025-05-22T00:09:18Z,8.6
2025-05-22T00:09:23Z,8.7
2025-05-22T00:09:28Z,8.6
2025-05-22T00:09:33Z,9.0
2025-05-22T00:09:38Z,8.9
2025-05-22T00:09:43Z,8.8
2025-05-22T00:09:48Z,8.4
2025-05-22T00:09:53Z,8.8
2025-05-22T00:09:58Z,9.0
2025-05-22T00:10:03Z,9.4
2025-05-22T00:10:08Z,9.0
2025-05-22T00:10:13Z,8.8
2025-05-22T00:10:25Z,8.8
2025-05-22T00:10:30Z,8.7
2025-05-22T00:10:35Z,9.0
2025-05-22T00:10:40Z,9.2
2025-05-22T00:11:03Z,8.1
2025-05-22T00:11:08Z,7.8
2025-05-22T00:12:00Z,8.9
2025-05-22T00:12:17Z,8.5
2025-05-22T00:12:22Z,9.2
2025-05-22T00:12:27Z,9.3
2025-05-22T00:12:32Z,9.5
2025-05-22T00:12:37Z,9.5
2025-05-22T00:13:02Z,9.4
2025-05-22T00:13:07Z,9.2
2025-05-22T00:13:12Z,9.1
2025-05-22T00:13:17Z,8.9
2025-05-22T00:13:22Z,8.8
2025-05-22T00:13:27Z,8.7
2025-05-22T00:13:32Z,8.7
2025-05-22T00:13:37Z,8.8
2025-05-22T00:13:43Z,9.3
2025-05-22T00:13:48Z,9.1
2025-05-22T00:13:53Z,8.7
2025-05-22T00:13:58Z,7.8
2025-05-22T00:14:03Z,7.7
2025-05-22T00:14:08Z,7.5
2025-05-22T00:14:13Z,7.4
2025-05-22T00:14:18Z,7.4
2025-05-22T00:14:23Z,7.6
2025-05-22T00:14:28Z,7.5
2025-05-22T00:14:33Z,7.5
2025-05-22T00:14:38Z,7.7
2025-05-22T00:14:43Z,7.8
2025-05-22T00:14:48Z,7.8
2025-05-22T00:14:53Z,7.7
2025-05-22T00:14:58Z,7.7
2025-05-22T00:15:03Z,7.6
2025-05-22T00:15:08Z,7.5
2025-05-22T00:15:13Z,7.6
2025-05-22T00:15:18Z,7.6
2025-05-22T00:15:23Z,7.5
2025-05-22T00:15:28Z,7.3
2025-05-22T00:15:33Z,7.4
2025-05-22T00:15:38Z,7.6
2025-05-22T00:15:43Z,7.4
2025-05-22T00:15:48Z,7.5
2025-05-22T00:15:53Z,7.5
2025-05-22T00:15:58Z,7.8
2025-05-22T00:16:03Z,7.8
2025-05-22T00:16:08Z,7.7
2025-05-22T00:16:13Z,7.5
2025-05-22T00:16:18Z,7.3
2025-05-22T00:16:23Z,7.4
2025-05-22T00:16:28Z,7.3
2025-05-22T00:16:33Z,7.3
2025-05-22T00:16:38Z,7.2
2025-05-22T00:16:43Z,7.4
2025-05-22T00:16:48Z,7.6
2025-05-22T00:16:53Z,7.5
2025-05-22T00:16:58Z,7.3
2025-05-22T00:17:03Z,7.4
2025-05-22T00:17:08Z,7.4
2025-05-22T00:17:13Z,7.5
2025-05-22T00:17:18Z,7.4
2025-05-22T00:17:23Z,7.6
2025-05-22T00:17:28Z,7.6
2025-05-22T00:17:32Z,7.4
2025-05-22T00:17:37Z,7.7
2025-05-22T00:17:42Z,8.1
2025-05-22T00:17:47Z,9.1
