timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage
2025-08-02T00:00:00Z,92.9,89.9,95.6,94.0,0.9
2025-08-04T00:00:00Z,94.3,91.7,96.5,94.0,0.9
2025-08-05T00:00:00Z,94.7,91.8,97.3,94.1,0.8
2025-08-06T00:00:00Z,95.2,93.0,97.3,94.1,0.9
