timestamp,floors
2024-04-06T11:23:00Z,2
2024-04-06T11:33:00Z,2
2024-04-06T11:50:00Z,2
2024-04-06T11:57:00Z,2
2024-04-06T11:59:00Z,1
2024-04-06T12:00:00Z,1
2024-04-06T12:03:00Z,1
2024-04-06T12:04:00Z,2
2024-04-06T12:07:00Z,3
2024-04-06T12:10:00Z,2
2024-04-06T12:11:00Z,1
2024-04-06T12:12:00Z,1
2024-04-11T10:18:00Z,1
2024-04-12T11:32:00Z,1
2024-04-12T11:33:00Z,1
2024-04-12T11:36:00Z,1
2024-04-12T11:48:00Z,1
2024-04-12T11:58:00Z,1
2024-04-17T15:26:00Z,2
2024-04-17T15:33:00Z,1
2024-04-17T15:35:00Z,1
2024-04-17T15:36:00Z,2
2024-04-22T10:02:00Z,1
2024-04-22T10:05:00Z,1
2024-04-22T10:08:00Z,1
2024-04-22T10:12:00Z,1
2024-04-22T10:24:00Z,1
2024-04-22T10:25:00Z,1
2024-04-22T10:30:00Z,2
2024-04-22T10:33:00Z,1
2024-04-22T10:34:00Z,3
2024-04-22T10:39:00Z,1
2024-04-22T10:40:00Z,1
2024-04-22T10:46:00Z,1
2024-04-22T10:47:00Z,1
2024-04-22T10:48:00Z,2
2024-04-22T10:53:00Z,1
2024-04-22T11:00:00Z,1
2024-04-22T11:01:00Z,3
2024-04-22T11:02:00Z,4
2024-04-22T11:06:00Z,1
2024-04-22T11:07:00Z,1
2024-04-22T11:19:00Z,1
2024-04-25T10:08:00Z,1
2024-04-25T10:09:00Z,1
2024-04-25T10:10:00Z,1
2024-04-27T10:17:00Z,1
2024-04-27T10:18:00Z,1
2024-04-27T10:28:00Z,1
2024-04-27T10:29:00Z,1
2024-04-27T10:41:00Z,1
2024-04-27T10:42:00Z,1
2024-04-27T10:47:00Z,1
2024-04-27T10:48:00Z,1
2024-04-29T23:21:00Z,1
2024-04-30T10:51:00Z,1
2024-04-30T10:55:00Z,1
2024-04-30T11:12:00Z,1
2024-04-30T11:15:00Z,1
2024-04-30T11:20:00Z,1
2024-04-30T11:23:00Z,1
2024-04-30T11:27:00Z,1
2024-04-30T11:50:00Z,1
2024-04-30T11:52:00Z,1
2024-04-30T11:53:00Z,2
