timestamp,floors
2023-01-01T02:06:00Z,1
2023-01-01T03:57:00Z,1
2023-01-01T03:59:00Z,1
2023-01-01T04:04:00Z,1
2023-01-01T05:32:00Z,1
2023-01-01T08:29:00Z,1
2023-01-01T08:57:00Z,1
2023-01-01T09:43:00Z,1
2023-01-01T10:57:00Z,1
2023-01-01T11:02:00Z,1
2023-01-09T02:39:00Z,1
2023-01-09T03:26:00Z,1
2023-01-09T04:54:00Z,1
2023-01-09T04:55:00Z,1
2023-01-09T05:06:00Z,1
2023-01-09T05:31:00Z,1
2023-01-09T06:07:00Z,1
2023-01-09T06:16:00Z,1
2023-01-09T06:23:00Z,1
2023-01-09T07:08:00Z,1
2023-01-09T07:38:00Z,1
2023-01-09T07:47:00Z,1
2023-01-09T07:49:00Z,1
2023-01-09T07:56:00Z,1
2023-01-09T08:23:00Z,1
2023-01-09T08:26:00Z,1
2023-01-09T08:31:00Z,1
2023-01-09T08:45:00Z,1
2023-01-09T08:49:00Z,1
2023-01-09T11:17:00Z,1
2023-01-09T11:18:00Z,1
2023-01-09T12:37:00Z,1
2023-01-09T12:54:00Z,1
2023-01-09T12:57:00Z,1
2023-01-09T13:24:00Z,1
2023-01-09T13:56:00Z,1
2023-01-09T14:35:00Z,1
2023-01-09T15:53:00Z,1
2023-01-09T15:55:00Z,1
2023-01-09T18:16:00Z,1
2023-01-10T02:41:00Z,1
2023-01-10T02:42:00Z,1
2023-01-10T14:45:00Z,1
2023-01-10T14:58:00Z,1
2023-01-10T15:21:00Z,1
2023-01-12T08:09:00Z,1
2023-01-12T09:43:00Z,1
2023-01-12T09:54:00Z,1
2023-01-12T10:15:00Z,1
2023-01-12T12:28:00Z,1
2023-01-12T13:46:00Z,2
2023-01-12T14:48:00Z,1
2023-01-13T01:51:00Z,2
2023-01-13T03:11:00Z,1
2023-01-13T03:21:00Z,1
2023-01-13T03:43:00Z,1
2023-01-13T06:06:00Z,1
2023-01-13T06:30:00Z,1
2023-01-13T06:50:00Z,1
2023-01-13T08:30:00Z,1
2023-01-13T08:37:00Z,1
2023-01-13T08:42:00Z,1
2023-01-13T09:00:00Z,1
2023-01-13T09:12:00Z,1
2023-01-13T09:41:00Z,1
2023-01-13T10:51:00Z,1
2023-01-13T11:19:00Z,1
2023-01-13T13:47:00Z,1
2023-01-13T14:45:00Z,1
2023-01-14T06:15:00Z,1
2023-01-14T06:33:00Z,1
2023-01-14T06:35:00Z,1
2023-01-15T02:07:00Z,1
2023-01-15T02:48:00Z,1
2023-01-15T03:49:00Z,1
2023-01-15T07:55:00Z,1
2023-01-16T02:26:00Z,1
2023-01-16T02:45:00Z,1
2023-01-16T04:52:00Z,1
2023-01-16T05:02:00Z,1
2023-01-16T08:22:00Z,1
2023-01-16T08:30:00Z,1
2023-01-16T08:31:00Z,1
2023-01-16T08:33:00Z,1
2023-01-16T08:35:00Z,1
2023-01-16T09:50:00Z,1
2023-01-16T11:43:00Z,1
2023-01-16T14:27:00Z,1
2023-01-17T08:46:00Z,1
2023-01-17T12:00:00Z,1
2023-01-17T14:25:00Z,1
2023-01-17T14:27:00Z,1
2023-01-17T14:59:00Z,1
2023-01-17T15:01:00Z,1
2023-01-17T16:02:00Z,1
2023-01-18T11:13:00Z,1
2023-01-18T13:18:00Z,1
2023-01-18T14:49:00Z,1
2023-01-18T14:54:00Z,1
2023-01-19T07:36:00Z,1
2023-01-19T09:01:00Z,1
2023-01-19T09:02:00Z,1
2023-01-19T10:24:00Z,1
2023-01-19T11:11:00Z,1
2023-01-19T11:35:00Z,1
2023-01-19T15:02:00Z,1
2023-01-19T15:23:00Z,1
2023-01-19T15:37:00Z,1
2023-01-19T19:28:00Z,1
2023-01-31T04:42:00Z,1
2023-01-31T08:02:00Z,1
2023-01-31T09:33:00Z,1
2023-01-31T10:06:00Z,1
2023-01-31T10:26:00Z,1
2023-01-31T11:09:00Z,1
2023-01-31T15:11:00Z,1
2023-01-31T15:33:00Z,1
2023-01-31T15:35:00Z,1
