timestamp,distance
2023-09-03T15:30:00Z,27.20
2023-09-04T06:33:00Z,11.60
2023-09-06T06:57:00Z,27.50
2023-09-06T06:58:00Z,23.20
2023-09-06T06:59:00Z,12.40
2023-09-06T07:01:00Z,11.00
2023-09-06T07:04:00Z,50.50
2023-09-06T07:05:00Z,59.90
2023-09-06T07:06:00Z,159.60
2023-09-06T07:07:00Z,190.60
2023-09-06T07:08:00Z,169.00
2023-09-06T07:09:00Z,31.70
2023-09-06T07:10:00Z,71.20
2023-09-06T07:11:00Z,57.30
2023-09-06T07:12:00Z,130.80
2023-09-06T07:13:00Z,47.10
2023-09-06T07:16:00Z,11.90
2023-09-06T07:17:00Z,24.90
2023-09-06T07:18:00Z,3.00
2023-09-06T07:19:00Z,25.90
2023-09-06T07:20:00Z,6.40
2023-09-06T07:21:00Z,15.50
2023-09-06T07:22:00Z,10.30
2023-09-06T07:23:00Z,3.60
2023-09-06T07:24:00Z,17.60
2023-09-06T07:25:00Z,45.30
2023-09-06T07:26:00Z,33.00
2023-09-06T07:27:00Z,20.90
2023-09-06T07:28:00Z,19.90
2023-09-06T07:29:00Z,31.80
2023-09-06T07:30:00Z,47.00
2023-09-06T07:31:00Z,36.70
2023-09-06T07:32:00Z,5.50
2023-09-06T07:34:00Z,20.70
2023-09-06T07:40:00Z,7.80
2023-09-06T07:42:00Z,29.40
2023-09-06T07:43:00Z,25.50
2023-09-06T07:45:00Z,7.00
2023-09-06T07:46:00Z,4.30
2023-09-06T07:47:00Z,13.50
2023-09-06T07:48:00Z,4.20
2023-09-06T07:49:00Z,7.50
2023-09-06T07:50:00Z,48.60
2023-09-06T07:51:00Z,7.90
2023-09-06T07:52:00Z,10.50
2023-09-06T07:58:00Z,14.20
2023-09-06T07:59:00Z,37.90
2023-09-06T08:00:00Z,13.90
2023-09-06T08:01:00Z,29.90
2023-09-06T08:02:00Z,6.80
2023-09-06T08:03:00Z,34.50
2023-09-06T08:04:00Z,13.40
2023-09-06T08:05:00Z,31.70
2023-09-06T08:06:00Z,63.80
2023-09-06T08:07:00Z,16.20
2023-09-06T08:08:00Z,65.90
2023-09-06T08:09:00Z,40.90
2023-09-06T08:10:00Z,20.30
2023-09-06T08:11:00Z,10.40
2023-09-06T08:12:00Z,8.20
2023-09-06T08:13:00Z,4.40
2023-09-06T08:14:00Z,47.00
2023-09-06T08:15:00Z,25.20
2023-09-06T08:16:00Z,37.90
2023-09-06T08:17:00Z,43.80
2023-09-06T14:14:00Z,8.60
2023-09-06T14:43:00Z,7.10
2023-09-12T10:28:00Z,6.30
2023-09-12T10:29:00Z,37.20
2023-09-12T10:31:00Z,3.00
2023-09-12T10:34:00Z,3.00
2023-09-12T10:35:00Z,2.20
2023-09-12T10:38:00Z,3.70
2023-09-12T10:39:00Z,13.80
2023-09-12T10:47:00Z,12.00
2023-09-12T10:48:00Z,37.40
2023-09-12T10:49:00Z,10.70
2023-09-12T10:50:00Z,13.80
2023-09-12T10:51:00Z,31.90
2023-09-12T10:52:00Z,1.50
2023-09-12T10:53:00Z,17.30
2023-09-12T11:08:00Z,9.40
2023-09-12T11:10:00Z,33.30
2023-09-12T11:11:00Z,7.70
2023-09-12T11:12:00Z,12.30
2023-09-12T11:13:00Z,36.60
2023-09-12T11:15:00Z,12.70
2023-09-12T11:21:00Z,4.90
2023-09-12T11:23:00Z,19.10
2023-09-12T11:24:00Z,11.10
2023-09-12T11:25:00Z,2.20
2023-09-12T11:26:00Z,15.60
2023-09-12T11:28:00Z,27.70
2023-09-12T11:29:00Z,37.20
2023-09-12T11:30:00Z,4.30
2023-09-12T11:33:00Z,3.00
2023-09-12T11:34:00Z,16.80
2023-09-12T11:37:00Z,3.00
2023-09-12T11:39:00Z,8.50
2023-09-12T11:50:00Z,9.10
2023-09-12T11:57:00Z,7.90
2023-09-12T11:59:00Z,49.60
2023-09-12T12:00:00Z,54.50
2023-09-12T12:02:00Z,45.20
2023-09-12T12:03:00Z,9.90
2023-09-12T12:04:00Z,34.80
2023-09-12T12:05:00Z,31.20
2023-09-12T12:06:00Z,79.70
2023-09-12T12:07:00Z,47.40
2023-09-12T12:10:00Z,84.30
2023-09-12T12:11:00Z,65.80
2023-09-12T12:13:00Z,23.90
2023-09-12T12:14:00Z,30.40
2023-09-12T12:15:00Z,11.00
2023-09-12T12:16:00Z,10.70
2023-09-12T12:17:00Z,19.60
2023-09-12T12:18:00Z,24.50
2023-09-12T12:26:00Z,56.60
2023-09-12T12:27:00Z,12.60
2023-09-12T12:35:00Z,10.10
2023-09-12T12:36:00Z,8.50
2023-09-12T12:37:00Z,28.00
2023-09-12T12:40:00Z,7.10
2023-09-12T12:44:00Z,17.00
2023-09-12T12:45:00Z,1.40
2023-09-12T12:51:00Z,41.80
2023-09-12T12:52:00Z,29.00
2023-09-12T12:53:00Z,12.80
2023-09-12T12:54:00Z,20.00
2023-09-12T12:55:00Z,3.00
2023-09-12T12:56:00Z,32.00
2023-09-12T13:05:00Z,43.90
2023-09-12T13:06:00Z,61.20
2023-09-12T13:07:00Z,42.50
2023-09-12T13:09:00Z,7.80
2023-09-12T13:10:00Z,10.40
2023-09-12T13:12:00Z,38.00
2023-09-12T13:13:00Z,15.30
2023-09-12T13:14:00Z,6.80
2023-09-12T13:15:00Z,30.90
2023-09-12T13:16:00Z,31.10
2023-09-12T13:18:00Z,25.30
2023-09-12T13:19:00Z,8.20
2023-09-12T13:23:00Z,18.70
2023-09-12T13:25:00Z,13.10
2023-09-12T13:26:00Z,23.10
2023-09-12T13:27:00Z,6.60
2023-09-12T13:28:00Z,9.60
2023-09-12T13:29:00Z,52.50
2023-09-12T13:50:00Z,32.40
2023-09-12T13:51:00Z,25.80
2023-09-12T13:54:00Z,29.00
2023-09-12T13:55:00Z,10.00
2023-09-12T13:57:00Z,34.80
2023-09-12T13:58:00Z,16.20
2023-09-12T13:59:00Z,50.30
2023-09-12T14:00:00Z,35.20
2023-09-12T14:01:00Z,29.20
2023-09-12T14:02:00Z,34.90
2023-09-12T14:03:00Z,28.40
2023-09-12T14:04:00Z,14.40
2023-09-12T14:05:00Z,26.80
2023-09-12T14:06:00Z,37.60
2023-09-12T14:07:00Z,9.80
2023-09-12T14:10:00Z,6.10
2023-09-12T14:11:00Z,10.80
2023-09-12T14:12:00Z,19.80
2023-09-12T14:13:00Z,45.10
2023-09-12T14:14:00Z,33.00
2023-09-12T14:15:00Z,55.50
2023-09-12T14:16:00Z,41.80
2023-09-12T14:27:00Z,19.00
2023-09-12T14:32:00Z,20.10
2023-09-12T14:35:00Z,4.30
2023-09-12T14:40:00Z,20.20
2023-09-12T14:41:00Z,30.40
2023-09-12T14:42:00Z,5.90
2023-09-12T14:43:00Z,29.20
2023-09-12T14:54:00Z,4.80
2023-09-12T14:55:00Z,36.60
2023-09-12T14:57:00Z,7.40
2023-09-12T14:58:00Z,2.90
2023-09-12T15:00:00Z,33.20
2023-09-12T15:02:00Z,11.10
2023-09-12T15:03:00Z,9.90
2023-09-12T15:04:00Z,27.80
2023-09-12T15:05:00Z,56.60
2023-09-12T15:06:00Z,73.10
2023-09-12T15:07:00Z,66.50
2023-09-12T15:08:00Z,34.30
2023-09-12T15:09:00Z,1.20
2023-09-12T15:13:00Z,17.60
2023-09-12T15:14:00Z,9.10
2023-09-12T15:19:00Z,71.80
2023-09-12T15:20:00Z,39.00
2023-09-12T15:22:00Z,20.30
2023-09-12T15:56:00Z,5.80
2023-09-12T16:54:00Z,7.00
2023-09-12T17:14:00Z,9.90
2023-09-12T17:18:00Z,2.20
2023-09-12T18:01:00Z,5.90
2023-09-12T19:33:00Z,3.00
2023-09-12T19:54:00Z,5.80
2023-09-12T20:05:00Z,15.50
2023-09-12T20:20:00Z,20.20
2023-09-12T20:21:00Z,71.10
2023-09-12T20:22:00Z,46.70
2023-09-12T20:23:00Z,15.80
2023-09-12T20:24:00Z,21.10
2023-09-12T20:25:00Z,34.60
2023-09-12T20:26:00Z,62.80
2023-09-12T20:27:00Z,51.40
2023-09-12T20:28:00Z,9.70
2023-09-12T20:29:00Z,54.20
2023-09-12T20:30:00Z,15.40
2023-09-12T20:31:00Z,64.90
2023-09-12T20:32:00Z,12.90
2023-09-12T20:39:00Z,22.00
