timestamp,vertical oscillation
2025-07-27T23:37:49Z,7.9
2025-07-27T23:37:54Z,7.5
2025-07-27T23:38:00Z,7.2
2025-07-27T23:38:04Z,6.6
2025-07-27T23:38:09Z,6.4
2025-07-27T23:38:14Z,6.3
2025-07-27T23:38:19Z,6.2
2025-07-27T23:38:24Z,6.2
2025-07-27T23:38:29Z,6.1
2025-07-27T23:38:34Z,6.1
2025-07-27T23:38:39Z,6.2
2025-07-27T23:38:44Z,6.2
2025-07-27T23:38:49Z,6.2
2025-07-27T23:38:54Z,6.4
2025-07-27T23:38:59Z,6.5
2025-07-27T23:39:04Z,6.7
2025-07-27T23:39:09Z,6.6
2025-07-27T23:39:14Z,6.4
2025-07-27T23:39:19Z,6.2
2025-07-27T23:39:24Z,6.1
2025-07-27T23:39:29Z,6.2
2025-07-27T23:39:34Z,6.5
2025-07-27T23:39:39Z,6.5
2025-07-27T23:39:44Z,6.5
2025-07-27T23:39:49Z,6.5
2025-07-27T23:39:54Z,6.8
2025-07-27T23:39:59Z,6.9
2025-07-27T23:40:04Z,7.0
2025-07-27T23:40:09Z,6.7
2025-07-27T23:40:14Z,6.4
2025-07-27T23:40:19Z,6.8
2025-07-27T23:40:24Z,7.2
2025-07-27T23:40:29Z,7.5
2025-07-27T23:40:34Z,7.0
2025-07-27T23:40:39Z,6.7
2025-07-27T23:40:44Z,6.7
2025-07-27T23:40:49Z,6.6
2025-07-27T23:40:54Z,6.6
2025-07-27T23:40:59Z,6.6
2025-07-27T23:41:04Z,6.4
2025-07-27T23:41:09Z,6.4
2025-07-27T23:41:14Z,6.3
2025-07-27T23:41:19Z,6.6
2025-07-27T23:41:24Z,6.8
2025-07-27T23:41:29Z,6.8
2025-07-27T23:41:34Z,6.8
2025-07-27T23:41:39Z,6.4
2025-07-27T23:41:44Z,6.3
2025-07-27T23:41:49Z,6.1
2025-07-27T23:41:54Z,6.4
2025-07-27T23:41:59Z,6.3
2025-07-27T23:42:04Z,6.2
2025-07-27T23:42:09Z,5.8
2025-07-27T23:42:14Z,5.8
2025-07-27T23:42:19Z,5.8
2025-07-27T23:42:24Z,5.8
2025-07-27T23:42:29Z,5.8
2025-07-27T23:42:34Z,5.9
2025-07-27T23:42:39Z,6.0
2025-07-27T23:42:45Z,6.2
2025-07-27T23:42:49Z,6.3
2025-07-27T23:42:54Z,6.3
2025-07-27T23:42:59Z,6.3
2025-07-27T23:43:04Z,6.1
2025-07-27T23:43:09Z,6.1
2025-07-27T23:43:14Z,6.2
2025-07-27T23:43:19Z,6.2
2025-07-27T23:43:24Z,6.0
2025-07-27T23:43:30Z,5.9
2025-07-27T23:43:34Z,5.8
2025-07-27T23:43:39Z,6.2
2025-07-27T23:43:44Z,6.4
2025-07-27T23:43:49Z,6.4
2025-07-27T23:43:54Z,6.2
2025-07-27T23:43:59Z,6.8
2025-07-27T23:44:04Z,6.9
2025-07-27T23:44:09Z,7.2
2025-07-27T23:44:14Z,6.5
2025-07-27T23:44:19Z,6.5
2025-07-27T23:44:24Z,6.4
2025-07-27T23:44:29Z,6.4
2025-07-27T23:44:34Z,6.2
2025-07-27T23:44:39Z,6.4
2025-07-27T23:44:44Z,6.4
2025-07-27T23:44:49Z,6.4
2025-07-27T23:44:54Z,6.4
2025-07-27T23:44:59Z,6.4
2025-07-27T23:45:04Z,6.4
2025-07-27T23:45:09Z,6.2
2025-07-27T23:45:14Z,6.2
2025-07-27T23:45:19Z,6.4
2025-07-27T23:45:24Z,6.5
2025-07-27T23:45:29Z,6.5
2025-07-27T23:45:34Z,7.1
2025-07-27T23:45:39Z,8.0
2025-07-27T23:45:45Z,9.1
