timestamp,oxygen saturation percentage
2025-05-01T19:01:20Z,95.6
2025-05-01T19:02:20Z,95.6
2025-05-01T19:03:20Z,95.5
2025-05-01T19:04:20Z,94.7
2025-05-01T19:05:20Z,94.3
2025-05-01T19:07:50Z,94.7
2025-05-01T19:08:50Z,94.7
2025-05-04T17:35:20Z,93.5
2025-05-04T21:05:50Z,94.4
2025-05-04T21:06:50Z,94.4
2025-05-04T21:07:50Z,94.5
2025-05-04T21:08:50Z,94.5
2025-05-04T21:09:50Z,94.3
2025-05-04T21:11:50Z,94.5
2025-05-04T21:12:50Z,94.6
2025-05-04T21:13:50Z,94.9
2025-05-04T21:25:20Z,94.7
2025-05-04T21:26:20Z,94.5
2025-05-04T21:27:20Z,94.3
2025-05-04T21:28:20Z,94.2
2025-05-04T21:29:20Z,94.1
2025-05-04T21:30:20Z,94.0
2025-05-04T21:31:20Z,94.1
2025-05-04T21:33:20Z,94.2
2025-05-04T21:34:20Z,94.8
2025-05-04T21:35:20Z,95.1
2025-05-04T21:36:20Z,95.3
2025-05-05T20:22:50Z,92.2
2025-05-05T20:23:50Z,92.2
2025-05-05T20:24:50Z,92.3
2025-05-05T20:25:50Z,92.4
2025-05-05T20:26:50Z,92.5
2025-05-05T20:27:50Z,92.4
2025-05-05T20:28:50Z,92.7
2025-05-05T20:29:50Z,92.9
2025-05-05T20:30:50Z,92.8
2025-05-05T20:31:50Z,92.8
2025-05-05T20:32:50Z,92.8
2025-05-05T20:33:50Z,92.8
2025-05-05T20:34:50Z,92.9
2025-05-05T20:35:50Z,92.8
2025-05-05T20:36:50Z,92.7
2025-05-05T20:37:50Z,92.5
2025-05-05T20:38:50Z,92.6
2025-05-05T20:39:50Z,93.0
2025-05-05T20:41:50Z,92.9
2025-05-05T20:43:50Z,92.9
2025-05-05T20:44:50Z,92.8
2025-05-05T20:45:50Z,92.8
2025-05-05T20:46:50Z,92.9
2025-05-05T20:48:50Z,93.1
2025-05-05T20:55:50Z,94.1
2025-05-05T20:58:50Z,92.8
2025-05-05T21:09:50Z,92.1
2025-05-05T21:10:50Z,93.9
2025-05-06T08:50:50Z,92.7
2025-05-06T12:46:20Z,96.8
2025-05-06T12:47:20Z,97.6
2025-05-06T12:48:20Z,97.8
2025-05-06T12:49:20Z,98.4
2025-05-06T12:50:20Z,98.7
2025-05-08T05:57:51Z,98.6
2025-05-08T05:58:51Z,98.7
2025-05-08T05:59:51Z,99.0
2025-05-08T06:00:51Z,98.9
2025-05-08T06:02:51Z,98.9
2025-05-08T06:03:51Z,98.9
2025-05-08T06:05:51Z,97.2
2025-05-08T06:20:21Z,91.8
2025-05-08T06:21:21Z,91.9
2025-05-08T06:22:21Z,91.3
2025-05-08T06:23:21Z,91.6
2025-05-08T06:24:21Z,91.5
2025-05-08T06:25:21Z,91.7
2025-05-08T06:26:21Z,90.9
2025-05-08T06:27:21Z,90.6
2025-05-08T06:28:21Z,90.7
2025-05-08T06:29:21Z,90.9
2025-05-08T06:30:21Z,90.9
2025-05-08T06:31:21Z,90.7
2025-05-08T06:32:21Z,91.1
2025-05-08T06:33:21Z,90.9
2025-05-08T06:34:21Z,90.5
2025-05-08T06:35:21Z,90.6
2025-05-08T06:38:21Z,92.3
2025-05-08T06:40:21Z,92.8
2025-05-08T06:41:21Z,92.4
2025-05-08T06:42:21Z,92.8
2025-05-08T06:43:21Z,93.1
2025-05-08T06:44:21Z,93.3
2025-05-08T06:45:21Z,93.2
2025-05-08T06:48:21Z,93.4
2025-05-08T06:49:21Z,93.4
2025-05-08T06:50:21Z,93.6
2025-05-08T06:51:21Z,93.6
2025-05-08T06:52:21Z,93.5
2025-05-08T06:53:21Z,93.5
2025-05-08T06:55:21Z,93.5
2025-05-08T06:56:21Z,93.7
2025-05-08T06:57:21Z,93.6
2025-05-08T06:58:21Z,93.6
2025-05-08T07:00:21Z,93.4
2025-05-08T07:01:21Z,92.5
2025-05-08T07:02:21Z,93.1
2025-05-08T07:03:21Z,93.8
2025-05-08T07:04:21Z,94.9
2025-05-08T07:05:21Z,94.9
2025-05-08T07:06:21Z,95.0
2025-05-08T07:07:21Z,94.7
2025-05-08T07:09:21Z,94.5
2025-05-08T07:10:21Z,95.1
2025-05-08T07:11:21Z,95.3
2025-05-08T07:12:21Z,94.8
2025-05-08T07:13:21Z,94.8
2025-05-08T07:14:21Z,94.4
2025-05-08T07:15:21Z,94.7
2025-05-08T07:16:21Z,95.5
2025-05-08T07:18:21Z,95.1
2025-05-08T07:19:21Z,95.0
2025-05-08T07:20:21Z,94.4
2025-05-08T07:21:21Z,93.9
2025-05-08T07:22:21Z,92.5
2025-05-08T07:23:21Z,92.0
2025-05-08T07:24:21Z,91.9
2025-05-08T07:25:21Z,91.3
2025-05-08T07:26:21Z,91.5
2025-05-08T07:27:21Z,91.4
2025-05-08T07:28:21Z,92.0
2025-05-08T07:29:21Z,92.2
2025-05-08T07:30:21Z,92.4
2025-05-08T07:31:21Z,92.0
2025-05-08T07:32:21Z,91.7
2025-05-08T07:33:21Z,92.0
2025-05-08T07:35:21Z,91.5
2025-05-08T07:36:21Z,92.3
2025-05-08T07:48:21Z,92.9
2025-05-08T07:52:21Z,92.8
2025-05-09T06:39:21Z,93.4
2025-05-09T06:40:21Z,93.3
2025-05-09T06:42:21Z,93.2
2025-05-09T06:43:21Z,93.2
2025-05-09T06:44:21Z,93.3
2025-05-09T06:45:21Z,93.7
2025-05-09T06:46:21Z,93.7
2025-05-09T06:47:21Z,94.0
2025-05-09T06:48:21Z,94.2
2025-05-09T06:49:21Z,94.2
2025-05-09T06:50:21Z,93.9
2025-05-09T06:51:21Z,93.5
2025-05-09T06:52:21Z,93.6
2025-05-09T06:53:21Z,93.4
2025-05-09T06:54:21Z,93.5
2025-05-09T06:55:21Z,93.3
2025-05-09T06:56:21Z,93.3
2025-05-09T06:57:21Z,93.7
2025-05-09T06:58:21Z,93.4
2025-05-09T06:59:21Z,93.4
2025-05-09T07:00:21Z,93.0
