timestamp,gain
2025-07-01T00:15:00Z,3048
2025-07-01T02:44:00Z,3048
2025-07-01T06:16:00Z,3048
2025-07-01T07:47:00Z,3048
2025-07-02T06:57:00Z,3048
2025-07-02T08:02:00Z,3048
2025-07-03T18:16:00Z,3048
2025-07-04T08:48:00Z,3048
2025-07-04T17:01:00Z,3048
2025-07-05T02:44:00Z,3048
2025-07-05T08:47:00Z,3048
2025-07-05T09:36:00Z,3048
2025-07-05T09:37:00Z,6096
2025-07-05T09:38:00Z,3048
2025-07-05T09:39:00Z,6096
2025-07-05T09:40:00Z,6096
2025-07-05T09:41:00Z,3048
2025-07-05T09:42:00Z,3048
2025-07-05T09:43:00Z,3048
2025-07-05T09:51:00Z,3048
2025-07-05T09:52:00Z,3048
2025-07-05T09:53:00Z,3048
2025-07-05T09:54:00Z,3048
2025-07-05T09:55:00Z,6096
2025-07-05T09:56:00Z,3048
2025-07-05T09:57:00Z,3048
2025-07-06T11:13:00Z,3048
2025-07-06T15:32:00Z,3048
2025-07-06T21:12:00Z,3048
2025-07-07T03:26:00Z,3048
2025-07-07T04:51:00Z,3048
2025-07-07T05:34:00Z,3048
2025-07-07T08:13:00Z,3048
2025-07-07T11:00:00Z,3048
2025-07-07T11:02:00Z,3048
2025-07-07T11:03:00Z,3048
2025-07-07T23:13:00Z,3048
2025-07-08T00:31:00Z,3048
2025-07-08T01:45:00Z,3048
2025-07-08T05:51:00Z,3048
2025-07-08T08:29:00Z,3048
2025-07-08T15:26:00Z,3048
2025-07-09T01:25:00Z,3048
2025-07-09T05:43:00Z,3048
2025-07-09T10:43:00Z,3048
2025-07-09T11:53:00Z,3048
2025-07-09T17:04:00Z,3048
2025-07-10T10:23:00Z,3048
2025-07-11T05:31:00Z,3048
2025-07-11T08:10:00Z,3048
2025-07-11T10:21:00Z,3048
2025-07-12T03:02:00Z,3048
2025-07-12T10:13:00Z,3048
2025-07-12T23:41:00Z,3048
2025-07-13T00:27:00Z,3048
2025-07-13T01:17:00Z,3048
2025-07-13T01:42:00Z,3048
2025-07-13T03:09:00Z,3048
2025-07-13T03:24:00Z,3048
2025-07-14T00:45:00Z,3048
2025-07-14T04:07:00Z,3048
2025-07-14T04:22:00Z,3048
2025-07-14T04:23:00Z,3048
2025-07-14T11:17:00Z,3048
2025-07-14T18:05:00Z,3048
2025-07-15T02:59:00Z,3048
2025-07-15T05:29:00Z,3048
2025-07-15T08:29:00Z,3048
2025-07-15T08:46:00Z,3048
2025-07-16T01:41:00Z,3048
2025-07-16T03:20:00Z,3048
2025-07-16T05:28:00Z,3048
2025-07-16T08:31:00Z,3048
2025-07-16T10:20:00Z,3048
2025-07-17T08:25:00Z,3048
2025-07-17T10:01:00Z,6096
2025-07-18T12:27:00Z,3048
2025-07-18T15:33:00Z,3048
2025-07-19T21:42:00Z,6096
2025-07-19T21:43:00Z,3048
2025-07-19T21:44:00Z,3048
2025-07-19T21:45:00Z,6096
2025-07-19T21:46:00Z,3048
2025-07-19T21:47:00Z,6096
2025-07-19T21:48:00Z,3048
2025-07-20T00:11:00Z,3048
2025-07-21T10:46:00Z,3048
2025-07-21T13:50:00Z,3048
2025-07-21T15:46:00Z,3048
2025-07-22T05:41:00Z,3048
2025-07-22T05:43:00Z,3048
2025-07-22T08:12:00Z,3048
2025-07-22T11:53:00Z,3048
2025-07-22T12:21:00Z,3048
2025-07-22T15:28:00Z,3048
2025-07-22T15:57:00Z,3048
2025-07-23T01:31:00Z,3048
2025-07-23T08:30:00Z,3048
2025-07-23T11:31:00Z,3048
2025-07-23T12:39:00Z,3048
2025-07-23T14:18:00Z,3048
2025-07-23T15:51:00Z,3048
2025-07-24T05:55:00Z,3048
2025-07-24T07:30:00Z,3048
2025-07-24T07:39:00Z,3048
2025-07-24T12:27:00Z,3048
2025-07-24T15:47:00Z,3048
2025-07-25T05:45:00Z,3048
2025-07-25T16:55:00Z,3048
2025-07-26T08:52:00Z,3048
2025-07-26T08:53:00Z,3048
2025-07-26T10:21:00Z,3048
2025-07-26T11:50:00Z,3048
2025-07-27T04:58:00Z,3048
2025-07-27T09:02:00Z,3048
2025-07-27T12:15:00Z,3048
2025-07-27T12:26:00Z,3048
2025-07-27T23:27:00Z,3048
2025-07-28T05:48:00Z,3048
2025-07-28T08:43:00Z,3048
2025-07-29T15:49:00Z,3048
2025-07-31T05:49:00Z,3048
2025-07-31T12:51:00Z,3048
2025-07-31T13:32:00Z,3048
2025-07-31T16:16:00Z,3048
