timestamp,vertical ratio
2024-09-28T11:22:53Z,1044.3
2024-09-28T11:22:58Z,991.9
2024-09-28T11:23:03Z,957.0
2024-09-28T11:23:08Z,894.4
2024-09-28T11:23:12Z,865.6
2024-09-28T11:23:17Z,844.8
2024-09-28T11:23:22Z,840.6
2024-09-28T11:23:28Z,816.8
2024-09-28T11:23:33Z,814.1
2024-09-28T11:23:38Z,793.4
2024-09-28T11:23:43Z,809.3
2024-09-28T11:23:48Z,811.0
2024-09-28T11:23:53Z,817.4
2024-09-28T11:23:58Z,800.7
2024-09-28T11:24:02Z,808.1
2024-09-28T11:24:07Z,831.6
2024-09-28T11:24:12Z,844.6
2024-09-28T11:24:17Z,824.6
2024-09-28T11:24:22Z,791.3
2024-09-28T11:24:27Z,780.6
2024-09-28T11:24:32Z,792.0
2024-09-28T11:24:37Z,808.3
2024-09-28T11:24:42Z,791.2
2024-09-28T11:24:47Z,764.9
2024-09-28T11:24:52Z,747.1
2024-09-28T11:24:57Z,746.4
2024-09-28T11:25:03Z,758.0
2024-09-28T11:25:08Z,749.4
2024-09-28T11:25:13Z,766.4
2024-09-28T11:25:18Z,762.7
2024-09-28T11:25:23Z,770.2
2024-09-28T11:25:28Z,777.4
2024-09-28T11:25:33Z,772.2
2024-09-28T11:25:38Z,793.6
2024-09-28T11:25:42Z,764.8
2024-09-28T11:25:48Z,780.3
2024-09-28T11:25:52Z,751.0
2024-09-28T11:25:57Z,754.0
2024-09-28T11:26:02Z,750.0
2024-09-28T11:26:07Z,761.7
2024-09-28T11:26:12Z,776.6
2024-09-28T11:26:17Z,777.8
2024-09-28T11:26:22Z,785.0
2024-09-28T11:26:27Z,766.4
2024-09-28T11:26:32Z,763.8
2024-09-28T11:26:37Z,740.8
2024-09-28T11:26:42Z,726.0
2024-09-28T11:26:47Z,699.8
2024-09-28T11:26:52Z,705.6
2024-09-28T11:26:57Z,694.3
2024-09-28T11:27:02Z,689.9
2024-09-28T11:27:08Z,686.1
2024-09-28T11:27:13Z,703.2
2024-09-28T11:27:18Z,703.5
2024-09-28T11:27:23Z,692.9
2024-09-28T11:27:27Z,700.3
2024-09-28T11:27:32Z,719.1
2024-09-28T11:27:38Z,716.8
2024-09-28T11:27:42Z,710.5
2024-09-28T11:27:47Z,680.5
2024-09-28T11:27:52Z,665.8
2024-09-28T11:27:57Z,673.4
2024-09-28T11:28:02Z,679.0
2024-09-28T11:28:07Z,708.1
2024-09-28T11:28:12Z,707.8
2024-09-28T11:28:17Z,727.2
2024-09-28T11:28:23Z,710.1
2024-09-28T11:28:28Z,719.4
2024-09-28T11:28:33Z,695.6
2024-09-28T11:28:38Z,691.5
2024-09-28T11:28:43Z,682.3
2024-09-28T11:28:48Z,719.3
2024-09-28T11:28:53Z,748.4
2024-09-28T11:28:58Z,773.6
2024-09-28T11:29:03Z,762.6
2024-09-28T11:29:08Z,768.1
2024-09-28T11:29:13Z,745.8
2024-09-28T11:29:17Z,745.2
2024-09-28T11:29:23Z,719.6
2024-09-28T11:29:27Z,723.4
2024-09-28T11:29:32Z,717.2
2024-09-28T11:29:37Z,726.4
2024-09-28T11:29:42Z,731.3
2024-09-28T11:29:47Z,723.6
2024-09-28T11:29:52Z,718.7
2024-09-28T11:29:57Z,710.7
2024-09-28T11:30:02Z,727.6
2024-09-28T11:30:07Z,723.4
2024-09-28T11:30:12Z,739.3
2024-09-28T11:30:17Z,732.8
2024-09-28T11:30:22Z,771.7
2024-09-28T11:30:27Z,746.6
2024-09-28T11:30:32Z,716.0
2024-09-28T11:30:37Z,668.0
2024-09-28T11:30:42Z,641.2
2024-09-28T11:30:47Z,653.4
2024-09-28T11:30:52Z,665.5
2024-09-28T11:30:57Z,677.5
2024-09-28T11:31:02Z,693.5
2024-09-28T11:31:08Z,681.7
2024-09-28T11:31:13Z,708.9
2024-09-28T11:31:18Z,699.4
2024-09-28T11:31:23Z,680.6
2024-09-28T11:31:28Z,663.4
2024-09-28T11:31:32Z,647.8
2024-09-28T11:31:38Z,698.7
2024-09-28T11:31:43Z,742.6
2024-09-28T11:31:48Z,835.6
2024-09-28T11:31:53Z,933.6
2024-09-28T11:31:58Z,1020.8
2024-09-28T11:32:03Z,1093.6
