timestamp,steps,distance millimeters,altitude gain millimeters
2024-10-24T01:01:15Z,0,0,0
2024-10-24T01:01:16Z,0,0,0
2024-10-24T01:01:17Z,0,0,0
2024-10-24T01:01:18Z,0,0,0
2024-10-24T01:01:19Z,0,0,0
2024-10-24T01:02:07Z,0,3560,0
2024-10-24T01:02:08Z,0,600,0
2024-10-24T01:02:09Z,0,1200,0
2024-10-24T01:02:10Z,0,590,0
2024-10-24T01:02:11Z,0,580,0
2024-10-24T01:02:12Z,0,0,0
2024-10-24T01:02:13Z,0,0,0
2024-10-24T01:02:14Z,0,0,0
2024-10-24T01:02:15Z,0,0,0
2024-10-24T01:02:16Z,0,2960,0
2024-10-24T01:02:17Z,0,0,0
2024-10-24T01:02:18Z,0,0,0
2024-10-24T01:02:19Z,0,0,0
2024-10-24T01:08:05Z,0,2920,0
2024-10-24T01:08:06Z,0,0,0
2024-10-24T01:08:07Z,0,1350,0
2024-10-24T01:08:08Z,0,1420,0
2024-10-24T01:08:09Z,0,0,0
2024-10-24T01:08:10Z,0,0,0
2024-10-24T01:08:11Z,0,0,0
2024-10-24T01:10:29Z,0,4520,0
2024-10-24T01:10:30Z,0,730,0
2024-10-24T01:10:31Z,0,1300,0
2024-10-24T01:10:32Z,0,1370,0
2024-10-24T01:10:33Z,0,2330,0
2024-10-24T01:10:34Z,0,640,0
2024-10-24T01:10:35Z,0,1250,0
2024-10-24T01:10:36Z,0,630,0
2024-10-24T01:10:37Z,0,630,0
2024-10-24T01:10:38Z,0,0,0
2024-10-24T01:10:39Z,0,610,0
2024-10-24T01:10:40Z,0,0,0
2024-10-24T01:10:41Z,0,0,0
2024-10-24T01:10:42Z,0,0,0
2024-10-24T01:10:43Z,0,0,0
2024-10-24T01:10:44Z,0,0,0
2024-10-24T01:11:09Z,0,2920,0
2024-10-24T01:11:10Z,0,0,0
2024-10-24T01:11:11Z,0,1180,0
2024-10-24T01:11:12Z,0,1220,0
2024-10-24T01:11:13Z,0,0,0
2024-10-24T01:11:14Z,0,0,0
2024-10-24T01:11:15Z,0,0,0
2024-10-24T01:12:48Z,0,4290,0
2024-10-24T01:12:49Z,0,1380,0
2024-10-24T01:12:50Z,0,1390,0
2024-10-24T01:12:51Z,0,1400,0
2024-10-24T01:12:52Z,0,0,0
2024-10-24T01:12:53Z,0,640,0
2024-10-24T01:12:54Z,0,0,0
2024-10-24T01:12:55Z,0,0,0
2024-10-24T01:12:56Z,0,0,0
2024-10-24T01:12:57Z,0,0,0
2024-10-24T01:12:58Z,0,1460,0
2024-10-24T01:12:59Z,0,0,0
2024-10-24T01:13:00Z,0,1460,0
2024-10-24T01:13:01Z,0,0,0
2024-10-24T01:13:02Z,0,1460,0
2024-10-24T01:13:04Z,0,1160,0
2024-10-24T01:13:05Z,0,1210,0
2024-10-24T01:13:06Z,0,1160,0
2024-10-24T01:13:07Z,0,600,0
2024-10-24T01:13:08Z,0,580,0
2024-10-24T01:13:09Z,0,600,0
2024-10-24T01:13:10Z,0,600,0
2024-10-24T01:13:11Z,0,1900,0
2024-10-24T01:13:12Z,0,700,0
2024-10-24T01:13:13Z,0,0,0
2024-10-24T01:13:14Z,0,0,0
2024-10-24T01:13:15Z,0,0,0
2024-10-24T01:13:16Z,0,0,0
2024-10-24T01:13:17Z,0,1460,0
2024-10-24T01:13:20Z,0,0,0
2024-10-24T01:15:17Z,0,0,0
2024-10-24T01:15:18Z,0,0,0
2024-10-24T01:15:19Z,0,0,0
2024-10-24T01:16:11Z,0,3590,0
2024-10-24T01:16:12Z,0,1320,0
2024-10-24T01:16:13Z,0,1340,0
2024-10-24T01:16:14Z,0,680,0
2024-10-24T01:16:15Z,0,1360,0
2024-10-24T01:16:16Z,0,1350,0
2024-10-24T01:16:17Z,0,0,0
2024-10-24T01:16:18Z,0,1340,0
2024-10-24T01:16:19Z,0,1340,0
2024-10-24T01:16:20Z,0,0,0
2024-10-24T01:16:21Z,0,0,0
2024-10-24T01:16:22Z,0,0,0
2024-10-24T01:16:23Z,0,730,0
2024-10-24T01:16:24Z,0,0,0
2024-10-24T01:16:25Z,0,0,0
2024-10-24T01:16:26Z,0,0,0
2024-10-24T01:16:44Z,0,0,0
2024-10-24T01:16:45Z,0,0,0
2024-10-24T01:16:46Z,0,0,0
2024-10-24T01:18:40Z,0,6970,0
2024-10-24T01:18:41Z,0,2480,0
2024-10-24T01:18:42Z,0,820,0
2024-10-24T01:18:43Z,0,2460,0
2024-10-24T01:18:44Z,0,0,0
2024-10-24T01:18:45Z,0,0,0
2024-10-24T01:18:46Z,0,0,0
2024-10-24T01:25:43Z,0,0,0
2024-10-24T01:25:44Z,0,0,0
2024-10-24T01:25:45Z,0,0,0
2024-10-24T01:25:46Z,0,0,0
2024-10-24T01:25:47Z,0,0,0
2024-10-24T01:25:48Z,0,0,0
2024-10-24T01:25:49Z,0,0,0
2024-10-24T01:25:50Z,0,0,0
2024-10-24T01:25:51Z,0,0,0
2024-10-24T01:27:12Z,0,0,0
2024-10-24T01:27:13Z,0,0,0
2024-10-24T01:27:14Z,0,0,0
2024-10-24T01:27:15Z,0,0,0
2024-10-24T01:27:16Z,0,0,0
2024-10-24T01:27:17Z,0,0,0
2024-10-24T01:27:18Z,0,0,0
2024-10-24T01:27:19Z,0,0,0
