timestamp,gain
2024-05-04T11:16:00Z,3048
2024-05-04T11:17:00Z,3048
2024-05-04T11:19:00Z,3048
2024-05-04T11:25:00Z,6096
2024-05-04T11:42:00Z,3048
2024-05-04T11:45:00Z,3048
2024-05-04T11:46:00Z,3048
2024-05-04T11:51:00Z,3048
2024-05-04T11:52:00Z,3048
2024-05-04T12:03:00Z,3048
2024-05-04T12:21:00Z,3048
2024-05-04T12:35:00Z,3048
2024-05-10T11:18:00Z,6096
2024-05-10T11:44:00Z,3048
2024-05-10T11:49:00Z,3048
2024-05-10T11:50:00Z,3048
2024-05-11T00:42:00Z,3048
2024-05-14T14:16:00Z,3048
2024-05-14T14:19:00Z,3048
2024-05-14T14:25:00Z,3048
2024-05-14T14:26:00Z,3048
2024-05-14T14:38:00Z,6096
2024-05-14T14:51:00Z,3048
2024-05-14T14:57:00Z,3048
2024-05-14T15:45:00Z,3048
2024-05-14T15:47:00Z,3048
2024-05-14T15:48:00Z,6096
2024-05-14T15:50:00Z,3048
2024-05-18T11:50:00Z,3048
2024-05-18T11:51:00Z,3048
2024-05-18T12:07:00Z,3048
2024-05-18T12:17:00Z,9144
2024-05-19T23:33:00Z,3048
2024-05-21T13:44:00Z,3048
2024-05-21T13:45:00Z,3048
2024-05-21T13:57:00Z,3048
2024-05-21T14:11:00Z,3048
2024-05-21T14:16:00Z,3048
2024-05-21T14:17:00Z,3048
2024-05-21T14:24:00Z,9144
2024-05-21T14:32:00Z,3048
2024-05-23T11:23:00Z,6096
2024-05-23T11:36:00Z,3048
2024-05-23T11:40:00Z,3048
2024-05-23T11:44:00Z,3048
2024-05-23T11:48:00Z,3048
2024-05-23T11:50:00Z,3048
2024-05-23T11:52:00Z,3048
2024-05-23T11:58:00Z,3048
2024-05-24T18:01:00Z,6096
2024-05-28T11:32:00Z,3048
2024-05-30T11:18:00Z,6096
2024-05-30T11:31:00Z,3048
2024-05-30T11:36:00Z,3048
2024-05-30T11:42:00Z,3048
2024-05-30T11:47:00Z,3048
2024-05-30T11:56:00Z,3048
2024-05-30T11:57:00Z,3048
