timestamp,beats per minute
2023-08-29T14:43:21Z,109.0
2023-08-29T14:46:23Z,111.0
2023-08-29T14:46:45Z,109.0
2023-08-29T14:47:19Z,109.0
2023-08-29T14:47:36Z,109.0
2023-08-29T14:50:26Z,91.0
2023-08-29T14:50:36Z,90.0
2023-08-29T14:50:46Z,89.0
2023-08-29T14:50:51Z,87.0
2023-08-29T14:50:58Z,89.0
2023-08-29T14:51:03Z,109.0
2023-08-29T14:51:08Z,119.0
2023-08-29T14:51:13Z,114.0
2023-08-29T14:51:18Z,111.0
2023-08-29T14:51:23Z,106.0
2023-08-29T14:51:28Z,107.0
2023-08-29T14:51:33Z,101.0
2023-08-29T14:51:38Z,96.0
2023-08-29T14:51:43Z,95.0
2023-08-29T14:51:48Z,96.0
2023-08-29T14:51:53Z,103.0
2023-08-29T14:51:58Z,99.0
2023-08-29T14:52:03Z,97.0
2023-08-29T14:52:08Z,99.0
2023-08-29T14:52:13Z,98.0
2023-08-29T14:52:23Z,99.0
2023-08-29T14:52:28Z,104.0
2023-08-29T14:52:33Z,107.0
2023-08-29T14:53:04Z,113.0
2023-08-29T14:53:09Z,110.0
2023-08-29T14:53:14Z,111.0
2023-08-29T14:53:19Z,108.0
2023-08-29T14:53:26Z,107.0
2023-08-29T15:02:29Z,109.0
2023-08-29T15:02:36Z,109.0
2023-08-29T15:03:49Z,109.0
2023-08-29T15:11:18Z,112.0
2023-08-29T15:14:04Z,100.0
2023-08-29T15:14:09Z,104.0
2023-08-29T15:14:14Z,98.0
2023-08-29T15:14:19Z,96.0
2023-08-29T15:14:29Z,104.0
2023-08-29T15:14:34Z,106.0
2023-08-29T15:14:39Z,104.0
2023-08-29T15:14:44Z,105.0
2023-08-29T15:14:49Z,106.0
2023-08-29T15:14:54Z,102.0
2023-08-29T15:14:59Z,99.0
2023-08-29T15:15:09Z,101.0
2023-08-29T15:15:14Z,104.0
2023-08-29T15:15:19Z,103.0
2023-08-29T15:15:24Z,101.0
2023-08-29T15:15:29Z,98.0
2023-08-29T15:15:34Z,97.0
2023-08-29T15:15:39Z,99.0
2023-08-29T15:15:49Z,106.0
2023-08-29T15:15:54Z,108.0
2023-08-29T15:15:59Z,106.0
2023-08-29T15:16:04Z,103.0
2023-08-29T15:16:09Z,100.0
2023-08-29T15:16:14Z,95.0
2023-08-29T15:16:19Z,94.0
2023-08-29T15:16:24Z,97.0
2023-08-29T15:16:29Z,100.0
2023-08-29T15:16:34Z,99.0
2023-08-29T15:16:39Z,102.0
2023-08-29T15:16:44Z,101.0
2023-08-29T15:16:49Z,96.0
2023-08-29T15:16:54Z,95.0
2023-08-29T15:17:01Z,97.0
