timestamp,oxygen saturation percentage
2024-01-03T10:35:40Z,94.4
2024-01-03T10:36:40Z,94.8
2024-01-03T10:37:40Z,94.7
2024-01-03T10:38:40Z,95.1
2024-01-03T10:39:40Z,95.1
2024-01-03T10:40:40Z,95.0
2024-01-03T10:41:40Z,95.5
2024-01-03T10:42:40Z,95.8
2024-01-03T10:43:40Z,96.0
2024-01-03T10:44:40Z,95.7
2024-01-03T10:45:40Z,95.7
2024-01-03T10:46:40Z,95.7
2024-01-03T10:47:40Z,95.6
2024-01-03T10:48:40Z,95.5
2024-01-03T10:49:40Z,95.4
2024-01-03T10:50:40Z,95.3
2024-01-03T10:51:40Z,95.3
2024-01-03T10:52:40Z,95.2
2024-01-03T10:53:40Z,95.2
2024-01-03T10:54:40Z,95.2
2024-01-03T10:55:40Z,95.2
2024-01-03T10:56:40Z,95.4
2024-01-03T10:57:40Z,94.6
2024-01-03T10:58:40Z,94.9
2024-01-03T10:59:40Z,95.1
2024-01-03T11:00:40Z,95.1
2024-01-03T11:01:40Z,94.9
2024-01-03T11:02:40Z,94.9
2024-01-03T11:03:40Z,95.2
2024-01-03T11:04:40Z,94.2
2024-01-03T11:05:40Z,94.1
2024-01-03T11:06:40Z,93.9
2024-01-03T11:07:40Z,94.0
2024-01-03T11:08:40Z,94.4
2024-01-03T11:09:40Z,94.9
2024-01-03T11:10:40Z,94.4
2024-01-03T11:11:40Z,94.8
2024-01-03T11:12:40Z,95.0
2024-01-03T11:13:40Z,95.1
2024-01-03T11:15:40Z,95.2
2024-01-03T11:16:40Z,95.3
2024-01-03T11:17:40Z,95.3
2024-01-03T11:18:40Z,95.1
2024-01-03T11:19:40Z,95.0
2024-01-03T11:20:40Z,95.2
2024-01-03T11:21:40Z,95.3
2024-01-03T11:22:40Z,95.4
2024-01-03T11:23:40Z,95.4
2024-01-03T11:26:40Z,95.2
2024-01-03T11:27:40Z,95.0
2024-01-03T11:28:40Z,94.3
2024-01-03T11:29:40Z,94.5
2024-01-03T11:30:40Z,93.7
2024-01-03T11:31:40Z,93.4
2024-01-03T11:32:40Z,93.2
2024-01-03T11:33:40Z,93.9
2024-01-03T11:34:40Z,93.7
2024-01-03T11:35:40Z,94.2
2024-01-03T11:36:40Z,94.4
2024-01-04T00:22:10Z,96.0
2024-01-05T10:42:09Z,94.1
2024-01-05T10:44:09Z,94.3
2024-01-09T23:46:40Z,96.6
2024-01-09T23:48:40Z,93.8
2024-01-09T23:49:40Z,93.2
2024-01-09T23:50:40Z,92.4
2024-01-12T03:38:10Z,91.7
2024-01-12T03:39:10Z,92.0
2024-01-12T03:40:10Z,92.0
2024-01-14T07:51:41Z,96.1
2024-01-17T12:22:10Z,93.4
2024-01-17T12:23:10Z,93.4
2024-01-17T12:24:10Z,89.8
2024-01-17T12:25:10Z,95.7
2024-01-17T12:26:10Z,93.0
2024-01-17T12:27:10Z,92.0
2024-01-17T12:28:10Z,90.2
2024-01-17T12:29:10Z,93.4
2024-01-17T12:30:10Z,95.6
2024-01-17T12:31:10Z,96.3
2024-01-17T12:33:10Z,97.2
2024-01-27T07:28:39Z,92.2
2024-01-27T07:29:39Z,92.6
2024-01-27T07:30:39Z,92.8
2024-01-27T07:31:39Z,93.0
2024-01-27T07:32:39Z,93.1
2024-01-27T07:33:39Z,92.9
2024-01-27T07:34:39Z,92.8
2024-01-27T07:35:39Z,92.9
2024-01-27T07:36:39Z,92.8
2024-01-27T07:37:39Z,92.8
2024-01-27T07:38:39Z,92.8
2024-01-27T07:39:39Z,92.8
2024-01-27T07:40:39Z,92.9
2024-01-27T07:41:39Z,92.8
2024-01-27T07:42:39Z,93.0
2024-01-27T07:45:39Z,93.3
2024-01-27T07:46:39Z,93.5
2024-01-27T07:47:39Z,93.4
2024-01-27T07:49:39Z,93.6
2024-01-27T07:50:39Z,93.8
2024-01-27T08:00:39Z,92.7
2024-01-29T07:05:10Z,95.8
2024-01-29T07:06:10Z,96.2
2024-01-29T07:07:10Z,95.7
2024-01-29T07:08:10Z,96.0
2024-01-29T07:09:10Z,96.1
2024-01-29T07:10:10Z,95.8
2024-01-29T07:11:10Z,95.6
2024-01-29T07:12:10Z,96.0
2024-01-29T07:14:10Z,95.6
2024-01-29T07:15:10Z,95.9
2024-01-29T07:16:10Z,95.6
2024-01-29T07:17:10Z,94.6
2024-01-29T07:18:10Z,94.6
2024-01-29T07:20:10Z,95.0
2024-01-29T07:21:10Z,94.6
2024-01-29T07:22:10Z,93.7
2024-01-29T07:23:10Z,93.2
2024-01-29T07:24:10Z,92.6
