timestamp,stride length
2025-07-13T00:00:01Z,75.40
2025-07-13T00:00:04Z,75.70
2025-07-13T00:00:08Z,75.50
2025-07-13T00:00:11Z,75.40
2025-07-13T00:00:13Z,75.40
2025-07-13T00:00:17Z,77.60
2025-07-13T00:00:20Z,77.40
2025-07-13T00:00:23Z,87.60
2025-07-13T00:00:26Z,114.80
2025-07-13T00:00:29Z,123.20
2025-07-13T00:00:32Z,111.00
2025-07-13T00:00:35Z,111.60
2025-07-13T00:00:39Z,112.90
2025-07-13T00:00:42Z,112.70
2025-07-13T00:00:45Z,112.00
2025-07-13T00:00:48Z,106.50
2025-07-13T00:00:51Z,106.50
2025-07-13T00:00:55Z,106.50
2025-07-13T00:00:57Z,80.20
2025-07-13T00:01:00Z,76.80
2025-07-13T00:01:04Z,76.60
2025-07-13T00:01:07Z,76.20
2025-07-13T00:01:10Z,76.20
2025-07-13T00:01:14Z,76.20
2025-07-13T00:01:16Z,76.20
2025-07-13T00:01:20Z,76.90
2025-07-13T00:01:23Z,77.50
2025-07-13T00:01:26Z,77.50
2025-07-13T00:01:30Z,75.30
2025-07-13T00:01:33Z,67.80
2025-07-13T00:01:37Z,71.80
2025-07-13T00:01:40Z,72.40
2025-07-13T00:01:44Z,73.40
2025-07-13T00:01:46Z,71.40
2025-07-13T00:01:50Z,71.80
2025-07-13T00:01:53Z,72.10
2025-07-13T00:01:57Z,71.50
2025-07-13T00:01:59Z,70.90
2025-07-13T00:02:03Z,70.50
2025-07-13T00:02:06Z,70.30
2025-07-13T00:02:10Z,70.90
2025-07-13T00:02:13Z,71.00
2025-07-13T00:02:17Z,71.10
2025-07-13T00:02:20Z,71.20
2025-07-13T00:02:24Z,71.70
2025-07-13T00:02:27Z,70.90
2025-07-13T00:02:29Z,70.50
2025-07-13T00:02:33Z,70.90
2025-07-13T00:02:36Z,70.70
2025-07-13T00:02:40Z,70.50
2025-07-13T00:02:43Z,71.00
2025-07-13T00:02:47Z,71.30
2025-07-13T00:02:50Z,71.20
2025-07-13T00:02:54Z,71.80
2025-07-13T00:02:57Z,72.00
2025-07-13T00:03:01Z,72.20
2025-07-13T00:03:03Z,72.60
2025-07-13T00:03:07Z,73.10
2025-07-13T00:03:10Z,73.00
2025-07-13T00:03:13Z,72.70
2025-07-13T00:03:17Z,72.40
2025-07-13T00:03:20Z,71.20
2025-07-13T00:03:24Z,71.30
2025-07-13T00:03:27Z,71.80
2025-07-13T00:03:31Z,71.70
2025-07-13T00:03:34Z,71.70
2025-07-13T00:03:37Z,71.80
2025-07-13T00:03:40Z,71.90
2025-07-13T00:03:44Z,71.30
2025-07-13T00:03:48Z,71.80
2025-07-13T00:03:51Z,71.20
2025-07-13T00:03:53Z,71.30
2025-07-13T00:03:56Z,77.70
2025-07-13T00:03:59Z,78.10
2025-07-13T00:04:03Z,77.60
2025-07-13T00:04:06Z,77.50
2025-07-13T00:04:09Z,77.50
2025-07-13T00:04:13Z,79.10
2025-07-13T00:04:16Z,81.50
2025-07-13T00:04:19Z,81.50
2025-07-13T00:04:22Z,101.40
2025-07-13T00:04:25Z,106.50
2025-07-13T00:04:28Z,106.50
2025-07-13T00:04:31Z,106.50
2025-07-13T00:04:34Z,106.50
2025-07-13T00:04:38Z,106.50
2025-07-13T00:04:41Z,106.50
2025-07-13T00:04:44Z,106.50
2025-07-13T00:04:47Z,106.50
2025-07-13T00:04:50Z,106.50
2025-07-13T00:04:53Z,106.20
2025-07-13T00:04:56Z,106.10
2025-07-13T00:05:00Z,102.90
2025-07-13T00:05:03Z,81.50
2025-07-13T00:05:06Z,81.50
2025-07-13T00:05:10Z,81.50
2025-07-13T00:05:12Z,81.50
2025-07-13T00:05:16Z,81.20
2025-07-13T00:05:19Z,78.90
2025-07-13T00:05:22Z,80.20
2025-07-13T00:05:26Z,77.50
2025-07-13T00:05:31Z,68.60
2025-07-13T00:05:33Z,68.90
2025-07-13T00:05:37Z,71.40
2025-07-13T00:05:40Z,71.60
2025-07-13T00:05:44Z,72.50
2025-07-13T00:05:46Z,71.20
2025-07-13T00:05:50Z,71.50
2025-07-13T00:05:53Z,72.30
2025-07-13T00:05:56Z,72.10
2025-07-13T00:05:59Z,71.20
2025-07-13T00:06:03Z,68.40
2025-07-13T00:06:06Z,68.50
2025-07-13T00:06:09Z,71.40
2025-07-13T00:06:12Z,71.70
2025-07-13T00:06:16Z,70.80
2025-07-13T00:06:19Z,70.70
2025-07-13T00:06:23Z,71.30
2025-07-13T00:06:25Z,72.60
2025-07-13T00:06:28Z,67.10
2025-07-13T00:06:33Z,70.10
2025-07-13T00:06:35Z,70.80
2025-07-13T00:06:39Z,70.00
2025-07-13T00:06:42Z,69.50
2025-07-13T00:06:46Z,70.80
2025-07-13T00:06:49Z,69.30
2025-07-13T00:06:54Z,68.30
2025-07-13T00:06:55Z,65.10
2025-07-13T00:06:59Z,69.60
2025-07-13T00:07:03Z,70.50
2025-07-13T00:07:07Z,70.50
2025-07-13T00:07:09Z,70.20
2025-07-13T00:07:13Z,69.80
2025-07-13T00:07:16Z,70.20
