timestamp,latitude,longitude,altitude
2025-07-25T00:43:44Z,16.066755,108.192800,36.7
2025-07-25T00:43:45Z,16.066765,108.192770,30.2
2025-07-25T00:43:46Z,16.066762,108.192760,20.4
2025-07-25T00:43:47Z,16.066762,108.192755,14.3
2025-07-25T00:43:48Z,16.066762,108.192732,13.8
2025-07-25T00:43:49Z,16.066762,108.192712,13.2
2025-07-25T00:43:50Z,16.066757,108.192692,13.3
2025-07-25T00:43:51Z,16.066757,108.192670,15.3
2025-07-25T00:43:52Z,16.066757,108.192643,16.3
2025-07-25T00:43:53Z,16.066757,108.192617,15.8
2025-07-25T00:43:54Z,16.066755,108.192588,16.0
2025-07-25T00:43:55Z,16.066753,108.192555,17.1
2025-07-25T00:43:56Z,16.066750,108.192518,17.3
2025-07-25T00:43:57Z,16.066745,108.192480,18.3
2025-07-25T00:43:58Z,16.066740,108.192445,18.4
2025-07-25T00:43:59Z,16.066737,108.192408,18.5
2025-07-25T00:44:00Z,16.066730,108.192372,17.5
2025-07-25T00:44:01Z,16.066723,108.192335,17.6
2025-07-25T00:44:02Z,16.066713,108.192298,15.8
2025-07-25T00:44:03Z,16.066703,108.192262,16.2
2025-07-25T00:44:04Z,16.066695,108.192230,15.1
2025-07-25T00:44:05Z,16.066688,108.192203,14.4
2025-07-25T00:44:06Z,16.066683,108.192182,14.0
2025-07-25T00:44:07Z,16.066683,108.192162,13.1
2025-07-25T00:44:08Z,16.066702,108.192143,12.299
2025-07-25T00:44:09Z,16.066732,108.192127,11.999
2025-07-25T00:44:10Z,16.066770,108.192112,11.5
2025-07-25T00:44:11Z,16.066820,108.192102,11.2
2025-07-25T00:44:12Z,16.066880,108.192093,11.5
2025-07-25T00:44:13Z,16.066927,108.192087,11.7
2025-07-25T00:44:14Z,16.066978,108.192082,12.299
2025-07-25T00:44:15Z,16.067027,108.192078,12.299
2025-07-25T00:44:16Z,16.067080,108.192073,11.499
2025-07-25T00:44:17Z,16.067128,108.192073,12.899
2025-07-25T00:44:18Z,16.067178,108.192072,12.7
2025-07-25T00:44:19Z,16.067227,108.192072,13.2
2025-07-25T00:44:20Z,16.067280,108.192068,13.5
2025-07-25T00:44:21Z,16.067330,108.192068,13.7
2025-07-25T00:44:22Z,16.067383,108.192067,12.6
2025-07-25T00:44:23Z,16.067435,108.192067,13.2
2025-07-25T00:44:24Z,16.067487,108.192068,10.6
2025-07-25T00:44:25Z,16.067533,108.192068,10.799
2025-07-25T00:44:26Z,16.067580,108.192068,10.6
2025-07-25T00:44:27Z,16.067628,108.192067,9.7
2025-07-25T00:44:28Z,16.067677,108.192065,9.799
2025-07-25T00:44:29Z,16.067725,108.192060,10.1
2025-07-25T00:44:30Z,16.067770,108.192055,9.5
2025-07-25T00:44:31Z,16.067812,108.192048,10.2
2025-07-25T00:44:32Z,16.067850,108.192047,11.2
2025-07-25T00:44:33Z,16.067887,108.192045,11.299
2025-07-25T00:44:34Z,16.067922,108.192045,12.2
2025-07-25T00:44:35Z,16.067960,108.192045,12.5
2025-07-25T00:44:36Z,16.068000,108.192040,12.4
2025-07-25T00:44:37Z,16.068040,108.192035,12.0
2025-07-25T00:44:38Z,16.068082,108.192025,12.4
2025-07-25T00:44:39Z,16.068125,108.192013,12.1
2025-07-25T00:44:40Z,16.068167,108.192002,12.299
2025-07-25T00:44:41Z,16.068208,108.191993,12.799
2025-07-25T00:44:42Z,16.068248,108.191983,11.399
2025-07-25T00:44:43Z,16.068285,108.191975,11.899
2025-07-25T00:44:44Z,16.068323,108.191965,12.4
2025-07-25T00:44:45Z,16.068360,108.191958,10.9
2025-07-25T00:44:46Z,16.068398,108.191950,11.1
2025-07-25T00:44:47Z,16.068443,108.191940,10.799
2025-07-25T00:44:48Z,16.068492,108.191932,10.6
2025-07-25T00:44:49Z,16.068543,108.191928,11.0
2025-07-25T00:44:50Z,16.068598,108.191922,11.5
2025-07-25T00:44:51Z,16.068658,108.191913,12.4
2025-07-25T00:44:52Z,16.068718,108.191905,12.4
2025-07-25T00:44:53Z,16.068780,108.191902,11.8
2025-07-25T00:44:54Z,16.068840,108.191897,11.4
2025-07-25T00:44:55Z,16.068903,108.191890,11.9
2025-07-25T00:44:56Z,16.068963,108.191885,12.9
2025-07-25T00:44:57Z,16.069027,108.191883,12.9
2025-07-25T00:44:58Z,16.069082,108.191875,13.3
2025-07-25T00:44:59Z,16.069130,108.191863,12.1
2025-07-25T00:45:00Z,16.069177,108.191848,11.6
2025-07-25T00:45:01Z,16.069220,108.191835,11.9
2025-07-25T00:45:02Z,16.069267,108.191823,12.6
2025-07-25T00:45:03Z,16.069318,108.191815,13.6
2025-07-25T00:45:04Z,16.069378,108.191808,12.7
2025-07-25T00:45:05Z,16.069435,108.191800,12.1
2025-07-25T00:45:06Z,16.069488,108.191790,10.7
2025-07-25T00:45:07Z,16.069530,108.191770,10.799
2025-07-25T00:45:08Z,16.069562,108.191743,9.799
2025-07-25T00:45:09Z,16.069587,108.191715,10.0
2025-07-25T00:45:10Z,16.069600,108.191680,11.4
2025-07-25T00:45:11Z,16.069608,108.191638,10.1
2025-07-25T00:45:12Z,16.069617,108.191595,11.2
2025-07-25T00:45:13Z,16.069623,108.191545,11.299
2025-07-25T00:45:14Z,16.069627,108.191488,11.799
2025-07-25T00:45:15Z,16.069633,108.191428,12.499
2025-07-25T00:45:16Z,16.069640,108.191367,13.399
2025-07-25T00:45:17Z,16.069647,108.191300,15.3
2025-07-25T00:45:18Z,16.069658,108.191230,15.6
2025-07-25T00:45:19Z,16.069667,108.191158,14.5
2025-07-25T00:45:20Z,16.069677,108.191087,15.9
2025-07-25T00:45:21Z,16.069685,108.191015,14.8
2025-07-25T00:45:22Z,16.069698,108.190942,15.0
2025-07-25T00:45:23Z,16.069707,108.190868,14.8
2025-07-25T00:45:24Z,16.069718,108.190798,14.2
2025-07-25T00:45:25Z,16.069728,108.190723,15.2
