timestamp,gain
2025-06-01T09:37:00Z,3048
2025-06-01T15:20:00Z,3048
2025-06-01T16:10:00Z,3048
2025-06-01T22:55:00Z,3048
2025-06-01T22:56:00Z,3048
2025-06-01T23:23:00Z,3048
2025-06-02T01:47:00Z,3048
2025-06-02T02:01:00Z,3048
2025-06-02T07:07:00Z,3048
2025-06-02T09:47:00Z,3048
2025-06-03T03:09:00Z,15240
2025-06-03T03:10:00Z,9144
2025-06-03T03:11:00Z,12192
2025-06-03T03:12:00Z,9144
2025-06-03T03:13:00Z,6096
2025-06-03T03:14:00Z,6096
2025-06-03T03:15:00Z,6096
2025-06-03T03:21:00Z,9144
2025-06-03T03:23:00Z,3048
2025-06-03T04:31:00Z,3048
2025-06-03T04:53:00Z,3048
2025-06-03T06:23:00Z,3048
2025-06-03T07:57:00Z,3048
2025-06-03T07:58:00Z,3048
2025-06-03T07:59:00Z,6096
2025-06-03T08:01:00Z,3048
2025-06-03T09:00:00Z,6096
2025-06-03T09:01:00Z,3048
2025-06-03T09:04:00Z,3048
2025-06-03T14:27:00Z,6096
2025-06-03T14:31:00Z,6096
2025-06-03T15:03:00Z,3048
2025-06-03T15:04:00Z,3048
2025-06-04T12:56:00Z,3048
2025-06-04T12:57:00Z,3048
2025-06-04T12:58:00Z,3048
2025-06-04T14:41:00Z,3048
2025-06-04T14:42:00Z,3048
2025-06-05T01:56:00Z,9144
2025-06-05T01:57:00Z,6096
2025-06-05T01:59:00Z,3048
2025-06-05T02:39:00Z,3048
2025-06-05T04:08:00Z,3048
2025-06-05T04:09:00Z,6096
2025-06-05T04:21:00Z,3048
2025-06-05T08:19:00Z,3048
2025-06-05T08:20:00Z,3048
2025-06-05T08:22:00Z,6096
2025-06-05T08:25:00Z,3048
2025-06-05T08:58:00Z,3048
2025-06-05T10:06:00Z,3048
2025-06-05T14:26:00Z,6096
2025-06-05T14:27:00Z,6096
2025-06-06T12:46:00Z,3048
2025-06-07T03:54:00Z,3048
2025-06-07T06:32:00Z,3048
2025-06-07T07:49:00Z,3048
2025-06-07T09:43:00Z,3048
2025-06-07T10:15:00Z,3048
2025-06-07T16:50:00Z,3048
2025-06-08T23:37:00Z,3048
2025-06-09T00:00:00Z,3048
2025-06-09T04:29:00Z,3048
2025-06-09T10:54:00Z,3048
2025-06-09T11:22:00Z,3048
2025-06-09T17:39:00Z,3048
2025-06-09T19:16:00Z,3048
2025-06-09T19:45:00Z,3048
2025-06-09T20:19:00Z,3048
2025-06-09T20:39:00Z,3048
2025-06-09T21:42:00Z,3048
2025-06-11T04:51:00Z,3048
2025-06-11T05:24:00Z,3048
2025-06-11T09:12:00Z,6096
2025-06-11T09:14:00Z,3048
2025-06-11T09:26:00Z,15240
2025-06-11T09:27:00Z,3048
2025-06-11T09:32:00Z,6096
2025-06-11T09:33:00Z,3048
2025-06-11T10:35:00Z,6096
2025-06-11T10:36:00Z,6096
2025-06-11T23:28:00Z,3048
2025-06-11T23:30:00Z,6096
2025-06-11T23:41:00Z,3048
2025-06-11T23:42:00Z,6096
2025-06-12T02:09:00Z,9144
2025-06-12T06:21:00Z,6096
2025-06-12T06:27:00Z,3048
2025-06-12T06:28:00Z,6096
2025-06-13T00:14:00Z,3048
2025-06-13T00:16:00Z,6096
2025-06-13T07:48:00Z,15240
2025-06-13T07:49:00Z,6096
2025-06-14T00:24:00Z,3048
2025-06-14T00:28:00Z,3048
2025-06-14T00:53:00Z,3048
2025-06-14T00:56:00Z,6096
2025-06-14T00:58:00Z,3048
2025-06-14T00:59:00Z,3048
2025-06-14T01:00:00Z,12192
2025-06-14T01:15:00Z,3048
2025-06-14T01:21:00Z,3048
2025-06-14T01:24:00Z,3048
2025-06-14T05:46:00Z,3048
2025-06-14T06:50:00Z,3048
2025-06-14T09:35:00Z,3048
2025-06-14T09:42:00Z,3048
2025-06-14T09:56:00Z,3048
2025-06-14T09:57:00Z,3048
2025-06-14T10:00:00Z,3048
2025-06-14T10:02:00Z,3048
