timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage
2025-02-01T00:00:00Z,94.5,92.7,96.9,94.1,0.6
2025-02-07T00:00:00Z,95.3,93.2,97.6,94.1,0.6
2025-02-11T00:00:00Z,94.2,91.9,96.5,94.1,0.6
2025-02-13T00:00:00Z,95.4,93.0,97.5,94.1,0.6
2025-02-14T00:00:00Z,94.5,93.0,96.0,94.2,0.6
2025-02-15T00:00:00Z,94.1,91.6,96.7,94.2,0.6
2025-02-26T00:00:00Z,92.8,90.8,94.5,94.1,0.7
2025-02-27T00:00:00Z,95.2,94.3,96.8,94.1,0.7
