timestamp,latitude,longitude,altitude
2025-07-12T23:33:27Z,16.069878,108.182782,129.199
2025-07-12T23:33:28Z,16.069895,108.182778,129.899
2025-07-12T23:33:29Z,16.069905,108.182783,126.899
2025-07-12T23:33:30Z,16.069913,108.182790,124.399
2025-07-12T23:33:31Z,16.069920,108.182795,124.399
2025-07-12T23:33:32Z,16.069937,108.182803,126.399
2025-07-12T23:33:33Z,16.069948,108.182810,16.3
2025-07-12T23:33:34Z,16.069958,108.182815,7.9
2025-07-12T23:33:35Z,16.069968,108.182820,12.4
2025-07-12T23:33:36Z,16.069978,108.182828,25.4
2025-07-12T23:33:37Z,16.069987,108.182840,27.0
2025-07-12T23:33:38Z,16.069997,108.182858,-25.1
2025-07-12T23:33:39Z,16.070008,108.182875,3.999
2025-07-12T23:33:40Z,16.070020,108.182892,19.399
2025-07-12T23:33:41Z,16.070032,108.182902,-1.7
2025-07-12T23:33:42Z,16.070043,108.182907,6.3
2025-07-12T23:33:43Z,16.070055,108.182910,14.3
2025-07-12T23:33:44Z,16.070068,108.182912,-2.7
2025-07-12T23:33:45Z,16.070082,108.182912,17.0
2025-07-12T23:33:46Z,16.070095,108.182912,0.499
2025-07-12T23:33:47Z,16.070108,108.182910,51.4
2025-07-12T23:33:48Z,16.070120,108.182905,9.999
2025-07-12T23:33:49Z,16.070132,108.182902,-49.0
2025-07-12T23:33:50Z,16.070142,108.182898,3.9
2025-07-12T23:33:51Z,16.070150,108.182893,37.5
2025-07-12T23:33:52Z,16.070160,108.182888,26.8
2025-07-12T23:33:53Z,16.070168,108.182883,10.8
2025-07-12T23:33:54Z,16.070178,108.182878,-3.8
2025-07-12T23:33:55Z,16.070188,108.182872,1.9
2025-07-12T23:33:56Z,16.070202,108.182867,-1.399
2025-07-12T23:33:57Z,16.070215,108.182867,-8.6
2025-07-12T23:33:58Z,16.070228,108.182865,-24.599
2025-07-12T23:33:59Z,16.070245,108.182865,-4.399
2025-07-12T23:34:00Z,16.070260,108.182865,-6.699
2025-07-12T23:34:01Z,16.070275,108.182867,-10.2
2025-07-12T23:34:02Z,16.070288,108.182868,4.0
2025-07-12T23:34:03Z,16.070300,108.182870,4.8
2025-07-12T23:34:04Z,16.070308,108.182873,5.3
2025-07-12T23:34:05Z,16.070317,108.182873,6.0
2025-07-12T23:34:06Z,16.070327,108.182877,4.3
2025-07-12T23:34:07Z,16.070335,108.182885,4.399
2025-07-12T23:34:08Z,16.070343,108.182900,0.299
2025-07-12T23:34:09Z,16.070353,108.182920,-6.5
2025-07-12T23:34:10Z,16.070363,108.182942,-14.7
2025-07-12T23:34:11Z,16.070375,108.182958,4.2
2025-07-12T23:34:12Z,16.070387,108.182967,4.6
2025-07-12T23:34:13Z,16.070402,108.182967,18.2
2025-07-12T23:34:14Z,16.070415,108.182962,19.5
2025-07-12T23:34:15Z,16.070427,108.182953,25.6
2025-07-12T23:34:16Z,16.070433,108.182948,20.1
2025-07-12T23:34:17Z,16.070440,108.182945,16.3
2025-07-12T23:34:18Z,16.070443,108.182945,6.1
2025-07-12T23:34:19Z,16.070448,108.182945,20.0
2025-07-12T23:34:20Z,16.070453,108.182945,11.0
2025-07-12T23:34:21Z,16.070462,108.182945,5.4
2025-07-12T23:34:22Z,16.070468,108.182945,5.3
2025-07-12T23:34:23Z,16.070477,108.182943,4.2
2025-07-12T23:34:24Z,16.070483,108.182942,12.6
2025-07-12T23:34:25Z,16.070488,108.182938,-1.8
2025-07-12T23:34:26Z,16.070495,108.182935,-6.8
2025-07-12T23:34:27Z,16.070515,108.182942,5.5
2025-07-12T23:34:28Z,16.070520,108.182848,17.8
2025-07-12T23:34:29Z,16.070540,108.182695,16.2
2025-07-12T23:34:30Z,16.070553,108.182622,11.6
2025-07-12T23:34:31Z,16.070553,108.182542,8.4
2025-07-12T23:34:32Z,16.070572,108.182567,4.7
2025-07-12T23:34:33Z,16.070590,108.182578,6.8
2025-07-12T23:34:34Z,16.070607,108.182588,9.0
2025-07-12T23:34:35Z,16.070620,108.182600,8.7
2025-07-12T23:34:36Z,16.070632,108.182608,7.899
2025-07-12T23:34:37Z,16.070642,108.182612,7.3
2025-07-12T23:34:38Z,16.070650,108.182617,8.6
2025-07-12T23:34:39Z,16.070658,108.182622,7.8
2025-07-12T23:34:40Z,16.070668,108.182623,7.7
2025-07-12T23:34:41Z,16.070680,108.182625,7.3
2025-07-12T23:34:42Z,16.070692,108.182623,7.8
2025-07-12T23:34:43Z,16.070702,108.182622,7.2
2025-07-12T23:34:44Z,16.070713,108.182617,7.0
2025-07-12T23:34:45Z,16.070725,108.182613,6.8
2025-07-12T23:34:46Z,16.070735,108.182608,5.6
2025-07-12T23:34:47Z,16.070747,108.182602,5.5
2025-07-12T23:34:48Z,16.070758,108.182597,5.7
2025-07-12T23:34:49Z,16.070770,108.182590,5.2
2025-07-12T23:34:50Z,16.070782,108.182583,5.3
2025-07-12T23:34:51Z,16.070793,108.182577,5.2
2025-07-12T23:34:52Z,16.070807,108.182572,3.5
2025-07-12T23:34:53Z,16.070820,108.182567,2.4
2025-07-12T23:34:54Z,16.070833,108.182562,2.199
2025-07-12T23:34:55Z,16.070848,108.182558,2.4
2025-07-12T23:34:56Z,16.070863,108.182557,1.599
2025-07-12T23:34:57Z,16.070878,108.182553,1.199
2025-07-12T23:34:58Z,16.070892,108.182550,0.3
2025-07-12T23:34:59Z,16.070905,108.182545,-0.5
2025-07-12T23:35:00Z,16.070918,108.182540,-0.7
2025-07-12T23:35:01Z,16.070932,108.182533,-0.6
2025-07-12T23:35:02Z,16.070947,108.182528,0.799
2025-07-12T23:35:03Z,16.070958,108.182522,1.299
2025-07-12T23:35:04Z,16.070972,108.182515,2.099
2025-07-12T23:35:05Z,16.070983,108.182512,1.799
2025-07-12T23:35:06Z,16.070995,108.182507,1.299
2025-07-12T23:35:07Z,16.071007,108.182505,1.3
2025-07-12T23:35:08Z,16.071018,108.182502,2.0
2025-07-12T23:35:09Z,16.071028,108.182500,2.9
2025-07-12T23:35:10Z,16.071040,108.182497,2.9
2025-07-12T23:35:11Z,16.071050,108.182492,3.3
2025-07-12T23:35:12Z,16.071063,108.182485,3.4
2025-07-12T23:35:13Z,16.071075,108.182478,2.5
2025-07-12T23:35:14Z,16.071087,108.182472,3.0
2025-07-12T23:35:15Z,16.071098,108.182465,2.3
2025-07-12T23:35:16Z,16.071110,108.182458,2.8
2025-07-12T23:35:17Z,16.071122,108.182452,2.5
2025-07-12T23:35:18Z,16.071133,108.182445,2.7
2025-07-12T23:35:19Z,16.071143,108.182438,2.1
2025-07-12T23:35:20Z,16.071153,108.182430,1.5
2025-07-12T23:35:21Z,16.071163,108.182423,0.8
2025-07-12T23:35:22Z,16.071173,108.182417,1.5
2025-07-12T23:35:23Z,16.071183,108.182410,2.7
2025-07-12T23:35:24Z,16.071192,108.182405,2.2
2025-07-12T23:35:25Z,16.071202,108.182400,2.6
2025-07-12T23:35:26Z,16.071212,108.182393,2.5
2025-07-12T23:35:27Z,16.071222,108.182387,2.4
2025-07-12T23:35:28Z,16.071230,108.182380,3.2
2025-07-12T23:35:29Z,16.071238,108.182372,3.4
2025-07-12T23:35:30Z,16.071245,108.182362,3.3
2025-07-12T23:35:31Z,16.071252,108.182353,3.2
2025-07-12T23:35:32Z,16.071257,108.182343,2.9
2025-07-12T23:35:33Z,16.071262,108.182335,4.6
2025-07-12T23:35:34Z,16.071267,108.182325,3.999
2025-07-12T23:35:35Z,16.071272,108.182317,3.599
2025-07-12T23:35:36Z,16.071278,108.182308,3.999
2025-07-12T23:35:37Z,16.071285,108.182300,4.199
2025-07-12T23:35:38Z,16.071293,108.182292,4.399
2025-07-12T23:35:39Z,16.071300,108.182285,3.699
2025-07-12T23:35:40Z,16.071307,108.182277,3.699
2025-07-12T23:35:41Z,16.071315,108.182270,3.399
2025-07-12T23:35:42Z,16.071325,108.182265,1.8
2025-07-12T23:35:43Z,16.071335,108.182258,2.7
2025-07-12T23:35:44Z,16.071345,108.182253,2.2
2025-07-12T23:35:45Z,16.071357,108.182247,2.5
2025-07-12T23:35:46Z,16.071367,108.182242,1.8
2025-07-12T23:35:47Z,16.071378,108.182237,2.6
2025-07-12T23:35:48Z,16.071388,108.182232,2.6
2025-07-12T23:35:49Z,16.071400,108.182227,3.2
2025-07-12T23:35:50Z,16.071410,108.182222,4.0
2025-07-12T23:35:51Z,16.071420,108.182215,4.1
2025-07-12T23:35:52Z,16.071428,108.182208,4.399
2025-07-12T23:35:53Z,16.071438,108.182202,3.999
2025-07-12T23:35:54Z,16.071447,108.182195,2.899
2025-07-12T23:35:55Z,16.071457,108.182188,2.899
2025-07-12T23:35:56Z,16.071467,108.182182,3.099
2025-07-12T23:35:57Z,16.071477,108.182175,3.099
2025-07-12T23:35:59Z,16.071487,108.182168,2.8
2025-07-12T23:36:00Z,16.071508,108.182153,5.1
2025-07-12T23:36:01Z,16.071518,108.182145,4.6
2025-07-12T23:36:02Z,16.071530,108.182138,4.1
2025-07-12T23:36:03Z,16.071540,108.182130,3.8
2025-07-12T23:36:04Z,16.071550,108.182123,3.099
2025-07-12T23:36:05Z,16.071558,108.182118,3.499
2025-07-12T23:36:06Z,16.071568,108.182112,2.8
2025-07-12T23:36:07Z,16.071577,108.182105,1.4
2025-07-12T23:36:08Z,16.071587,108.182098,1.5
2025-07-12T23:36:09Z,16.071595,108.182093,0.8
2025-07-12T23:36:10Z,16.071605,108.182087,-0.7
2025-07-12T23:36:11Z,16.071613,108.182078,-1.7
2025-07-12T23:36:12Z,16.071623,108.182070,-1.0
