timestamp,stride length
2024-10-31T11:39:25Z,96.10
2024-10-31T11:39:28Z,93.90
2024-10-31T11:39:31Z,93.70
2024-10-31T11:39:35Z,93.60
2024-10-31T11:39:38Z,93.70
2024-10-31T11:39:41Z,94.70
2024-10-31T11:39:44Z,96.50
2024-10-31T11:39:47Z,97.10
2024-10-31T11:39:51Z,96.90
2024-10-31T11:39:53Z,97.40
2024-10-31T11:39:57Z,99.50
2024-10-31T11:40:00Z,78.40
2024-10-31T11:40:03Z,71.50
2024-10-31T11:40:06Z,60.40
2024-10-31T11:40:12Z,62.30
2024-10-31T11:40:15Z,57.70
2024-10-31T11:40:19Z,60.70
2024-10-31T11:40:23Z,69.60
2024-10-31T11:40:26Z,75.80
2024-10-31T11:40:29Z,67.60
2024-10-31T11:40:33Z,62.40
2024-10-31T11:40:36Z,61.60
2024-10-31T11:40:41Z,67.70
2024-10-31T11:40:45Z,71.10
2024-10-31T11:40:47Z,72.90
2024-10-31T11:40:51Z,67.30
2024-10-31T11:40:54Z,64.10
2024-10-31T11:40:56Z,63.60
2024-10-31T11:41:00Z,63.20
2024-10-31T11:41:02Z,63.90
2024-10-31T11:41:07Z,66.60
2024-10-31T11:41:09Z,73.60
2024-10-31T11:41:12Z,61.70
2024-10-31T11:41:15Z,66.10
2024-10-31T11:41:18Z,68.70
2024-10-31T11:41:21Z,67.90
2024-10-31T11:41:24Z,67.20
2024-10-31T11:41:28Z,72.30
2024-10-31T11:41:30Z,68.30
2024-10-31T11:41:34Z,68.70
2024-10-31T11:41:37Z,69.10
2024-10-31T11:41:41Z,68.90
2024-10-31T11:41:44Z,73.00
2024-10-31T11:41:47Z,107.90
2024-10-31T11:41:50Z,107.90
2024-10-31T11:41:54Z,107.90
2024-10-31T11:41:57Z,107.90
2024-10-31T11:42:00Z,108.30
2024-10-31T11:42:04Z,103.80
2024-10-31T11:42:07Z,104.00
2024-10-31T11:42:10Z,102.80
2024-10-31T11:42:13Z,102.80
2024-10-31T11:42:17Z,102.80
2024-10-31T11:42:20Z,99.70
2024-10-31T11:42:23Z,100.50
2024-10-31T11:42:26Z,99.80
2024-10-31T11:42:29Z,100.50
2024-10-31T11:42:33Z,100.90
2024-10-31T11:42:36Z,100.50
2024-10-31T11:42:39Z,100.20
2024-10-31T11:42:42Z,99.80
2024-10-31T11:42:46Z,99.80
2024-10-31T11:42:49Z,99.80
2024-10-31T11:42:52Z,98.00
2024-10-31T11:42:55Z,96.30
2024-10-31T11:42:59Z,97.40
2024-10-31T11:43:02Z,96.30
2024-10-31T11:43:05Z,95.90
2024-10-31T11:43:08Z,96.40
2024-10-31T11:43:12Z,97.10
2024-10-31T11:43:15Z,97.10
2024-10-31T11:43:18Z,97.50
2024-10-31T11:43:21Z,97.50
2024-10-31T11:43:25Z,97.60
2024-10-31T11:43:28Z,98.90
2024-10-31T11:43:31Z,98.90
2024-10-31T11:43:35Z,98.90
2024-10-31T11:43:38Z,100.50
2024-10-31T11:43:41Z,99.10
2024-10-31T11:43:44Z,98.20
2024-10-31T11:43:47Z,99.90
2024-10-31T11:43:51Z,96.60
2024-10-31T11:43:54Z,96.60
2024-10-31T11:43:57Z,97.80
2024-10-31T11:44:00Z,98.90
2024-10-31T11:44:04Z,99.40
2024-10-31T11:44:07Z,97.80
2024-10-31T11:44:10Z,98.90
2024-10-31T11:44:13Z,99.10
2024-10-31T11:44:17Z,95.90
