timestamp,steps per minute
2025-07-15T07:09:35Z,121
2025-07-15T07:09:36Z,121
2025-07-15T07:09:37Z,119
2025-07-15T07:09:38Z,117
2025-07-15T07:09:39Z,116
2025-07-15T07:09:40Z,113
2025-07-15T07:09:41Z,112
2025-07-15T07:09:42Z,110
2025-07-15T07:09:43Z,109
2025-07-15T07:09:44Z,110
2025-07-15T07:09:45Z,111
2025-07-15T07:09:46Z,111
2025-07-15T07:09:47Z,112
2025-07-15T07:09:48Z,113
2025-07-15T07:09:49Z,114
2025-07-15T07:09:50Z,114
2025-07-15T07:09:51Z,113
2025-07-15T07:09:52Z,113
2025-07-15T07:09:53Z,113
2025-07-15T07:09:54Z,114
2025-07-15T07:09:55Z,115
2025-07-15T07:09:56Z,117
2025-07-15T07:09:57Z,117
2025-07-15T07:09:58Z,117
2025-07-15T07:09:59Z,119
2025-07-15T07:10:00Z,127
2025-07-15T07:10:01Z,140
2025-07-15T07:10:02Z,150
2025-07-15T07:10:03Z,158
2025-07-15T07:10:04Z,162
2025-07-15T07:10:05Z,165
2025-07-15T07:10:06Z,167
2025-07-15T07:10:07Z,170
2025-07-15T07:10:08Z,171
2025-07-15T07:10:09Z,173
2025-07-15T07:10:10Z,175
2025-07-15T07:10:11Z,177
2025-07-15T07:10:12Z,177
2025-07-15T07:10:13Z,179
2025-07-15T07:10:14Z,179
2025-07-15T07:10:15Z,179
2025-07-15T07:10:16Z,178
2025-07-15T07:10:17Z,178
2025-07-15T07:10:18Z,177
2025-07-15T07:10:19Z,174
2025-07-15T07:10:20Z,174
2025-07-15T07:10:21Z,173
2025-07-15T07:10:22Z,173
2025-07-15T07:10:23Z,175
2025-07-15T07:10:24Z,178
2025-07-15T07:10:25Z,179
2025-07-15T07:10:26Z,177
2025-07-15T07:10:27Z,176
2025-07-15T07:10:28Z,175
2025-07-15T07:10:29Z,174
2025-07-15T07:10:30Z,174
2025-07-15T07:10:31Z,174
2025-07-15T07:10:32Z,172
2025-07-15T07:10:33Z,172
2025-07-15T07:10:34Z,172
2025-07-15T07:10:35Z,173
2025-07-15T07:10:36Z,173
2025-07-15T07:10:37Z,173
2025-07-15T07:10:38Z,173
2025-07-15T07:10:39Z,173
2025-07-15T07:10:40Z,173
2025-07-15T07:10:41Z,171
2025-07-15T07:10:42Z,171
2025-07-15T07:10:43Z,172
2025-07-15T07:10:44Z,172
2025-07-15T07:10:45Z,172
2025-07-15T07:10:46Z,172
2025-07-15T07:10:47Z,172
2025-07-15T07:10:48Z,173
2025-07-15T07:10:49Z,173
2025-07-15T07:10:50Z,174
2025-07-15T07:10:51Z,173
2025-07-15T07:10:52Z,174
2025-07-15T07:10:53Z,173
2025-07-15T07:10:54Z,171
2025-07-15T07:10:55Z,174
2025-07-15T07:10:56Z,176
2025-07-15T07:10:57Z,178
2025-07-15T07:10:58Z,178
2025-07-15T07:10:59Z,178
2025-07-15T07:11:00Z,179
2025-07-15T07:11:01Z,179
2025-07-15T07:11:02Z,178
