timestamp,heart rate zone,total minutes
2024-06-03T13:59:00Z,fat burn,1
2024-06-03T14:03:00Z,fat burn,1
2024-06-03T14:04:00Z,cardio,2
2024-06-03T14:05:00Z,cardio,2
2024-06-03T14:06:00Z,cardio,2
2024-06-03T14:07:00Z,cardio,2
2024-06-03T14:08:00Z,cardio,2
2024-06-03T14:09:00Z,cardio,2
2024-06-03T14:10:00Z,cardio,2
2024-06-03T14:11:00Z,cardio,2
2024-06-03T14:12:00Z,cardio,2
2024-06-03T14:13:00Z,cardio,2
2024-06-03T14:14:00Z,cardio,2
2024-06-03T14:15:00Z,cardio,2
2024-06-03T14:16:00Z,fat burn,1
2024-06-03T14:17:00Z,fat burn,1
2024-06-03T14:18:00Z,fat burn,1
2024-06-03T14:19:00Z,cardio,2
2024-06-03T14:20:00Z,cardio,2
2024-06-03T14:21:00Z,cardio,2
2024-06-03T14:22:00Z,cardio,2
2024-06-03T14:23:00Z,cardio,2
2024-06-03T14:24:00Z,peak,2
2024-06-03T14:25:00Z,peak,2
2024-06-03T14:26:00Z,cardio,2
2024-06-03T14:27:00Z,fat burn,1
2024-06-03T14:28:00Z,fat burn,1
2024-06-03T14:29:00Z,fat burn,1
2024-06-03T14:30:00Z,fat burn,1
2024-06-03T14:31:00Z,fat burn,1
2024-06-03T14:32:00Z,fat burn,1
2024-06-04T19:49:00Z,fat burn,1
2024-06-04T20:08:00Z,fat burn,1
2024-06-04T20:09:00Z,fat burn,1
2024-06-04T20:10:00Z,fat burn,1
2024-06-07T17:11:00Z,fat burn,1
2024-06-07T20:46:00Z,fat burn,1
2024-06-14T11:32:00Z,fat burn,1
2024-06-14T11:33:00Z,fat burn,1
2024-06-14T11:34:00Z,fat burn,1
2024-06-14T11:35:00Z,cardio,2
2024-06-14T11:36:00Z,cardio,2
2024-06-14T11:37:00Z,fat burn,1
2024-06-14T11:38:00Z,cardio,2
2024-06-14T11:39:00Z,fat burn,1
2024-06-14T11:40:00Z,cardio,2
2024-06-14T11:41:00Z,cardio,2
2024-06-14T11:42:00Z,cardio,2
2024-06-14T11:43:00Z,cardio,2
2024-06-14T11:44:00Z,fat burn,1
2024-06-14T11:45:00Z,cardio,2
2024-06-14T11:46:00Z,cardio,2
2024-06-14T11:47:00Z,cardio,2
2024-06-14T11:48:00Z,cardio,2
2024-06-14T11:49:00Z,fat burn,1
2024-06-14T11:50:00Z,cardio,2
2024-06-14T11:51:00Z,cardio,2
2024-06-14T11:52:00Z,cardio,2
2024-06-14T11:53:00Z,cardio,2
2024-06-14T11:54:00Z,cardio,2
2024-06-14T11:55:00Z,cardio,2
2024-06-14T11:56:00Z,cardio,2
2024-06-14T11:57:00Z,cardio,2
2024-06-14T11:58:00Z,cardio,2
2024-06-14T11:59:00Z,fat burn,1
2024-06-14T12:00:00Z,fat burn,1
2024-06-14T12:01:00Z,fat burn,1
2024-06-14T12:02:00Z,fat burn,1
2024-06-14T12:03:00Z,fat burn,1
2024-06-14T12:04:00Z,fat burn,1
2024-06-14T12:05:00Z,fat burn,1
2024-06-14T12:46:00Z,fat burn,1
2024-06-18T11:17:00Z,fat burn,1
2024-06-18T11:18:00Z,fat burn,1
2024-06-18T11:19:00Z,cardio,2
2024-06-18T11:20:00Z,cardio,2
2024-06-18T11:21:00Z,cardio,2
2024-06-18T11:22:00Z,cardio,2
2024-06-18T11:23:00Z,cardio,2
2024-06-18T11:24:00Z,peak,2
2024-06-18T11:25:00Z,peak,2
2024-06-18T11:26:00Z,peak,2
2024-06-18T11:27:00Z,peak,2
2024-06-18T11:28:00Z,peak,2
2024-06-18T11:29:00Z,peak,2
2024-06-18T11:30:00Z,peak,2
2024-06-18T11:31:00Z,cardio,2
2024-06-18T11:32:00Z,cardio,2
2024-06-18T11:33:00Z,peak,2
2024-06-18T11:34:00Z,cardio,2
2024-06-18T11:35:00Z,peak,2
2024-06-18T11:36:00Z,peak,2
2024-06-18T11:37:00Z,cardio,2
2024-06-18T11:38:00Z,cardio,2
2024-06-18T11:39:00Z,fat burn,1
2024-06-18T11:40:00Z,fat burn,1
2024-06-18T11:41:00Z,fat burn,1
2024-06-18T11:42:00Z,fat burn,1
2024-06-18T11:43:00Z,cardio,2
2024-06-18T11:44:00Z,cardio,2
2024-06-18T11:45:00Z,cardio,2
2024-06-18T11:46:00Z,peak,2
2024-06-18T11:47:00Z,peak,2
2024-06-18T11:48:00Z,peak,2
2024-06-18T11:49:00Z,peak,2
2024-06-18T11:50:00Z,peak,2
2024-06-18T11:51:00Z,cardio,2
2024-06-18T11:52:00Z,cardio,2
2024-06-18T11:53:00Z,cardio,2
2024-06-18T11:54:00Z,cardio,2
2024-06-18T11:55:00Z,peak,2
2024-06-18T11:56:00Z,peak,2
2024-06-18T11:57:00Z,peak,2
2024-06-18T11:58:00Z,peak,2
2024-06-18T11:59:00Z,cardio,2
2024-06-18T12:00:00Z,cardio,2
