timestamp,steps per minute
2025-08-06T00:00:00Z,192
2025-08-06T00:00:01Z,191
2025-08-06T00:00:02Z,190
2025-08-06T00:00:03Z,190
2025-08-06T00:00:04Z,190
2025-08-06T00:00:05Z,191
2025-08-06T00:00:06Z,191
2025-08-06T00:00:07Z,191
2025-08-06T00:00:08Z,192
2025-08-06T00:00:09Z,191
2025-08-06T00:00:10Z,191
2025-08-06T00:00:11Z,192
2025-08-06T00:00:12Z,191
2025-08-06T00:00:13Z,191
2025-08-06T00:00:14Z,192
2025-08-06T00:00:15Z,191
2025-08-06T00:00:16Z,191
2025-08-06T00:00:17Z,192
2025-08-06T00:00:18Z,191
2025-08-06T00:00:19Z,190
2025-08-06T00:00:20Z,188
2025-08-06T00:00:21Z,185
2025-08-06T00:00:22Z,182
2025-08-06T00:00:23Z,182
2025-08-06T00:00:24Z,185
2025-08-06T00:00:25Z,188
2025-08-06T00:00:26Z,187
2025-08-06T00:00:27Z,187
2025-08-06T00:00:28Z,187
2025-08-06T00:00:29Z,188
2025-08-06T00:00:30Z,188
2025-08-06T00:00:31Z,188
2025-08-06T00:00:32Z,188
2025-08-06T00:00:33Z,189
2025-08-06T00:00:34Z,189
2025-08-06T00:00:35Z,187
2025-08-06T00:00:36Z,187
2025-08-06T00:00:37Z,187
2025-08-06T00:00:38Z,189
2025-08-06T00:00:39Z,189
2025-08-06T00:00:40Z,188
2025-08-06T00:00:41Z,189
2025-08-06T00:00:42Z,189
2025-08-06T00:00:43Z,190
2025-08-06T00:00:44Z,190
2025-08-06T00:00:45Z,190
2025-08-06T00:00:46Z,190
2025-08-06T00:00:47Z,190
2025-08-06T00:00:48Z,191
2025-08-06T00:00:49Z,188
2025-08-06T00:00:50Z,192
2025-08-06T00:00:51Z,192
2025-08-06T00:00:52Z,192
2025-08-06T00:00:53Z,192
2025-08-06T00:00:54Z,193
2025-08-06T00:00:55Z,193
2025-08-06T00:00:56Z,193
2025-08-06T00:00:57Z,193
2025-08-06T00:00:58Z,192
2025-08-06T00:00:59Z,192
2025-08-06T00:01:00Z,192
2025-08-06T00:01:01Z,191
2025-08-06T00:01:02Z,192
2025-08-06T00:01:03Z,191
2025-08-06T00:01:04Z,190
2025-08-06T00:01:05Z,191
2025-08-06T00:01:06Z,191
2025-08-06T00:01:07Z,191
2025-08-06T00:01:08Z,190
2025-08-06T00:01:09Z,191
2025-08-06T00:01:10Z,191
2025-08-06T00:01:11Z,191
2025-08-06T00:01:12Z,184
2025-08-06T00:01:14Z,170
2025-08-06T00:01:15Z,156
2025-08-06T00:01:16Z,145
2025-08-06T00:01:17Z,138
2025-08-06T00:01:18Z,135
