timestamp,workout,background,total
2025-01-01T00:11:00Z,0.0,0.25,0.25
2025-01-01T00:13:00Z,0.0,0.24,0.24
2025-01-01T00:14:00Z,0.0,0.23,0.23
2025-01-01T00:42:00Z,0.0,0.27,0.27
2025-01-01T00:43:00Z,0.0,0.33,0.33
2025-01-01T01:33:00Z,0.0,0.24,0.24
2025-01-01T04:38:00Z,0.0,0.25,0.25
2025-01-01T04:39:00Z,0.0,0.25,0.25
2025-01-01T04:45:00Z,0.0,0.28,0.28
2025-01-01T05:59:00Z,0.0,0.24,0.24
2025-01-01T06:00:00Z,0.0,0.29,0.29
2025-01-01T06:01:00Z,0.0,0.28,0.28
2025-01-01T06:02:00Z,0.0,0.24,0.24
2025-01-01T06:04:00Z,0.0,0.23,0.23
2025-01-01T06:16:00Z,0.0,0.24,0.24
2025-01-01T06:23:00Z,0.0,0.23,0.23
2025-01-01T06:36:00Z,0.0,0.23,0.23
2025-01-01T07:19:00Z,0.0,0.26,0.26
2025-01-01T07:22:00Z,0.0,0.24,0.24
2025-01-01T07:24:00Z,0.0,0.24,0.24
2025-01-01T08:25:00Z,0.0,0.28,0.28
2025-01-01T08:26:00Z,0.0,0.31,0.31
2025-01-01T08:29:00Z,0.0,0.32,0.32
2025-01-02T19:55:00Z,0.27,0.0,0.27
2025-01-02T19:56:00Z,0.27,0.0,0.27
2025-01-02T19:57:00Z,0.3,0.0,0.3
2025-01-02T19:58:00Z,0.24,0.0,0.24
2025-01-02T19:59:00Z,0.34,0.0,0.34
2025-01-02T20:00:00Z,0.74,0.0,0.74
2025-01-02T20:01:00Z,0.26,0.0,0.26
2025-01-02T20:02:00Z,0.8,0.0,0.8
2025-01-02T20:03:00Z,1.94,0.0,1.94
2025-01-02T20:04:00Z,0.83,0.0,0.83
2025-01-02T20:05:00Z,0.28,0.0,0.28
2025-01-02T20:06:00Z,0.23,0.0,0.23
2025-01-02T20:07:00Z,0.34,0.0,0.34
2025-01-02T20:08:00Z,0.24,0.0,0.24
2025-01-02T20:09:00Z,0.78,0.0,0.78
2025-01-02T20:10:00Z,0.68,0.0,0.68
2025-01-02T20:11:00Z,0.35,0.0,0.35
2025-01-02T20:12:00Z,1.3,0.0,1.3
2025-01-02T20:13:00Z,0.87,0.0,0.87
2025-01-02T20:14:00Z,0.92,0.0,0.92
2025-01-02T20:15:00Z,0.81,0.0,0.81
2025-01-02T20:16:00Z,1.1299,0.0,1.1299
2025-01-02T20:17:00Z,1.01,0.0,1.01
2025-01-02T20:18:00Z,0.92,0.0,0.92
2025-01-02T20:19:00Z,0.91,0.0,0.91
2025-01-02T20:20:00Z,1.02,0.0,1.02
2025-01-02T20:21:00Z,0.83,0.0,0.83
2025-01-02T20:22:00Z,1.11,0.0,1.11
2025-01-02T20:23:00Z,1.51,0.0,1.51
2025-01-02T20:24:00Z,1.06,0.0,1.06
2025-01-02T20:25:00Z,1.41,0.0,1.41
2025-01-02T20:26:00Z,0.86,0.0,0.86
2025-01-02T20:27:00Z,1.57,0.0,1.57
