timestamp,floors
2023-04-01T09:07:00Z,1
2023-04-04T05:46:00Z,1
2023-04-04T05:48:00Z,1
2023-04-04T05:51:00Z,1
2023-04-26T09:43:00Z,1
2023-04-26T13:12:00Z,1
2023-04-27T01:35:00Z,1
2023-04-27T02:51:00Z,1
2023-04-27T10:09:00Z,1
2023-04-27T11:59:00Z,1
2023-04-27T14:09:00Z,1
2023-04-27T14:11:00Z,1
2023-04-28T00:00:00Z,1
2023-04-28T00:20:00Z,1
2023-04-28T00:30:00Z,1
2023-04-28T06:57:00Z,2
2023-04-28T07:38:00Z,1
2023-04-28T08:03:00Z,1
2023-04-28T14:20:00Z,1
2023-04-28T14:23:00Z,1
2023-04-28T16:10:00Z,1
2023-04-29T02:27:00Z,1
2023-04-29T04:26:00Z,2
2023-04-29T07:41:00Z,2
2023-04-29T07:42:00Z,2
2023-04-29T07:43:00Z,1
2023-04-29T07:44:00Z,2
2023-04-29T07:47:00Z,1
2023-04-29T07:48:00Z,1
2023-04-29T07:59:00Z,3
2023-04-29T11:08:00Z,1
2023-04-29T14:29:00Z,1
2023-04-29T14:36:00Z,1
2023-04-29T14:40:00Z,1
2023-04-29T15:18:00Z,1
