timestamp,ground contact time
2025-08-07T00:40:58Z,276
2025-08-07T00:41:03Z,274
2025-08-07T00:41:08Z,273
2025-08-07T00:41:13Z,273
2025-08-07T00:41:18Z,274
2025-08-07T00:41:23Z,275
2025-08-07T00:41:28Z,270
2025-08-07T00:41:33Z,265
2025-08-07T00:41:38Z,262
2025-08-07T00:41:43Z,265
2025-08-07T00:41:47Z,271
2025-08-07T00:41:53Z,270
2025-08-07T00:41:57Z,268
2025-08-07T00:42:02Z,264
2025-08-07T00:42:07Z,266
2025-08-07T00:42:12Z,268
2025-08-07T00:42:17Z,267
2025-08-07T00:42:22Z,266
2025-08-07T00:42:27Z,264
2025-08-07T00:42:32Z,263
2025-08-07T00:42:37Z,264
2025-08-07T00:42:42Z,261
2025-08-07T00:42:47Z,262
2025-08-07T00:42:52Z,262
2025-08-07T00:42:57Z,266
2025-08-07T00:43:02Z,265
2025-08-07T00:43:07Z,261
2025-08-07T00:43:12Z,261
2025-08-07T00:43:17Z,260
2025-08-07T00:43:22Z,259
2025-08-07T00:43:27Z,258
2025-08-07T00:43:32Z,259
2025-08-07T00:43:37Z,261
2025-08-07T00:43:42Z,261
2025-08-07T00:43:47Z,262
2025-08-07T00:43:52Z,267
2025-08-07T00:43:57Z,268
2025-08-07T00:44:02Z,267
2025-08-07T00:44:07Z,265
2025-08-07T00:44:12Z,263
2025-08-07T00:44:17Z,263
2025-08-07T00:44:22Z,263
2025-08-07T00:44:27Z,265
2025-08-07T00:44:33Z,266
2025-08-07T00:44:38Z,264
2025-08-07T00:44:43Z,264
2025-08-07T00:44:48Z,265
2025-08-07T00:44:53Z,267
2025-08-07T00:44:58Z,267
2025-08-07T00:45:03Z,265
2025-08-07T00:45:08Z,268
2025-08-07T00:45:13Z,269
2025-08-07T00:45:18Z,270
2025-08-07T00:45:23Z,270
2025-08-07T00:45:28Z,274
2025-08-07T00:45:33Z,273
2025-08-07T00:45:38Z,271
2025-08-07T00:45:43Z,267
2025-08-07T00:45:48Z,267
2025-08-07T00:45:53Z,267
2025-08-07T00:45:58Z,273
2025-08-07T00:46:03Z,268
2025-08-07T00:46:08Z,269
2025-08-07T00:46:13Z,264
2025-08-07T00:46:18Z,270
2025-08-07T00:46:23Z,271
2025-08-07T00:46:28Z,273
2025-08-07T00:46:33Z,269
2025-08-07T00:46:38Z,268
2025-08-07T00:46:43Z,268
2025-08-07T00:46:48Z,277
2025-08-07T00:46:53Z,279
2025-08-07T00:46:58Z,302
2025-08-07T00:47:03Z,310
2025-08-07T00:47:08Z,323
2025-08-07T23:42:44Z,305
2025-08-07T23:42:49Z,293
2025-08-07T23:42:54Z,288
2025-08-07T23:42:59Z,278
2025-08-07T23:43:04Z,277
2025-08-07T23:43:09Z,276
2025-08-07T23:43:14Z,279
2025-08-07T23:43:19Z,276
2025-08-07T23:43:24Z,283
2025-08-07T23:43:29Z,280
2025-08-07T23:43:34Z,279
2025-08-07T23:43:40Z,270
2025-08-07T23:43:45Z,265
2025-08-07T23:43:50Z,265
2025-08-07T23:43:55Z,266
2025-08-07T23:44:00Z,270
2025-08-07T23:44:04Z,275
2025-08-07T23:44:09Z,276
2025-08-07T23:44:14Z,274
2025-08-07T23:44:19Z,271
2025-08-07T23:44:24Z,271
2025-08-07T23:44:29Z,273
2025-08-07T23:44:34Z,272
2025-08-07T23:44:39Z,269
2025-08-07T23:44:44Z,269
2025-08-07T23:44:49Z,269
2025-08-07T23:44:54Z,272
2025-08-07T23:44:59Z,270
2025-08-07T23:45:04Z,268
2025-08-07T23:45:09Z,269
2025-08-07T23:45:14Z,270
2025-08-07T23:45:19Z,269
2025-08-07T23:45:24Z,264
2025-08-07T23:45:29Z,262
2025-08-07T23:45:34Z,268
2025-08-07T23:45:39Z,268
2025-08-07T23:45:44Z,273
2025-08-07T23:45:49Z,268
2025-08-07T23:45:54Z,271
2025-08-07T23:45:59Z,268
2025-08-07T23:46:04Z,266
2025-08-07T23:46:09Z,261
2025-08-07T23:46:14Z,259
2025-08-07T23:46:19Z,259
2025-08-07T23:46:24Z,262
2025-08-07T23:46:29Z,263
2025-08-07T23:46:34Z,264
2025-08-07T23:46:39Z,267
2025-08-07T23:46:44Z,270
2025-08-07T23:46:49Z,270
2025-08-07T23:46:54Z,271
2025-08-07T23:46:59Z,270
2025-08-07T23:47:04Z,268
2025-08-07T23:47:09Z,264
2025-08-07T23:47:14Z,266
2025-08-07T23:47:19Z,265
2025-08-07T23:47:24Z,267
2025-08-07T23:47:29Z,264
2025-08-07T23:47:34Z,265
2025-08-07T23:47:40Z,266
2025-08-07T23:47:45Z,265
2025-08-07T23:47:50Z,268
2025-08-07T23:47:55Z,268
2025-08-07T23:48:00Z,268
2025-08-07T23:48:05Z,273
2025-08-07T23:48:10Z,273
2025-08-07T23:48:15Z,275
2025-08-07T23:48:20Z,270
2025-08-07T23:48:25Z,271
2025-08-07T23:48:30Z,278
2025-08-07T23:48:35Z,276
2025-08-07T23:48:40Z,276
2025-08-07T23:48:45Z,288
2025-08-07T23:48:50Z,309
2025-08-07T23:49:16Z,273
2025-08-07T23:49:21Z,287
2025-08-07T23:49:26Z,283
2025-08-07T23:49:31Z,285
2025-08-07T23:49:36Z,277
2025-08-07T23:49:41Z,280
2025-08-07T23:49:46Z,291
2025-08-07T23:49:51Z,304
