timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds
2025-01-01T21:55:00Z,45.496,0.0
2025-01-01T22:00:00Z,49.33,0.0
2025-01-01T22:05:00Z,46.769,0.0
2025-01-01T22:10:00Z,47.652,0.0
2025-01-01T22:15:00Z,44.284,0.0
2025-01-01T22:20:00Z,40.819,0.0
2025-01-01T22:25:00Z,57.87,0.0
2025-01-01T22:30:00Z,34.903,0.0
2025-01-01T22:35:00Z,41.37,0.0
2025-01-01T22:40:00Z,57.165,0.0
2025-01-01T22:45:00Z,47.028,0.0
2025-01-01T22:50:00Z,48.147,0.0
2025-01-01T22:55:00Z,48.629,0.0
2025-01-01T23:00:00Z,35.488,0.0
2025-01-01T23:10:00Z,32.465,0.0
2025-01-01T23:15:00Z,39.311,0.0
2025-01-01T23:20:00Z,35.173,0.0
2025-01-01T23:25:00Z,32.479,0.0
2025-01-01T23:30:00Z,34.508,0.0
2025-01-01T23:35:00Z,42.579,0.0
2025-01-01T23:40:00Z,62.712,0.0
2025-01-01T23:45:00Z,43.152,0.0
2025-01-01T23:50:00Z,43.377,0.0
2025-01-01T23:55:00Z,25.621,0.0
2025-01-02T00:00:00Z,31.733,0.0
2025-01-02T00:05:00Z,29.571,0.0
2025-01-02T00:10:00Z,28.33,0.0
2025-01-02T00:15:00Z,30.647,0.0
2025-01-02T00:20:00Z,29.741,0.0
2025-01-02T00:25:00Z,43.994,0.0
2025-01-02T00:30:00Z,30.071,0.0
2025-01-02T00:35:00Z,27.14,0.0
2025-01-02T00:40:00Z,29.164,0.0
2025-01-02T00:45:00Z,32.946,0.0
2025-01-02T00:50:00Z,31.312,0.0
2025-01-02T00:55:00Z,27.35,0.0
2025-01-02T01:00:00Z,27.738,0.0
2025-01-02T01:05:00Z,28.258,0.0
2025-01-02T01:10:00Z,31.431,0.0
2025-01-02T01:15:00Z,33.806,0.0
2025-01-02T01:20:00Z,42.541,0.0
2025-01-02T01:25:00Z,41.863,0.0
2025-01-02T01:30:00Z,36.914,0.0
2025-01-02T01:35:00Z,50.076,0.0
2025-01-02T01:40:00Z,45.439,0.0
2025-01-02T01:45:00Z,38.572,0.0
2025-01-02T01:50:00Z,38.233,0.0
2025-01-02T01:55:00Z,44.862,0.0
2025-01-02T02:00:00Z,30.65,0.0
2025-01-02T02:05:00Z,16.196,0.0
2025-01-02T02:10:00Z,18.55,0.0
2025-01-02T02:15:00Z,15.919,0.0
2025-01-02T02:20:00Z,26.474,0.0
2025-01-02T02:25:00Z,30.324,0.0
2025-01-02T02:30:00Z,34.347,0.0
2025-01-02T02:35:00Z,27.316,0.0
2025-01-02T02:40:00Z,37.698,0.0
2025-01-02T02:45:00Z,28.847,0.0
2025-01-02T02:50:00Z,31.864,0.0
2025-01-02T02:55:00Z,31.416,0.0
2025-01-02T03:00:00Z,40.832,0.0
2025-01-02T03:05:00Z,49.181,0.0
2025-01-02T03:10:00Z,28.835,0.0
2025-01-02T03:15:00Z,28.712,0.0
2025-01-02T03:20:00Z,28.562,0.0
2025-01-02T03:25:00Z,40.25,0.0
2025-01-02T03:35:00Z,37.064,0.0
2025-01-02T03:40:00Z,32.159,0.0
2025-01-02T03:45:00Z,37.912,0.0
2025-01-02T03:50:00Z,46.435,0.0
2025-01-02T03:55:00Z,52.877,0.0
2025-01-02T04:00:00Z,39.257,0.0
2025-01-02T04:05:00Z,37.402,0.0
2025-01-02T04:10:00Z,26.005,0.0
2025-01-03T22:50:00Z,29.176,0.0
2025-01-03T22:55:00Z,29.053,0.0
2025-01-03T23:00:00Z,25.432,0.0
2025-01-03T23:05:00Z,24.349,0.0
2025-01-03T23:10:00Z,27.093,0.0
2025-01-03T23:15:00Z,33.642,0.0
2025-01-03T23:20:00Z,25.832,0.0
2025-01-03T23:25:00Z,35.911,0.0
