timestamp,oxygen saturation percentage
2023-09-12T21:41:29Z,94.8
2023-09-12T21:42:29Z,95.3
2023-09-12T21:43:29Z,95.0
2023-09-12T21:44:29Z,95.1
2023-09-12T21:45:29Z,97.0
2023-09-12T21:47:29Z,97.8
2023-09-12T21:48:29Z,96.7
2023-09-12T21:49:29Z,96.0
2023-09-12T21:50:29Z,95.3
2023-09-12T21:51:29Z,95.1
2023-09-12T21:52:29Z,95.0
2023-09-12T21:54:29Z,95.1
2023-09-12T21:55:29Z,94.9
2023-09-12T21:56:29Z,94.9
2023-09-12T21:57:29Z,94.8
2023-09-12T21:58:29Z,94.8
2023-09-12T21:59:29Z,94.5
2023-09-12T22:00:29Z,94.6
2023-09-12T22:01:29Z,94.8
2023-09-12T22:03:29Z,94.4
2023-09-13T01:54:29Z,94.2
2023-09-13T01:55:29Z,94.4
2023-09-13T01:57:58Z,97.7
2023-09-13T01:59:58Z,97.2
2023-09-13T02:02:58Z,95.6
2023-09-13T03:42:59Z,94.1
2023-09-13T03:43:59Z,93.9
2023-09-13T03:44:59Z,94.2
2023-09-13T03:45:59Z,94.2
2023-09-13T03:46:59Z,94.0
2023-09-13T03:47:59Z,93.8
2023-09-13T04:23:29Z,94.7
2023-09-13T04:24:29Z,94.4
2023-09-13T04:25:29Z,94.4
2023-09-13T04:26:29Z,94.2
2023-09-13T04:27:29Z,93.9
2023-09-13T04:28:29Z,93.4
2023-09-13T04:30:29Z,93.7
2023-09-13T04:31:29Z,92.7
2023-09-13T04:32:29Z,92.2
2023-09-13T04:33:29Z,92.2
2023-09-13T04:34:29Z,92.8
2023-09-13T04:35:29Z,93.1
2023-09-13T04:36:29Z,93.1
2023-09-13T04:37:29Z,92.4
2023-09-13T04:38:29Z,92.2
2023-09-13T04:40:29Z,91.7
2023-09-13T04:41:29Z,90.9
2023-09-13T04:42:29Z,92.1
2023-09-13T04:43:29Z,92.5
2023-09-13T04:44:29Z,93.3
2023-09-13T04:45:29Z,93.3
2023-09-13T04:46:29Z,92.8
2023-09-13T04:50:29Z,92.0
2023-09-13T04:53:29Z,91.8
2023-09-13T04:54:29Z,93.0
2023-09-13T04:55:29Z,93.2
2023-09-13T04:57:29Z,92.8
2023-09-13T04:58:29Z,91.9
2023-09-13T05:00:29Z,93.3
2023-09-13T05:01:29Z,93.5
2023-09-13T05:04:29Z,93.3
2023-09-13T05:06:29Z,92.3
2023-09-13T05:07:29Z,93.2
2023-09-13T05:08:29Z,94.2
2023-09-13T05:10:29Z,94.9
2023-09-13T05:11:29Z,94.9
2023-09-13T05:12:29Z,94.9
2023-09-13T05:13:29Z,95.3
2023-09-13T05:14:29Z,95.7
2023-09-13T05:15:29Z,95.6
2023-09-13T05:16:29Z,95.7
2023-09-13T05:17:29Z,95.7
2023-09-13T05:18:29Z,95.8
2023-09-13T05:19:29Z,95.5
2023-09-13T05:20:29Z,95.6
2023-09-13T05:22:29Z,95.3
2023-09-13T05:23:29Z,95.3
2023-09-13T05:24:29Z,95.8
2023-09-13T05:25:29Z,95.5
2023-09-13T05:26:29Z,95.8
2023-09-13T05:27:29Z,95.2
2023-09-13T05:28:29Z,95.3
2023-09-13T05:29:29Z,95.2
2023-09-13T05:30:29Z,95.1
2023-09-13T05:31:29Z,95.3
2023-09-13T05:32:29Z,95.0
2023-09-13T05:33:29Z,94.8
2023-09-13T05:34:29Z,95.0
2023-09-13T05:35:29Z,94.7
2023-09-13T05:36:29Z,94.7
2023-09-13T05:37:29Z,95.0
2023-09-13T05:38:29Z,95.3
2023-09-13T05:39:29Z,95.3
2023-09-13T05:40:29Z,95.5
2023-09-13T05:43:29Z,94.8
2023-09-13T05:44:29Z,94.0
2023-09-13T05:45:29Z,93.5
2023-09-13T05:46:29Z,93.7
2023-09-13T05:47:29Z,93.9
2023-09-13T05:48:29Z,94.7
2023-09-13T05:49:29Z,94.5
2023-09-13T05:51:29Z,92.9
2023-09-13T05:52:29Z,92.4
2023-09-13T05:53:29Z,92.1
2023-09-13T05:54:29Z,91.9
2023-09-13T05:55:29Z,91.8
2023-09-13T05:56:29Z,92.1
2023-09-13T05:57:29Z,92.6
2023-09-13T05:58:29Z,91.9
2023-09-13T05:59:29Z,92.7
2023-09-13T06:00:29Z,92.2
2023-09-13T06:01:29Z,92.1
2023-09-13T06:02:29Z,92.6
2023-09-13T06:03:29Z,93.2
2023-09-13T06:04:29Z,92.6
2023-09-13T06:06:29Z,91.4
2023-09-13T06:09:29Z,92.7
2023-09-13T06:12:29Z,93.7
2023-09-13T09:02:58Z,93.4
2023-09-13T09:03:58Z,93.5
2023-09-13T09:04:58Z,93.3
2023-09-13T09:05:58Z,92.3
2023-09-13T09:06:58Z,91.5
2023-09-13T09:07:58Z,91.6
2023-09-13T09:08:58Z,91.5
2023-09-13T09:09:58Z,91.9
2023-09-13T09:11:58Z,93.3
2023-09-13T09:12:58Z,93.4
2023-09-13T09:13:58Z,93.8
2023-09-13T09:15:58Z,94.1
2023-09-13T09:20:58Z,94.2
2023-09-13T09:21:58Z,95.1
2023-09-13T09:22:58Z,95.6
2023-09-13T09:23:58Z,92.2
2023-09-13T09:24:58Z,93.6
2023-09-13T09:28:58Z,94.9
2023-09-13T09:31:58Z,96.4
2023-09-13T09:32:58Z,97.1
2023-09-13T09:35:58Z,96.1
2023-09-13T09:36:58Z,95.5
2023-09-13T09:38:58Z,96.9
2023-09-13T09:40:58Z,97.6
2023-09-13T09:42:58Z,98.9
2023-09-15T08:21:23Z,97.5
2023-09-15T08:22:23Z,97.8
2023-09-15T08:23:23Z,98.1
2023-09-15T08:24:23Z,98.4
2023-09-15T08:25:23Z,98.7
2023-09-15T08:26:23Z,98.7
2023-09-15T08:27:23Z,98.9
2023-09-15T08:28:23Z,98.9
2023-09-15T08:29:23Z,98.8
2023-09-15T08:30:23Z,98.6
2023-09-15T08:31:23Z,98.7
2023-09-15T08:32:23Z,98.2
2023-09-15T08:33:23Z,97.8
2023-09-15T09:44:23Z,91.9
2023-09-15T09:45:23Z,92.7
2023-09-15T09:46:23Z,93.3
2023-09-15T09:47:23Z,94.0
2023-09-15T09:48:23Z,94.5
2023-09-15T09:49:23Z,95.1
2023-09-15T09:50:23Z,95.0
2023-09-15T09:51:23Z,95.2
2023-09-15T09:52:23Z,95.3
2023-09-15T09:53:23Z,95.6
2023-09-15T09:54:23Z,95.1
2023-09-15T09:55:23Z,95.0
2023-09-15T09:56:23Z,94.8
2023-09-15T09:57:23Z,94.5
2023-09-15T09:58:23Z,94.0
2023-09-15T09:59:23Z,93.9
2023-09-15T10:00:23Z,93.6
2023-09-15T10:01:23Z,93.7
2023-09-15T10:03:23Z,93.9
2023-09-15T10:04:23Z,93.9
2023-09-15T10:05:23Z,94.1
2023-09-15T10:06:23Z,94.0
2023-09-15T10:07:23Z,94.0
2023-09-15T10:08:23Z,93.8
2023-09-15T10:09:23Z,93.8
2023-09-15T10:10:23Z,93.9
2023-09-15T10:11:23Z,94.0
2023-09-15T10:12:23Z,93.9
2023-09-15T10:13:23Z,93.7
2023-09-15T10:22:23Z,94.6
2023-09-15T10:23:23Z,94.3
2023-09-15T10:24:23Z,94.3
2023-09-15T10:25:23Z,93.2
2023-09-15T10:26:23Z,93.5
2023-09-15T10:27:23Z,93.3
2023-09-15T10:28:23Z,93.0
2023-09-15T10:49:23Z,94.8
2023-09-15T10:51:23Z,96.2
2023-09-15T10:52:23Z,94.8
2023-09-15T10:53:23Z,93.2
2023-09-15T10:54:23Z,92.6
2023-09-15T10:55:23Z,92.5
2023-09-15T10:56:23Z,92.9
2023-09-15T10:57:23Z,93.3
2023-09-15T10:58:23Z,93.8
2023-09-15T10:59:23Z,92.8
2023-09-15T11:00:23Z,93.0
2023-09-15T11:01:23Z,93.2
2023-09-15T11:02:23Z,94.3
2023-09-15T11:03:23Z,93.9
2023-09-15T11:04:23Z,93.8
2023-09-15T11:05:23Z,92.1
2023-09-15T11:06:23Z,91.3
2023-09-15T11:07:23Z,92.4
2023-09-15T11:08:23Z,93.0
2023-09-15T11:10:23Z,93.8
2023-09-15T11:11:23Z,94.1
2023-09-15T11:12:23Z,94.1
2023-09-15T11:14:23Z,94.3
2023-09-15T11:15:23Z,93.3
2023-09-15T11:16:23Z,92.6
2023-09-15T11:17:23Z,92.6
2023-09-15T11:18:23Z,92.6
2023-09-15T11:20:23Z,92.7
2023-09-15T11:21:23Z,92.8
2023-09-28T21:31:53Z,91.4
2023-09-28T21:32:53Z,90.8
2023-09-28T21:33:53Z,89.9
2023-09-28T21:34:53Z,89.2
2023-09-28T21:35:53Z,88.6
2023-09-28T21:54:53Z,92.8
2023-09-28T21:55:53Z,93.9
2023-09-28T21:56:53Z,93.9
2023-09-28T21:57:53Z,93.5
2023-09-28T22:01:53Z,92.9
2023-09-28T22:02:53Z,93.7
2023-09-28T22:03:53Z,94.6
2023-09-28T22:05:53Z,95.4
