timestamp,vertical ratio
2025-07-31T00:42:01Z,772.3
2025-07-31T00:42:06Z,803.6
2025-07-31T00:42:11Z,783.8
2025-07-31T00:42:16Z,761.9
2025-07-31T00:42:21Z,736.1
2025-07-31T00:42:26Z,728.3
2025-07-31T00:42:31Z,722.1
2025-07-31T00:42:36Z,711.1
2025-07-31T00:42:41Z,736.6
2025-07-31T00:42:46Z,774.9
2025-07-31T00:42:51Z,779.4
2025-07-31T00:42:56Z,727.1
2025-07-31T00:43:01Z,682.7
2025-07-31T00:43:06Z,640.5
2025-07-31T00:43:11Z,642.7
2025-07-31T00:43:16Z,654.0
2025-07-31T00:43:21Z,689.0
2025-07-31T00:43:26Z,705.6
2025-07-31T00:43:31Z,719.3
2025-07-31T00:43:36Z,726.2
2025-07-31T00:43:41Z,735.2
2025-07-31T00:43:46Z,717.4
2025-07-31T00:43:51Z,700.5
2025-07-31T00:43:56Z,679.5
2025-07-31T00:44:01Z,682.8
2025-07-31T00:44:06Z,702.7
2025-07-31T00:44:11Z,724.4
2025-07-31T00:44:16Z,726.0
2025-07-31T00:44:21Z,712.5
2025-07-31T00:44:26Z,706.8
2025-07-31T00:44:31Z,694.9
2025-07-31T00:44:35Z,685.0
2025-07-31T00:44:40Z,682.8
2025-07-31T00:44:45Z,687.2
2025-07-31T00:44:51Z,703.7
2025-07-31T00:44:55Z,692.3
2025-07-31T00:45:00Z,689.7
2025-07-31T00:45:05Z,692.8
2025-07-31T00:45:10Z,718.2
2025-07-31T00:45:15Z,733.4
2025-07-31T00:45:20Z,739.0
2025-07-31T00:45:25Z,724.9
2025-07-31T00:45:30Z,725.7
2025-07-31T00:45:35Z,723.0
2025-07-31T00:45:40Z,734.5
2025-07-31T00:45:45Z,736.8
2025-07-31T00:45:51Z,736.8
2025-07-31T00:45:56Z,751.9
2025-07-31T00:46:01Z,750.5
2025-07-31T00:46:06Z,741.4
2025-07-31T00:46:11Z,726.4
2025-07-31T00:46:16Z,739.6
2025-07-31T00:46:21Z,819.2
2025-07-31T00:46:26Z,1007.3
2025-07-31T00:46:31Z,1202.5
2025-07-31T00:46:36Z,1334.0
2025-07-31T00:47:40Z,863.7
2025-07-31T00:47:45Z,836.3
2025-07-31T00:47:50Z,815.5
2025-07-31T00:47:55Z,768.1
2025-07-31T00:48:00Z,768.8
2025-07-31T00:48:05Z,755.7
2025-07-31T00:48:10Z,785.4
2025-07-31T00:48:15Z,802.9
2025-07-31T00:48:20Z,824.0
2025-07-31T00:48:25Z,812.5
2025-07-31T00:48:30Z,821.8
2025-07-31T00:48:35Z,828.6
2025-07-31T00:48:40Z,864.4
2025-07-31T00:48:45Z,849.8
2025-07-31T00:48:50Z,885.2
2025-07-31T00:48:55Z,1015.3
2025-07-31T00:49:00Z,1183.1
2025-07-31T00:49:05Z,1332.5
2025-07-31T00:49:47Z,890.2
2025-07-31T00:49:51Z,882.6
2025-07-31T00:49:56Z,872.5
2025-07-31T00:50:01Z,844.4
2025-07-31T00:50:06Z,828.1
2025-07-31T00:50:11Z,837.1
2025-07-31T00:50:16Z,853.3
2025-07-31T00:50:21Z,861.1
2025-07-31T00:50:26Z,858.5
2025-07-31T00:50:31Z,854.0
2025-07-31T00:50:36Z,861.4
2025-07-31T00:50:41Z,894.2
2025-07-31T00:50:46Z,917.0
2025-07-31T00:50:51Z,919.5
2025-07-31T00:50:56Z,866.4
2025-07-31T00:51:01Z,914.9
2025-07-31T00:51:06Z,1109.0
2025-07-31T00:51:11Z,1309.0
2025-07-31T23:46:30Z,839.1
2025-07-31T23:46:35Z,885.6
