timestamp,workout,background,total
2024-11-01T12:53:00Z,0.0,0.26,0.26
2024-11-01T13:00:00Z,0.0,0.35,0.35
2024-11-01T13:59:00Z,0.0,0.24,0.24
2024-11-01T14:40:00Z,0.0,0.24,0.24
2024-11-02T21:41:00Z,0.0,0.24,0.24
2024-11-03T00:01:00Z,0.0,0.31,0.31
2024-11-03T00:03:00Z,0.0,0.25,0.25
2024-11-03T03:27:00Z,0.0,0.23,0.23
2024-11-03T03:28:00Z,0.0,0.3,0.3
2024-11-03T03:29:00Z,0.0,0.23,0.23
2024-11-03T04:55:00Z,0.0,0.26,0.26
2024-11-03T04:57:00Z,0.0,0.28,0.28
2024-11-03T05:44:00Z,0.0,0.3,0.3
2024-11-03T05:46:00Z,0.0,0.27,0.27
2024-11-03T05:47:00Z,0.0,0.24,0.24
2024-11-03T05:51:00Z,0.0,0.23,0.23
2024-11-03T16:15:00Z,0.0,0.26,0.26
2024-11-03T16:36:00Z,0.0,0.25,0.25
2024-11-03T17:19:00Z,0.0,0.29,0.29
2024-11-03T17:44:00Z,0.0,0.32,0.32
2024-11-03T17:45:00Z,0.0,0.25,0.25
2024-11-04T12:26:00Z,0.0,0.83,0.83
2024-11-04T12:27:00Z,0.0,1.1299,1.1299
2024-11-04T12:28:00Z,1.51,0.0,1.51
2024-11-04T12:29:00Z,1.9,0.0,1.9
2024-11-04T12:30:00Z,2.25,0.0,2.25
2024-11-04T12:31:00Z,2.48,0.0,2.48
2024-11-04T12:32:00Z,2.42,0.0,2.42
2024-11-04T12:33:00Z,2.63,0.0,2.63
2024-11-04T12:34:00Z,2.65,0.0,2.65
2024-11-04T12:35:00Z,2.79,0.0,2.79
2024-11-04T12:36:00Z,2.96,0.0,2.96
2024-11-04T12:37:00Z,1.87,0.0,1.87
2024-11-04T12:38:00Z,0.98,0.0,0.98
2024-11-04T12:39:00Z,1.32,0.0,1.32
2024-11-04T12:40:00Z,1.78,0.0,1.78
2024-11-04T12:41:00Z,2.09,0.0,2.09
2024-11-04T12:42:00Z,2.43,0.0,2.43
2024-11-04T12:43:00Z,2.82,0.0,2.82
