timestamp,ground contact time
2025-07-13T00:00:02Z,262
2025-07-13T00:00:07Z,260
2025-07-13T00:00:12Z,263
2025-07-13T00:00:17Z,266
2025-07-13T00:00:22Z,252
2025-07-13T00:00:27Z,241
2025-07-13T00:00:32Z,229
2025-07-13T00:00:37Z,221
2025-07-13T00:00:42Z,222
2025-07-13T00:00:47Z,222
2025-07-13T00:00:52Z,222
2025-07-13T00:00:57Z,225
2025-07-13T00:01:01Z,233
2025-07-13T00:01:06Z,247
2025-07-13T00:01:11Z,252
2025-07-13T00:01:16Z,251
2025-07-13T00:01:21Z,246
2025-07-13T00:01:26Z,246
2025-07-13T00:01:31Z,256
2025-07-13T00:01:36Z,259
2025-07-13T00:01:41Z,285
2025-07-13T00:01:46Z,303
2025-07-13T00:01:51Z,331
2025-07-13T00:01:56Z,315
2025-07-13T00:02:01Z,297
2025-07-13T00:02:07Z,276
2025-07-13T00:02:12Z,276
2025-07-13T00:02:17Z,287
2025-07-13T00:02:22Z,302
2025-07-13T00:02:27Z,322
2025-07-13T00:02:32Z,328
2025-07-13T00:02:37Z,328
2025-07-13T00:02:42Z,328
2025-07-13T00:02:47Z,329
2025-07-13T00:02:52Z,331
2025-07-13T00:02:57Z,321
2025-07-13T00:03:02Z,320
2025-07-13T00:03:07Z,320
2025-07-13T00:03:12Z,331
2025-07-13T00:03:17Z,332
2025-07-13T00:03:28Z,332
2025-07-13T00:03:33Z,331
2025-07-13T00:03:38Z,329
2025-07-13T00:03:44Z,328
2025-07-13T00:03:49Z,310
2025-07-13T00:03:54Z,306
2025-07-13T00:03:58Z,277
2025-07-13T00:04:03Z,269
2025-07-13T00:04:08Z,246
2025-07-13T00:04:13Z,247
2025-07-13T00:04:19Z,246
2025-07-13T00:04:24Z,238
2025-07-13T00:04:29Z,229
2025-07-13T00:04:34Z,219
2025-07-13T00:04:39Z,222
2025-07-13T00:04:44Z,223
2025-07-13T00:04:49Z,226
2025-07-13T00:04:54Z,223
2025-07-13T00:04:58Z,223
2025-07-13T00:05:03Z,229
2025-07-13T00:05:08Z,240
2025-07-13T00:05:13Z,246
2025-07-13T00:05:18Z,249
2025-07-13T00:05:23Z,249
2025-07-13T00:05:28Z,286
2025-07-13T00:05:34Z,310
2025-07-13T00:05:39Z,337
2025-07-13T00:05:44Z,331
2025-07-13T00:05:49Z,335
2025-07-13T00:05:54Z,335
2025-07-13T00:05:59Z,339
2025-07-13T00:06:04Z,338
2025-07-13T00:06:09Z,341
2025-07-13T00:06:14Z,335
2025-07-13T00:06:19Z,333
2025-07-13T00:06:24Z,334
2025-07-13T00:06:36Z,337
2025-07-13T00:06:41Z,336
2025-07-13T00:06:46Z,334
2025-07-13T00:06:51Z,328
2025-07-13T00:07:04Z,318
2025-07-13T00:07:13Z,341
2025-07-13T00:07:32Z,316
2025-07-13T00:07:37Z,321
2025-07-13T00:07:42Z,325
2025-07-13T00:07:50Z,325
2025-07-13T00:07:55Z,326
2025-07-13T00:08:00Z,324
2025-07-13T00:08:10Z,318
2025-07-13T00:08:15Z,321
2025-07-13T00:08:20Z,322
2025-07-13T00:08:25Z,323
2025-07-13T00:08:39Z,319
2025-07-13T00:08:44Z,289
2025-07-13T00:08:49Z,288
2025-07-13T00:08:54Z,272
2025-07-13T00:08:59Z,276
2025-07-13T00:09:04Z,268
2025-07-13T00:09:09Z,266
2025-07-13T00:09:14Z,267
2025-07-13T00:09:19Z,268
2025-07-13T00:09:24Z,268
2025-07-13T00:09:29Z,267
2025-07-13T00:09:34Z,265
2025-07-13T00:09:39Z,255
2025-07-13T00:09:44Z,243
2025-07-13T00:09:49Z,230
2025-07-13T00:09:53Z,225
2025-07-13T00:09:58Z,223
2025-07-13T00:10:03Z,224
2025-07-13T00:10:08Z,231
2025-07-13T00:10:14Z,231
2025-07-13T00:10:19Z,231
2025-07-13T00:10:24Z,232
2025-07-13T00:10:29Z,245
2025-07-13T00:10:34Z,256
2025-07-13T00:10:39Z,263
2025-07-13T00:10:44Z,264
2025-07-13T00:10:49Z,265
2025-07-13T00:10:54Z,265
2025-07-13T00:10:59Z,267
2025-07-13T00:11:04Z,269
2025-07-13T00:11:09Z,289
2025-07-13T00:11:14Z,308
2025-07-13T00:11:19Z,328
2025-07-13T00:11:24Z,330
2025-07-13T00:11:29Z,329
2025-07-13T00:11:34Z,326
2025-07-13T00:11:39Z,328
2025-07-13T00:11:44Z,331
2025-07-13T00:11:49Z,329
2025-07-13T00:11:54Z,330
2025-07-13T00:11:59Z,324
2025-07-13T00:12:04Z,327
2025-07-13T00:12:09Z,325
2025-07-13T00:12:14Z,328
2025-07-13T00:12:19Z,329
2025-07-13T00:12:24Z,334
2025-07-13T00:12:36Z,341
2025-07-13T00:12:41Z,336
2025-07-13T00:12:46Z,329
2025-07-13T00:12:51Z,327
2025-07-13T00:12:56Z,322
2025-07-13T00:13:01Z,327
2025-07-13T00:13:06Z,327
2025-07-13T00:13:11Z,322
2025-07-13T00:13:16Z,315
2025-07-13T00:13:21Z,306
2025-07-13T00:13:26Z,307
2025-07-13T00:13:31Z,313
2025-07-13T00:13:36Z,319
2025-07-13T00:13:41Z,330
2025-07-13T00:13:46Z,335
2025-07-13T00:13:51Z,334
2025-07-13T00:14:01Z,318
2025-07-13T00:14:07Z,325
2025-07-13T00:14:12Z,325
2025-07-13T00:14:17Z,319
2025-07-13T00:14:22Z,300
2025-07-13T00:14:27Z,282
2025-07-13T00:14:32Z,270
2025-07-13T00:14:37Z,267
2025-07-13T00:14:42Z,266
2025-07-13T00:14:47Z,267
2025-07-13T00:14:52Z,262
2025-07-13T00:14:57Z,246
2025-07-13T00:15:02Z,228
2025-07-13T00:15:07Z,217
2025-07-13T00:15:12Z,216
2025-07-13T00:15:17Z,219
2025-07-13T00:15:22Z,219
2025-07-13T00:15:27Z,219
2025-07-13T00:15:32Z,228
2025-07-13T00:15:37Z,239
2025-07-13T00:15:42Z,251
2025-07-13T00:15:47Z,255
2025-07-13T00:15:52Z,259
2025-07-13T00:15:57Z,261
2025-07-13T00:16:02Z,265
2025-07-13T00:16:07Z,268
2025-07-13T00:16:12Z,277
2025-07-13T00:16:36Z,334
2025-07-13T00:16:52Z,325
2025-07-13T00:17:50Z,314
2025-07-13T00:17:55Z,318
2025-07-13T00:18:00Z,324
2025-07-13T00:18:05Z,325
2025-07-13T00:18:10Z,324
2025-07-13T00:18:15Z,322
2025-07-13T00:18:20Z,322
2025-07-13T00:18:33Z,321
2025-07-13T00:18:38Z,322
2025-07-13T00:18:43Z,324
2025-07-13T00:18:48Z,322
2025-07-13T00:18:53Z,324
2025-07-13T00:18:58Z,322
2025-07-13T00:19:04Z,300
2025-07-13T00:19:09Z,306
2025-07-13T00:19:14Z,309
2025-07-13T00:19:19Z,318
2025-07-13T00:19:24Z,324
2025-07-13T00:19:29Z,326
2025-07-13T00:19:34Z,328
2025-07-13T00:19:39Z,327
2025-07-13T00:19:44Z,331
2025-07-13T00:19:49Z,317
2025-07-13T00:19:54Z,315
2025-07-13T00:19:59Z,302
2025-07-13T00:20:04Z,296
2025-07-13T00:20:09Z,282
2025-07-13T00:20:14Z,276
2025-07-13T00:20:19Z,277
2025-07-13T00:20:24Z,274
2025-07-13T00:20:29Z,271
2025-07-13T00:20:34Z,265
2025-07-13T00:20:39Z,261
2025-07-13T00:20:44Z,259
2025-07-13T00:20:49Z,258
2025-07-13T00:20:54Z,248
2025-07-13T00:20:59Z,232
2025-07-13T00:21:04Z,220
2025-07-13T00:21:09Z,216
2025-07-13T00:21:14Z,220
2025-07-13T00:21:19Z,221
2025-07-13T00:21:24Z,223
2025-07-13T00:21:29Z,230
2025-07-13T00:21:34Z,234
2025-07-13T00:21:39Z,242
2025-07-13T00:21:44Z,249
2025-07-13T00:21:49Z,259
2025-07-13T00:21:54Z,264
2025-07-13T00:21:59Z,264
2025-07-13T00:22:04Z,284
2025-07-13T00:22:09Z,306
2025-07-13T00:22:14Z,329
2025-07-13T00:22:18Z,332
2025-07-13T00:22:24Z,334
2025-07-13T00:22:29Z,331
2025-07-13T00:22:34Z,331
2025-07-13T00:22:39Z,330
2025-07-13T00:22:44Z,334
2025-07-13T00:22:49Z,335
2025-07-13T00:22:54Z,331
2025-07-13T00:22:59Z,327
2025-07-13T00:23:04Z,325
2025-07-13T00:23:09Z,329
2025-07-13T00:23:14Z,334
2025-07-13T00:23:19Z,332
2025-07-13T00:23:24Z,328
2025-07-13T00:23:51Z,312
2025-07-13T00:24:05Z,314
2025-07-13T00:24:10Z,316
2025-07-13T00:24:15Z,318
2025-07-13T00:24:20Z,321
2025-07-13T00:24:25Z,325
2025-07-13T00:24:40Z,323
