timestamp,gain
2023-05-02T03:30:00Z,3048
2023-05-02T04:33:00Z,3048
2023-05-02T05:03:00Z,3048
2023-05-02T05:08:00Z,3048
2023-05-02T06:23:00Z,3048
2023-05-02T07:56:00Z,3048
2023-05-02T08:07:00Z,3048
2023-05-02T10:50:00Z,3048
2023-05-02T14:18:00Z,3048
2023-05-02T15:59:00Z,3048
2023-05-10T20:49:00Z,3048
2023-05-11T13:08:00Z,3048
2023-05-11T14:05:00Z,3048
2023-05-11T14:11:00Z,6096
2023-05-11T14:12:00Z,3048
2023-05-11T14:13:00Z,6096
2023-05-11T14:17:00Z,3048
2023-05-11T15:41:00Z,3048
2023-05-11T18:19:00Z,3048
2023-05-11T19:18:00Z,3048
2023-05-11T22:50:00Z,9144
2023-05-12T01:34:00Z,3048
2023-05-12T12:50:00Z,3048
2023-05-12T13:08:00Z,3048
2023-05-12T15:05:00Z,6096
2023-05-12T16:32:00Z,3048
2023-05-13T15:21:00Z,3048
2023-05-13T19:55:00Z,3048
2023-05-13T22:07:00Z,3048
2023-05-14T14:45:00Z,3048
2023-05-14T14:47:00Z,3048
2023-05-14T19:33:00Z,3048
2023-05-14T20:32:00Z,3048
2023-05-14T22:45:00Z,3048
2023-05-17T00:40:00Z,3048
2023-05-17T02:52:00Z,6096
2023-05-17T03:04:00Z,3048
2023-05-17T03:30:00Z,3048
2023-05-17T15:34:00Z,3048
2023-05-17T17:59:00Z,3048
2023-05-17T18:18:00Z,3048
2023-05-17T19:17:00Z,3048
2023-05-17T19:43:00Z,3048
2023-05-20T03:00:00Z,3048
2023-05-20T16:42:00Z,6096
2023-05-20T18:10:00Z,3048
2023-05-20T20:47:00Z,3048
2023-05-20T20:59:00Z,3048
2023-05-20T23:22:00Z,3048
2023-05-20T23:40:00Z,3048
2023-05-21T00:40:00Z,3048
2023-05-21T19:34:00Z,3048
2023-05-21T20:54:00Z,3048
2023-05-21T23:58:00Z,3048
2023-05-22T01:10:00Z,3048
2023-05-22T14:12:00Z,3048
2023-05-22T17:44:00Z,6096
2023-05-22T23:51:00Z,3048
2023-05-23T00:43:00Z,3048
2023-05-23T03:11:00Z,3048
2023-05-23T13:28:00Z,3048
2023-05-23T19:26:00Z,3048
2023-05-24T01:16:00Z,3048
2023-05-24T02:08:00Z,3048
2023-05-24T02:45:00Z,3048
2023-05-24T17:12:00Z,3048
2023-05-25T01:42:00Z,3048
2023-05-25T20:46:00Z,3048
2023-05-25T23:14:00Z,3048
2023-05-26T17:13:00Z,3048
2023-05-26T22:06:00Z,3048
2023-05-27T00:15:00Z,3048
2023-05-27T00:51:00Z,3048
