timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds
2024-10-01T00:00:00Z,65.739,0.0
2024-10-01T00:05:00Z,41.472,0.0
2024-10-01T00:10:00Z,33.035,0.0
2024-10-01T00:15:00Z,38.769,0.0
2024-10-01T00:20:00Z,57.01,0.0
2024-10-01T00:25:00Z,59.798,0.0
2024-10-01T00:30:00Z,47.998,0.0
2024-10-01T00:40:00Z,65.429,0.0
2024-10-01T00:45:00Z,60.278,0.0
2024-10-01T00:50:00Z,66.26,0.0
2024-10-01T00:55:00Z,47.458,0.0
2024-10-01T01:00:00Z,46.996,0.0
2024-10-01T01:05:00Z,45.335,0.0
2024-10-01T01:10:00Z,58.286,0.0
2024-10-01T01:15:00Z,74.0,0.0
2024-10-01T01:20:00Z,64.409,0.0
2024-10-01T01:25:00Z,54.069,0.0
2024-10-01T01:30:00Z,49.984,0.0
2024-10-01T01:35:00Z,35.963,0.0
2024-10-01T01:40:00Z,36.576,0.0
2024-10-01T01:45:00Z,28.594,0.0
2024-10-01T01:50:00Z,33.179,0.0
2024-10-01T01:55:00Z,31.608,0.0
2024-10-01T02:00:00Z,30.087,0.0
2024-10-01T02:05:00Z,29.924,0.0
2024-10-01T02:10:00Z,21.178,0.0
2024-10-01T02:15:00Z,32.295,0.0
2024-10-01T02:20:00Z,42.264,0.0
2024-10-01T02:25:00Z,33.751,0.0
2024-10-01T02:30:00Z,33.307,0.0
2024-10-01T02:35:00Z,62.789,0.0
2024-10-01T02:40:00Z,64.091,0.0
2024-10-01T02:45:00Z,69.102,0.0
2024-10-01T02:50:00Z,62.378,0.0
2024-10-01T02:55:00Z,62.178,0.0
2024-10-01T03:00:00Z,66.524,0.0
2024-10-01T03:05:00Z,66.966,0.0
2024-10-01T03:10:00Z,56.707,0.0
2024-10-01T03:15:00Z,60.123,0.0
2024-10-01T03:20:00Z,68.248,0.0
2024-10-01T03:25:00Z,71.775,0.0
2024-10-01T03:30:00Z,52.846,0.0
2024-10-01T03:35:00Z,65.282,0.0
2024-10-01T03:40:00Z,52.444,0.0
2024-10-01T03:45:00Z,58.612,0.0
2024-10-01T03:50:00Z,52.633,0.0
2024-10-01T03:55:00Z,39.506,0.0
2024-10-01T04:00:00Z,59.587,0.0
2024-10-01T04:05:00Z,65.964,0.0
2024-10-01T04:10:00Z,67.606,0.0
2024-10-01T04:15:00Z,57.811,0.0
2024-10-01T22:15:00Z,37.514,0.0
2024-10-01T22:20:00Z,39.552,0.0
2024-10-01T22:25:00Z,44.499,0.0
2024-10-01T22:30:00Z,39.775,0.0
2024-10-01T22:35:00Z,36.884,0.0
2024-10-01T22:40:00Z,42.691,0.0
2024-10-01T22:45:00Z,39.4,0.0
2024-10-01T22:50:00Z,40.953,0.0
2024-10-01T22:55:00Z,52.491,0.0
2024-10-01T23:00:00Z,48.083,0.0
2024-10-01T23:05:00Z,67.007,0.0
2024-10-01T23:10:00Z,48.926,0.0
2024-10-01T23:15:00Z,42.005,0.0
2024-10-01T23:20:00Z,40.421,0.0
2024-10-01T23:25:00Z,50.072,0.0
2024-10-01T23:30:00Z,55.025,0.0
2024-10-01T23:35:00Z,45.24,0.0
2024-10-01T23:40:00Z,45.419,0.0
2024-10-01T23:45:00Z,52.89,0.0
2024-10-01T23:50:00Z,18.4,0.0
2024-10-01T23:55:00Z,27.8,0.0
2024-10-02T00:00:00Z,31.369,0.0
2024-10-02T00:05:00Z,33.877,0.0
2024-10-02T00:10:00Z,47.336,0.0
2024-10-02T00:15:00Z,38.027,0.0
2024-10-02T00:20:00Z,42.604,0.0
2024-10-02T00:25:00Z,43.787,0.0
2024-10-02T00:30:00Z,46.375,0.0
2024-10-02T00:35:00Z,38.194,0.0
2024-10-02T00:40:00Z,37.538,0.0
2024-10-02T00:45:00Z,37.739,0.0
2024-10-02T00:50:00Z,32.765,0.0
2024-10-02T01:10:00Z,49.257,0.0
2024-10-02T01:15:00Z,47.153,0.0
2024-10-02T01:20:00Z,62.722,0.0
2024-10-02T01:25:00Z,56.442,0.0
2024-10-02T01:30:00Z,45.354,0.0
2024-10-02T01:35:00Z,44.873,0.0
2024-10-02T01:40:00Z,47.618,0.0
2024-10-02T01:45:00Z,50.566,0.0
2024-10-02T01:50:00Z,39.162,0.0
2024-10-02T01:55:00Z,30.132,0.0
2024-10-02T02:00:00Z,33.085,0.0
2024-10-02T02:05:00Z,34.201,0.0
2024-10-02T02:10:00Z,29.084,0.0
2024-10-02T02:15:00Z,27.724,0.0
2024-10-02T02:20:00Z,20.316,0.0
2024-10-02T02:25:00Z,24.946,0.0
2024-10-02T02:30:00Z,15.185,0.0
2024-10-02T02:35:00Z,19.673,0.0
2024-10-02T02:40:00Z,33.049,0.0
2024-10-02T02:45:00Z,36.241,0.0
2024-10-02T02:50:00Z,32.242,0.0
2024-10-02T02:55:00Z,31.95,0.0
2024-10-02T03:00:00Z,33.999,0.0
2024-10-02T03:05:00Z,39.199,0.0
2024-10-02T03:10:00Z,40.835,0.0
2024-10-02T03:15:00Z,48.742,0.0
2024-10-02T03:20:00Z,47.492,0.0
2024-10-02T03:25:00Z,46.541,0.0
2024-10-02T03:30:00Z,51.007,0.0
2024-10-02T03:35:00Z,59.595,0.0
2024-10-02T03:40:00Z,60.333,0.0
2024-10-02T03:45:00Z,57.812,0.0
2024-10-02T03:50:00Z,59.695,0.0
2024-10-02T03:55:00Z,47.521,0.0
2024-10-02T04:00:00Z,34.143,0.0
2024-10-02T04:05:00Z,29.58,0.0
2024-10-02T04:10:00Z,45.119,0.0
2024-10-02T21:50:00Z,39.458,0.0
2024-10-02T21:55:00Z,39.013,0.0
2024-10-02T22:00:00Z,32.41,0.0
2024-10-02T22:05:00Z,40.003,0.0
2024-10-02T22:10:00Z,66.331,0.0
2024-10-02T22:15:00Z,63.617,0.0
2024-10-02T22:20:00Z,52.229,0.0
2024-10-02T22:25:00Z,50.79,0.0
2024-10-02T22:30:00Z,55.958,0.0
2024-10-02T22:35:00Z,57.673,0.0
2024-10-02T22:40:00Z,48.538,0.0
2024-10-02T22:45:00Z,53.407,0.0
2024-10-02T22:50:00Z,58.862,0.0
2024-10-02T22:55:00Z,55.436,0.0
2024-10-02T23:00:00Z,48.12,0.0
2024-10-02T23:05:00Z,51.856,0.0
2024-10-02T23:10:00Z,45.401,0.0
2024-10-02T23:15:00Z,34.162,0.0
2024-10-02T23:20:00Z,34.154,0.0
2024-10-02T23:25:00Z,34.422,0.0
2024-10-02T23:30:00Z,33.895,0.0
2024-10-02T23:35:00Z,32.081,0.0
2024-10-02T23:40:00Z,37.111,0.0
2024-10-02T23:45:00Z,36.117,0.0
2024-10-02T23:50:00Z,38.113,0.0
2024-10-02T23:55:00Z,44.175,0.0
2024-10-03T00:00:00Z,40.928,0.0
2024-10-03T00:05:00Z,41.647,0.0
2024-10-03T00:10:00Z,35.103,0.0
2024-10-03T00:15:00Z,19.4,0.0
2024-10-03T00:20:00Z,22.78,0.0
2024-10-03T00:25:00Z,26.739,0.0
2024-10-03T00:30:00Z,28.649,0.0
2024-10-03T00:35:00Z,40.411,0.0
2024-10-03T00:40:00Z,32.676,0.0
2024-10-03T00:45:00Z,27.271,0.0
2024-10-03T00:50:00Z,29.683,0.0
2024-10-03T00:55:00Z,38.612,0.0
2024-10-03T01:00:00Z,38.976,0.0
2024-10-03T01:05:00Z,52.146,0.0
2024-10-03T01:10:00Z,40.365,0.0
