timestamp,heart rate zone,total minutes
2023-08-02T07:07:00Z,fat burn,1
2023-08-02T07:08:00Z,cardio,2
2023-08-02T07:09:00Z,cardio,2
2023-08-02T07:10:00Z,cardio,2
2023-08-02T07:11:00Z,fat burn,1
2023-08-02T07:12:00Z,fat burn,1
2023-08-02T07:13:00Z,cardio,2
2023-08-02T07:14:00Z,cardio,2
2023-08-02T07:15:00Z,fat burn,1
2023-08-02T07:16:00Z,fat burn,1
2023-08-02T07:17:00Z,fat burn,1
2023-08-02T07:18:00Z,fat burn,1
2023-08-02T07:19:00Z,fat burn,1
2023-08-02T07:20:00Z,fat burn,1
2023-08-02T07:21:00Z,fat burn,1
2023-08-02T07:22:00Z,fat burn,1
2023-08-02T07:23:00Z,fat burn,1
2023-08-02T07:24:00Z,fat burn,1
2023-08-02T07:25:00Z,fat burn,1
2023-08-02T07:26:00Z,fat burn,1
2023-08-02T07:27:00Z,fat burn,1
2023-08-02T07:28:00Z,fat burn,1
2023-08-02T07:29:00Z,fat burn,1
2023-08-02T07:30:00Z,fat burn,1
2023-08-02T07:31:00Z,fat burn,1
2023-08-02T07:33:00Z,fat burn,1
2023-08-02T07:34:00Z,fat burn,1
2023-08-02T07:35:00Z,fat burn,1
2023-08-02T07:36:00Z,fat burn,1
2023-08-02T07:37:00Z,fat burn,1
2023-08-02T07:38:00Z,fat burn,1
2023-08-02T07:39:00Z,fat burn,1
2023-08-02T07:40:00Z,fat burn,1
2023-08-02T07:41:00Z,fat burn,1
2023-08-02T07:42:00Z,fat burn,1
2023-08-02T07:43:00Z,fat burn,1
2023-08-02T07:44:00Z,fat burn,1
2023-08-02T07:45:00Z,fat burn,1
2023-08-02T07:46:00Z,fat burn,1
2023-08-02T07:47:00Z,fat burn,1
2023-08-02T07:48:00Z,fat burn,1
2023-08-02T07:49:00Z,fat burn,1
2023-08-02T07:50:00Z,fat burn,1
2023-08-02T07:51:00Z,fat burn,1
2023-08-02T07:53:00Z,fat burn,1
2023-08-02T07:54:00Z,fat burn,1
2023-08-02T07:55:00Z,fat burn,1
2023-08-02T07:58:00Z,fat burn,1
2023-08-02T07:59:00Z,fat burn,1
2023-08-02T08:00:00Z,fat burn,1
2023-08-02T08:02:00Z,fat burn,1
2023-08-02T08:03:00Z,fat burn,1
2023-08-02T08:04:00Z,fat burn,1
2023-08-02T08:05:00Z,fat burn,1
2023-08-02T08:06:00Z,fat burn,1
2023-08-02T08:07:00Z,fat burn,1
2023-08-02T08:08:00Z,fat burn,1
2023-08-02T08:09:00Z,fat burn,1
2023-08-02T08:10:00Z,fat burn,1
2023-08-02T08:12:00Z,fat burn,1
2023-08-02T08:14:00Z,fat burn,1
2023-08-02T08:15:00Z,fat burn,1
2023-08-02T08:16:00Z,fat burn,1
2023-08-02T08:18:00Z,fat burn,1
2023-08-02T08:19:00Z,fat burn,1
2023-08-02T08:20:00Z,fat burn,1
2023-08-02T08:21:00Z,fat burn,1
2023-08-02T08:30:00Z,fat burn,1
2023-08-03T07:05:00Z,cardio,2
2023-08-03T07:06:00Z,cardio,2
2023-08-03T07:07:00Z,cardio,2
2023-08-03T07:08:00Z,cardio,2
2023-08-03T07:09:00Z,cardio,2
2023-08-03T07:10:00Z,fat burn,1
2023-08-03T07:11:00Z,cardio,2
2023-08-03T07:12:00Z,cardio,2
2023-08-03T07:13:00Z,fat burn,1
2023-08-03T07:14:00Z,fat burn,1
2023-08-03T07:15:00Z,cardio,2
2023-08-03T07:16:00Z,cardio,2
2023-08-03T07:17:00Z,cardio,2
2023-08-03T07:18:00Z,cardio,2
2023-08-03T07:19:00Z,cardio,2
2023-08-03T07:20:00Z,fat burn,1
2023-08-03T07:21:00Z,cardio,2
2023-08-03T07:22:00Z,cardio,2
2023-08-03T07:23:00Z,fat burn,1
2023-08-03T07:24:00Z,cardio,2
2023-08-03T07:25:00Z,cardio,2
2023-08-03T07:26:00Z,cardio,2
2023-08-03T07:27:00Z,fat burn,1
2023-08-03T07:28:00Z,cardio,2
2023-08-03T07:29:00Z,cardio,2
2023-08-03T07:30:00Z,cardio,2
2023-08-03T07:31:00Z,cardio,2
2023-08-03T07:32:00Z,cardio,2
2023-08-03T07:33:00Z,cardio,2
2023-08-03T07:34:00Z,cardio,2
2023-08-03T07:35:00Z,cardio,2
2023-08-03T07:36:00Z,cardio,2
2023-08-03T07:37:00Z,cardio,2
2023-08-03T07:38:00Z,cardio,2
2023-08-03T07:39:00Z,cardio,2
