timestamp,rmssd,coverage,low_frequency,high_frequency
2024-11-05T00:00:00,42.449,0.9,3308.057,241.531
2024-11-05T00:05:00,48.354,0.948,3588.475,282.961
2024-11-05T00:10:00,30.904,1.005,1162.913,170.361
2024-11-05T00:15:00,34.508,1.004,1612.649,289.475
2024-11-05T00:20:00,40.79,0.911,1991.707,310.471
2024-11-05T00:25:00,39.064,0.957,2051.35,294.121
2024-11-05T00:30:00,44.539,0.921,1073.675,398.133
2024-11-05T00:35:00,48.213,0.983,1363.901,493.681
2024-11-05T00:40:00,52.437,1.003,1269.903,713.609
2024-11-05T00:45:00,44.336,0.962,1399.461,318.705
2024-11-05T00:50:00,48.118,0.993,2534.401,685.647
2024-11-05T00:55:00,44.467,1.004,2029.352,408.12
2024-11-05T01:00:00,46.058,0.969,1878.472,581.31
2024-11-05T01:05:00,47.482,0.964,2244.528,475.103
2024-11-05T01:10:00,48.897,0.931,1658.632,564.641
2024-11-05T01:15:00,55.083,0.942,5333.692,382.356
2024-11-05T01:20:00,38.785,0.974,2492.526,270.014
2024-11-05T01:25:00,28.375,0.95,695.944,153.166
2024-11-05T01:30:00,28.865,0.972,932.889,150.94
2024-11-05T01:35:00,32.481,0.97,1078.047,188.348
2024-11-05T01:40:00,34.762,0.997,953.244,337.031
2024-11-05T01:45:00,37.478,0.952,1310.552,505.271
2024-11-05T01:50:00,41.882,0.965,1591.591,539.324
2024-11-05T01:55:00,29.756,0.806,1989.077,108.252
2024-11-05T02:10:00,31.92,1.003,1819.862,248.262
2024-11-05T02:15:00,31.038,1.005,1090.648,231.787
2024-11-05T02:20:00,33.324,0.91,2318.267,181.472
2024-11-05T02:25:00,41.963,0.878,1856.157,244.397
2024-11-05T02:30:00,42.314,0.857,2601.027,213.714
2024-11-05T02:35:00,42.55,0.834,1794.318,203.732
2024-11-05T02:40:00,35.181,0.8,787.324,256.635
2024-11-05T02:45:00,40.389,1.002,1637.866,316.214
2024-11-05T02:50:00,43.171,0.927,2918.209,270.864
2024-11-05T02:55:00,43.14,1.003,841.266,325.812
2024-11-05T03:00:00,39.223,1.003,805.595,311.099
2024-11-05T03:05:00,45.998,1.006,1481.25,467.848
2024-11-05T03:10:00,46.555,1.0,921.174,444.043
2024-11-05T03:15:00,49.301,0.994,813.452,378.67
2024-11-05T03:20:00,47.807,0.934,3746.038,354.381
2024-11-05T03:25:00,27.487,1.002,781.162,201.24
2024-11-05T03:30:00,23.292,0.998,811.352,76.678
2024-11-05T03:35:00,31.539,0.984,697.469,251.925
2024-11-05T03:40:00,28.343,0.969,371.273,214.613
2024-11-05T03:45:00,27.801,0.953,2114.604,169.25
2024-11-05T03:50:00,33.941,1.004,2501.135,536.201
2024-11-05T03:55:00,35.976,0.957,1496.676,329.732
2024-11-05T04:00:00,34.597,0.958,1605.733,237.091
2024-11-05T04:05:00,51.463,0.91,3271.175,360.326
2024-11-05T04:10:00,44.667,1.003,1053.043,437.51
2024-11-05T04:15:00,40.885,1.004,574.0,406.789
2024-11-05T04:20:00,37.671,0.977,1270.556,218.298
2024-11-05T04:25:00,49.757,0.891,2468.111,377.873
2024-11-05T04:30:00,45.329,0.914,2268.228,466.787
2024-11-05T04:35:00,35.198,0.744,1305.311,332.03
