timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-03-05T05:26:00,14.8,1.0,8.554,14.8,1.0,8.554,13.8,1.2,4.086,13.6,1.8,3.22
2023-03-09T03:56:30,15.8,2.0,8.421,-1.0,0.0,0.0,15.8,2.0,8.421,-1.0,0.0,2.357
