timestamp,rmssd,coverage,low_frequency,high_frequency
2024-09-17T00:05:00,39.595,0.908,811.104,346.59
2024-09-17T00:10:00,40.136,0.983,2608.219,224.778
2024-09-17T00:15:00,43.157,1.001,5083.191,378.335
2024-09-17T00:20:00,55.989,0.929,4136.077,605.268
2024-09-17T00:25:00,60.338,0.971,3764.72,839.959
2024-09-17T00:30:00,51.445,0.876,2843.813,292.789
2024-09-17T00:35:00,40.113,0.999,2029.747,393.349
2024-09-17T00:40:00,18.817,0.977,650.186,100.818
2024-09-17T00:45:00,39.588,0.913,2257.278,335.232
2024-09-17T00:50:00,49.367,0.982,3442.489,648.757
2024-09-17T00:55:00,38.111,1.004,3268.555,432.392
2024-09-17T01:00:00,35.904,0.956,2175.787,210.139
2024-09-17T01:05:00,36.139,0.939,1601.611,173.069
2024-09-17T01:10:00,32.098,0.905,1624.078,156.419
2024-09-17T01:15:00,42.435,0.968,5045.978,248.541
2024-09-17T01:20:00,45.41,0.889,2342.446,235.506
2024-09-17T01:25:00,52.254,0.928,3852.223,287.783
2024-09-17T01:30:00,50.679,0.981,1611.896,639.236
2024-09-17T01:35:00,45.871,0.915,1578.239,497.355
2024-09-17T01:40:00,50.86,0.988,4804.777,465.899
2024-09-17T01:45:00,47.889,0.959,2863.448,396.514
2024-09-17T01:50:00,43.131,0.846,2074.222,185.755
2024-09-17T02:00:00,37.521,0.974,1696.818,329.263
2024-09-17T02:15:00,41.602,0.869,1150.56,498.205
2024-09-17T02:20:00,39.647,1.003,1836.891,355.789
2024-09-17T02:25:00,45.423,0.947,4517.887,481.079
2024-09-17T02:30:00,45.536,0.992,3302.608,289.261
2024-09-17T02:35:00,51.61,0.949,3056.683,588.269
2024-09-17T02:40:00,43.902,0.905,2585.723,271.555
2024-09-17T02:45:00,41.427,0.928,2794.826,448.701
2024-09-17T02:50:00,38.891,0.883,3700.712,301.419
2024-09-17T02:55:00,37.519,0.998,1305.443,338.003
2024-09-17T03:00:00,39.001,0.939,2722.612,218.726
2024-09-17T03:05:00,36.229,1.006,2636.967,259.92
2024-09-17T03:10:00,35.195,0.993,3122.57,196.175
2024-09-17T03:15:00,13.808,1.004,400.325,17.403
2024-09-17T03:20:00,15.623,0.956,518.788,65.683
2024-09-17T03:25:00,22.893,1.006,1371.754,85.95
2024-09-17T03:30:00,26.006,0.98,1357.375,110.843
2024-09-17T03:35:00,35.993,0.945,750.539,295.861
2024-09-17T03:40:00,32.02,1.003,1920.737,198.941
2024-09-17T03:50:00,41.313,0.935,1682.412,315.426
2024-09-17T03:55:00,34.388,0.979,1929.414,179.706
2024-09-17T04:00:00,37.166,0.884,1555.188,238.777
2024-09-17T04:05:00,48.305,0.927,1424.477,499.327
2024-09-17T04:10:00,34.248,1.005,932.01,252.299
2024-09-17T04:15:00,51.262,0.96,4809.305,376.767
2024-09-17T04:20:00,55.013,0.812,1835.854,483.064
2024-09-17T04:25:00,54.81,0.948,1468.23,922.918
2024-09-17T04:30:00,45.303,0.93,2946.596,240.142
2024-09-17T04:35:00,49.534,0.992,4061.86,341.833
