timestamp,rmssd,coverage,low_frequency,high_frequency
2025-03-06T00:00:00,59.082,0.927,3237.91,650.279
2025-03-06T00:05:00,51.0,0.955,2723.989,483.849
2025-03-06T00:10:00,54.804,0.902,1092.339,474.844
2025-03-06T00:15:00,42.666,0.923,3204.793,213.036
2025-03-06T00:20:00,40.555,0.824,2109.805,201.996
2025-03-06T00:25:00,51.079,0.926,3238.327,352.662
2025-03-06T00:30:00,52.5,0.938,2087.648,389.576
2025-03-06T00:35:00,42.008,0.91,2469.95,414.327
2025-03-06T00:40:00,39.748,0.945,1522.052,325.807
2025-03-06T00:45:00,32.693,0.921,1105.559,213.837
2025-03-06T00:50:00,46.119,0.919,3880.008,333.97
2025-03-06T00:55:00,34.513,0.947,936.585,200.233
2025-03-06T01:00:00,45.776,0.909,5452.577,315.264
2025-03-06T01:05:00,41.669,0.978,3650.464,346.466
2025-03-06T01:10:00,39.549,0.96,3555.943,213.853
2025-03-06T01:15:00,19.981,1.002,705.452,101.964
2025-03-06T01:20:00,23.569,0.995,478.324,114.307
2025-03-06T01:25:00,30.743,0.959,2488.934,209.923
2025-03-06T01:30:00,18.276,1.002,544.495,53.632
2025-03-06T01:35:00,20.257,0.989,569.906,108.158
2025-03-06T01:40:00,26.865,1.003,1065.651,148.177
2025-03-06T01:45:00,33.084,1.003,777.212,198.306
2025-03-06T01:50:00,33.684,0.951,2651.614,244.971
2025-03-06T01:55:00,34.267,0.92,2118.213,245.272
2025-03-06T02:00:00,33.88,0.976,1037.637,222.785
2025-03-06T02:05:00,38.112,0.891,2041.465,238.519
2025-03-06T02:10:00,39.96,0.922,2452.936,234.277
2025-03-06T02:15:00,48.654,0.92,2388.271,432.794
2025-03-06T02:20:00,41.046,1.003,949.129,388.934
2025-03-06T02:25:00,43.902,1.005,1139.42,325.514
2025-03-06T02:30:00,36.454,0.931,613.395,184.973
2025-03-06T02:35:00,38.582,1.003,1312.207,204.295
2025-03-06T02:40:00,32.829,1.004,623.493,191.825
2025-03-06T02:45:00,42.703,0.931,5187.538,194.588
2025-03-06T02:50:00,51.897,0.982,4895.195,547.801
2025-03-06T02:55:00,33.834,0.887,2251.723,149.913
2025-03-06T03:00:00,23.101,1.004,1366.276,155.325
2025-03-06T03:05:00,34.655,0.934,1241.919,203.024
2025-03-06T03:10:00,35.019,0.962,2323.475,221.883
2025-03-06T03:15:00,35.184,0.958,3509.199,135.548
2025-03-06T03:40:00,29.24,0.987,781.213,215.628
2025-03-06T03:45:00,30.958,0.991,1035.441,189.842
2025-03-06T03:50:00,32.888,0.982,2005.361,217.789
2025-03-06T03:55:00,45.049,0.81,1642.62,176.658
2025-03-06T04:00:00,53.695,0.926,5236.422,904.638
2025-03-06T04:05:00,51.201,0.989,3683.807,365.003
2025-03-06T04:10:00,42.873,0.926,2597.413,294.602
2025-03-06T04:15:00,42.028,0.911,2268.543,269.737
2025-03-06T04:20:00,44.142,0.924,2180.156,239.242
2025-03-06T04:25:00,52.467,1.002,4236.2,434.841
2025-03-06T04:30:00,48.037,1.003,1917.26,369.319
2025-03-06T04:35:00,47.185,0.996,1451.5,485.746
2025-03-06T04:40:00,26.089,0.993,733.863,151.503
2025-03-06T04:45:00,26.909,0.932,556.299,108.507
2025-03-06T04:50:00,16.269,0.965,498.042,35.254
2025-03-06T22:00:00,67.575,0.74,5724.144,772.548
2025-03-06T22:10:00,53.807,0.986,2685.583,684.557
2025-03-06T22:15:00,42.778,0.89,5973.274,1316.384
2025-03-06T22:20:00,45.316,0.906,3590.295,363.073
2025-03-06T22:25:00,47.103,0.935,2656.379,352.179
2025-03-06T22:30:00,41.19,0.896,1117.562,298.894
2025-03-06T22:35:00,47.944,0.913,3422.422,326.414
2025-03-06T22:40:00,43.614,1.002,1535.318,391.754
2025-03-06T22:45:00,39.886,0.996,1429.988,324.715
2025-03-06T22:50:00,37.526,0.967,532.061,290.0
2025-03-06T22:55:00,35.795,0.953,1897.98,284.322
2025-03-06T23:00:00,35.908,0.997,2052.327,290.365
2025-03-06T23:05:00,39.619,0.918,2610.24,391.414
2025-03-06T23:10:00,36.768,0.893,2766.116,290.625
2025-03-06T23:15:00,51.849,1.003,1912.481,690.33
2025-03-06T23:20:00,48.157,0.891,1430.289,575.754
2025-03-06T23:25:00,41.613,0.901,4894.531,305.383
2025-03-06T23:30:00,39.995,0.96,1535.594,218.841
2025-03-06T23:35:00,51.118,0.827,4275.19,691.956
2025-03-06T23:40:00,43.135,0.876,1889.654,282.672
2025-03-06T23:50:00,54.302,0.977,2076.418,544.279
2025-03-06T23:55:00,60.798,0.984,2713.83,847.111
