timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2025-06-23T05:21:30,17.4,0.7,7.299,17.4,0.7,7.299,16.6,1.6,7.561,-1.0,0.0,2.397
2025-06-29T06:25:30,15.6,0.6,7.541,15.6,0.6,7.541,16.2,2.2,7.65,16.0,1.3,3.173
2025-06-30T04:02:00,14.6,1.5,5.069,-1.0,0.0,0.0,14.6,1.5,5.069,15.2,0.7,2.973
2025-06-30T06:52:30,14.4,1.7,7.17,14.8,0.6,3.078,14.4,1.7,7.17,12.8,1.0,2.817
