timestamp,bucket_values
2025-02-01T07:21:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.02, 0.094, 0.134, 0.13, 0.103, 0.114, 0.127, 0.114, 0.08, 0.043, 0.021, 0.008, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-02-06T04:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.012, 0.028, 0.079, 0.157, 0.221, 0.206, 0.133, 0.072, 0.042, 0.023, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-02-07T00:41:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.014, 0.035, 0.076, 0.128, 0.165, 0.14, 0.124, 0.102, 0.072, 0.064, 0.04, 0.022, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0]"
2025-02-07T04:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.012, 0.038, 0.075, 0.122, 0.154, 0.156, 0.148, 0.114, 0.07, 0.052, 0.029, 0.015, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2025-02-11T04:32:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.011, 0.041, 0.092, 0.132, 0.184, 0.205, 0.148, 0.091, 0.05, 0.026, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-02-13T04:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.007, 0.014, 0.035, 0.083, 0.144, 0.205, 0.214, 0.15, 0.078, 0.037, 0.017, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-02-14T04:16:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.01, 0.029, 0.07, 0.159, 0.206, 0.189, 0.146, 0.097, 0.055, 0.023, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-02-15T07:54:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.016, 0.063, 0.151, 0.224, 0.208, 0.154, 0.097, 0.048, 0.019, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-02-26T02:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.006, 0.015, 0.044, 0.101, 0.154, 0.196, 0.192, 0.142, 0.078, 0.042, 0.016, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-02-27T04:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.01, 0.031, 0.079, 0.156, 0.238, 0.233, 0.145, 0.065, 0.024, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
