timestamp,rmssd,coverage,low_frequency,high_frequency
2024-09-29T00:00:00,25.968,0.744,865.325,129.819
2024-09-29T00:05:00,29.392,0.957,3401.637,153.556
2024-09-29T00:10:00,24.606,0.78,1474.889,84.481
2024-09-29T00:15:00,24.315,0.866,2030.814,91.71
2024-09-29T00:20:00,25.941,0.934,1753.16,128.74
2024-09-29T00:25:00,29.189,0.909,3202.72,63.885
2024-09-29T00:30:00,19.582,0.938,1039.04,62.908
2024-09-29T00:35:00,15.729,0.929,1157.13,39.503
2024-09-29T00:40:00,18.642,0.992,641.318,68.966
2024-09-29T00:45:00,17.15,1.001,407.381,84.112
2024-09-29T00:50:00,15.35,1.003,339.859,47.244
2024-09-29T00:55:00,15.993,0.923,456.261,50.077
2024-09-29T01:00:00,18.079,0.954,1102.119,110.009
2024-09-29T01:05:00,22.175,0.887,409.189,132.697
2024-09-29T01:10:00,31.285,0.983,800.806,166.064
2024-09-29T01:15:00,25.447,1.005,545.285,141.094
2024-09-29T01:20:00,24.816,0.962,1063.749,154.312
2024-09-29T01:25:00,20.721,0.973,243.707,82.083
2024-09-29T01:30:00,21.301,1.003,348.579,106.853
2024-09-29T01:35:00,33.628,0.903,1411.891,350.121
2024-09-29T01:40:00,23.532,0.99,228.881,154.591
2024-09-29T01:45:00,39.38,0.971,941.201,587.301
2024-09-29T01:50:00,29.038,1.003,278.372,319.419
2024-09-29T01:55:00,28.828,1.002,163.592,331.138
2024-09-29T02:00:00,30.268,1.002,184.988,345.281
2024-09-29T02:05:00,30.6,0.942,762.272,306.639
2024-09-29T02:10:00,34.38,0.977,2321.053,416.755
2024-09-29T02:15:00,24.859,0.991,1836.406,208.507
2024-09-29T02:20:00,27.491,0.895,3817.524,395.67
2024-09-29T02:25:00,26.675,0.937,1152.758,167.63
2024-09-29T02:30:00,28.112,0.902,1610.279,153.781
2024-09-29T02:35:00,27.711,0.952,1147.198,232.741
2024-09-29T02:40:00,30.248,0.905,2567.742,242.133
2024-09-29T02:45:00,28.25,0.942,1496.778,1055.644
2024-09-29T03:00:00,25.299,0.92,391.611,177.195
2024-09-29T03:05:00,32.448,0.852,1519.464,183.526
2024-09-29T03:10:00,35.104,0.869,2167.194,276.688
2024-09-29T03:15:00,32.232,0.927,1540.707,231.079
2024-09-29T03:20:00,33.973,0.911,2923.845,280.019
2024-09-29T03:25:00,33.22,0.771,1781.405,110.726
2024-09-29T03:30:00,27.736,0.949,1773.774,152.634
2024-09-29T03:35:00,29.397,0.803,2542.757,120.506
2024-09-29T03:40:00,19.932,0.991,436.754,103.98
2024-09-29T03:45:00,12.684,1.004,364.579,23.514
2024-09-29T03:50:00,14.92,1.003,262.656,50.608
2024-09-29T03:55:00,16.135,0.994,379.377,51.332
2024-09-29T04:00:00,17.975,0.993,2049.676,107.826
2024-09-29T04:05:00,17.239,0.987,930.904,61.962
2024-09-29T04:10:00,16.67,1.001,321.439,57.894
2024-09-29T04:15:00,28.176,0.909,1032.403,134.332
2024-09-29T04:20:00,38.839,0.902,1101.372,380.363
2024-09-29T04:25:00,34.734,0.939,3151.945,336.119
2024-09-29T04:30:00,37.158,1.003,1344.35,475.769
2024-09-29T04:35:00,38.421,0.959,2957.949,381.682
2024-09-29T04:40:00,35.415,1.005,605.949,567.673
2024-09-29T04:45:00,31.526,1.001,316.91,436.547
2024-09-29T04:50:00,39.146,0.966,1442.974,549.775
2024-09-29T04:55:00,40.272,0.965,555.181,599.782
2024-09-29T05:00:00,34.011,1.002,454.842,420.862
2024-09-29T05:05:00,27.772,1.004,360.065,227.034
2024-09-29T05:10:00,29.737,1.003,116.254,355.383
2024-09-29T05:15:00,27.54,0.965,248.464,247.067
2024-09-29T05:20:00,45.668,1.002,1807.839,610.386
2024-09-29T05:25:00,26.153,1.005,556.998,208.132
2024-09-29T05:30:00,26.044,1.001,848.457,216.622
2024-09-29T05:35:00,30.45,0.798,1576.874,405.097
2024-09-29T05:40:00,28.308,0.938,1473.961,159.134
2024-09-29T05:45:00,29.377,0.958,1148.39,170.862
2024-09-29T05:50:00,24.951,1.002,1738.768,129.611
