timestamp,rmssd,coverage,low_frequency,high_frequency
2024-09-20T00:00:00,57.569,0.914,2427.726,656.89
2024-09-20T00:05:00,68.599,0.952,7199.811,749.71
2024-09-20T00:10:00,73.635,0.901,3125.305,1051.958
2024-09-20T00:15:00,60.982,0.972,1995.665,736.135
2024-09-20T00:20:00,53.409,0.959,1483.626,604.5
2024-09-20T00:25:00,69.922,0.913,2376.807,979.076
2024-09-20T00:30:00,62.212,0.947,3083.395,581.191
2024-09-20T00:35:00,61.873,0.895,2263.616,884.022
2024-09-20T00:40:00,49.604,0.957,4860.434,456.665
2024-09-20T00:45:00,18.462,1.004,352.704,45.055
2024-09-20T00:50:00,28.53,0.975,1088.357,323.83
2024-09-20T00:55:00,25.989,0.92,1334.704,156.537
2024-09-20T01:00:00,47.712,0.995,2389.552,373.781
2024-09-20T01:05:00,51.111,0.877,2756.146,707.414
2024-09-20T01:10:00,57.923,0.955,4791.966,568.927
2024-09-20T01:15:00,56.679,0.975,3061.215,706.72
2024-09-20T01:25:00,56.429,0.967,1687.367,735.28
2024-09-20T01:30:00,59.369,0.926,3633.172,548.424
2024-09-20T01:35:00,48.541,0.973,3599.884,288.77
2024-09-20T01:40:00,57.472,0.925,5941.164,503.408
2024-09-20T01:45:00,48.837,0.905,2630.102,349.201
2024-09-20T01:50:00,62.376,0.841,2599.818,960.361
2024-09-20T01:55:00,47.224,0.793,3775.832,201.557
2024-09-20T02:00:00,40.498,0.993,1941.481,302.846
2024-09-20T02:05:00,33.019,0.93,2681.624,203.001
2024-09-20T02:10:00,34.998,0.984,1722.738,176.745
2024-09-20T02:15:00,52.023,0.957,2965.122,511.113
2024-09-20T02:20:00,65.942,0.961,2790.953,947.637
2024-09-20T02:25:00,32.61,1.005,744.655,226.281
2024-09-20T02:30:00,31.266,0.98,971.502,178.938
2024-09-20T02:35:00,39.422,0.951,1998.696,368.748
2024-09-20T02:40:00,32.774,0.988,1917.962,262.948
2024-09-20T02:45:00,27.52,0.959,1418.666,160.087
2024-09-20T02:50:00,41.97,0.956,2492.283,285.677
2024-09-20T02:55:00,47.443,0.96,2174.853,418.088
2024-09-20T03:00:00,44.964,0.991,838.025,490.726
2024-09-20T03:05:00,50.712,0.896,2098.465,538.142
2024-09-20T03:10:00,42.053,0.947,2632.836,223.417
2024-09-20T03:15:00,48.15,1.003,864.358,670.802
2024-09-20T03:20:00,54.205,1.003,471.142,757.918
2024-09-20T03:25:00,55.435,0.957,720.707,677.192
2024-09-20T03:30:00,68.501,0.99,2809.376,1177.521
2024-09-20T03:35:00,53.123,0.795,5007.317,366.056
2024-09-20T03:40:00,34.822,0.998,1291.785,202.782
2024-09-20T03:45:00,20.813,0.995,455.049,46.149
2024-09-20T03:50:00,31.66,1.003,1953.497,192.447
2024-09-20T03:55:00,32.175,0.942,2947.513,231.448
2024-09-20T04:00:00,39.468,0.861,3300.675,157.342
2024-09-20T04:05:00,55.558,1.004,1772.166,649.303
2024-09-20T04:10:00,52.429,0.955,4637.341,541.831
2024-09-20T04:15:00,48.554,0.876,1447.272,334.59
2024-09-20T04:20:00,41.477,0.932,3827.4,210.895
2024-09-20T04:25:00,49.496,0.931,4443.707,1074.471
2024-09-20T04:30:00,51.46,1.002,2868.074,438.434
2024-09-20T04:35:00,47.748,1.003,1106.161,523.526
2024-09-20T04:40:00,41.218,1.002,984.448,340.758
