timestamp,rmssd,coverage,low_frequency,high_frequency
2025-01-31T00:00:00,42.219,0.955,697.718,280.347
2025-01-31T00:05:00,39.311,0.974,965.273,295.972
2025-01-31T00:10:00,35.494,0.91,714.431,245.771
2025-01-31T00:15:00,41.604,0.886,1616.663,294.633
2025-01-31T00:20:00,31.779,0.941,2649.717,350.365
2025-01-31T00:25:00,27.636,0.975,443.497,209.66
2025-01-31T00:30:00,26.571,0.942,520.346,74.076
2025-01-31T00:35:00,46.862,0.821,2684.07,515.762
2025-01-31T00:45:00,41.977,0.932,2571.69,569.567
2025-01-31T00:50:00,58.181,0.777,3420.91,731.723
2025-01-31T00:55:00,58.04,0.956,5085.141,567.858
2025-01-31T01:00:00,53.46,0.986,2565.869,377.389
2025-01-31T01:05:00,51.891,0.925,4954.215,329.86
2025-01-31T01:10:00,68.228,0.941,8427.096,488.044
2025-01-31T01:15:00,62.728,0.834,4858.804,406.29
2025-01-31T01:20:00,56.276,0.722,2109.846,420.327
2025-01-31T01:25:00,43.983,0.8,1615.53,311.522
2025-01-31T01:30:00,37.368,0.913,2484.855,166.178
2025-01-31T01:35:00,39.884,0.943,3778.148,818.414
2025-01-31T01:40:00,45.716,0.922,1355.59,368.606
2025-01-31T01:45:00,51.634,0.846,3584.015,639.989
2025-01-31T01:50:00,54.328,0.957,4907.834,593.22
2025-01-31T01:55:00,66.562,0.9,7839.757,600.837
2025-01-31T02:00:00,57.231,0.988,4675.947,584.063
2025-01-31T02:05:00,50.692,0.99,2236.967,459.002
2025-01-31T02:10:00,19.096,1.004,466.89,95.398
2025-01-31T02:15:00,25.905,0.98,1855.044,127.737
2025-01-31T02:20:00,28.473,1.001,711.901,177.108
2025-01-31T02:25:00,21.914,0.995,933.618,117.006
2025-01-31T02:30:00,36.086,0.992,639.622,232.048
2025-01-31T02:35:00,35.983,0.986,2049.819,312.132
2025-01-31T02:40:00,42.793,0.949,3275.538,414.174
2025-01-31T02:45:00,47.4,0.941,3697.874,313.069
2025-01-31T02:50:00,54.228,0.942,1093.81,775.537
2025-01-31T02:55:00,51.653,1.002,1767.82,599.575
2025-01-31T03:00:00,52.147,1.005,684.529,725.165
2025-01-31T03:05:00,53.865,1.003,578.066,894.365
2025-01-31T03:10:00,56.42,1.006,450.448,800.268
2025-01-31T03:15:00,68.783,0.867,4885.76,1001.799
2025-01-31T03:20:00,58.777,0.896,2127.071,412.84
2025-01-31T03:25:00,61.967,0.93,2751.519,605.591
2025-01-31T03:30:00,68.054,0.866,4228.996,942.162
2025-01-31T03:35:00,65.581,0.966,3254.589,605.14
2025-01-31T03:40:00,67.122,0.965,3196.027,804.304
2025-01-31T03:45:00,57.197,0.943,4173.372,311.828
2025-01-31T03:50:00,60.475,1.004,4753.857,460.51
2025-01-31T03:55:00,53.553,0.85,2794.532,268.299
2025-01-31T04:00:00,23.625,1.003,420.796,79.757
2025-01-31T04:05:00,42.407,0.93,1487.21,389.713
2025-01-31T04:10:00,54.2,0.985,3171.515,608.792
2025-01-31T04:15:00,55.065,0.828,3357.905,724.694
2025-01-31T04:20:00,51.763,0.973,3032.13,490.707
2025-01-31T22:10:00,59.194,0.889,4905.112,490.254
2025-01-31T22:15:00,53.563,0.941,2993.303,418.44
2025-01-31T22:20:00,51.257,0.741,4060.264,510.491
2025-01-31T22:25:00,57.575,0.942,4298.049,634.184
2025-01-31T22:30:00,58.147,0.705,1007.801,231.974
2025-01-31T22:35:00,47.443,0.943,2364.342,377.781
2025-01-31T22:40:00,44.914,0.996,992.422,276.901
2025-01-31T22:45:00,40.064,0.958,1042.934,305.437
2025-01-31T22:50:00,40.834,0.952,1564.977,266.431
2025-01-31T22:55:00,41.494,0.986,3614.206,242.126
2025-01-31T23:00:00,41.974,0.972,1884.421,423.254
2025-01-31T23:05:00,40.364,0.955,1977.371,276.483
2025-01-31T23:10:00,40.343,0.943,1746.253,277.845
2025-01-31T23:15:00,45.543,0.944,2467.417,368.995
2025-01-31T23:20:00,30.85,0.914,652.686,104.56
2025-01-31T23:25:00,29.946,0.994,3955.347,265.988
2025-01-31T23:30:00,36.027,0.956,4731.971,387.532
2025-01-31T23:35:00,39.906,0.863,1551.658,200.306
2025-01-31T23:40:00,42.43,0.73,620.116,272.214
2025-01-31T23:45:00,47.198,0.956,2868.488,559.529
2025-01-31T23:50:00,43.432,0.956,3301.238,432.955
2025-01-31T23:55:00,43.509,0.891,5888.91,304.914
