timestamp,rmssd,coverage,low_frequency,high_frequency
2024-10-03T00:00:00,40.928,0.947,1814.206,359.03
2024-10-03T00:05:00,41.647,0.937,2543.575,712.834
2024-10-03T00:10:00,35.103,0.998,3764.748,246.261
2024-10-03T00:15:00,19.4,0.994,620.032,43.764
2024-10-03T00:20:00,22.78,0.99,1863.447,126.292
2024-10-03T00:25:00,26.739,1.002,1438.333,121.627
2024-10-03T00:30:00,28.649,0.931,1603.971,140.133
2024-10-03T00:35:00,40.411,1.006,2261.863,446.91
2024-10-03T00:40:00,32.676,0.982,1800.854,306.542
2024-10-03T00:45:00,27.271,1.003,450.502,136.595
2024-10-03T00:50:00,29.683,0.858,1771.649,172.967
2024-10-03T00:55:00,38.612,0.86,2059.27,242.305
2024-10-03T01:00:00,38.976,0.937,1351.227,262.308
2024-10-03T01:05:00,52.146,0.948,4665.087,408.545
2024-10-03T01:10:00,40.365,0.856,2748.074,208.663
2024-10-03T01:15:00,50.368,0.949,2438.624,723.792
2024-10-03T01:20:00,47.85,0.904,1413.391,365.086
2024-10-03T01:25:00,45.669,0.941,3678.821,329.571
2024-10-03T01:30:00,43.848,0.972,2783.951,389.962
2024-10-03T01:35:00,46.865,1.003,3587.02,410.366
2024-10-03T01:40:00,44.074,0.924,3357.669,360.072
2024-10-03T01:45:00,47.674,0.785,1701.305,197.946
2024-10-03T01:50:00,36.72,0.978,618.97,456.273
2024-10-03T01:55:00,24.406,1.003,707.111,159.99
2024-10-03T02:00:00,30.361,0.994,1627.341,270.388
2024-10-03T02:05:00,27.269,1.006,765.68,221.021
2024-10-03T02:10:00,31.696,0.957,1380.764,331.549
2024-10-03T02:15:00,40.729,0.948,1396.49,434.154
2024-10-03T02:20:00,38.713,0.913,2736.947,211.112
2024-10-03T02:25:00,39.055,0.952,689.111,338.678
2024-10-03T02:30:00,36.165,0.904,733.063,362.15
2024-10-03T02:35:00,28.557,0.958,1316.879,133.201
2024-10-03T02:40:00,27.211,0.987,1600.891,850.568
2024-10-03T02:45:00,31.624,0.955,1446.947,141.082
2024-10-03T02:50:00,30.383,0.911,667.755,135.215
2024-10-03T02:55:00,43.635,0.889,1637.316,551.705
2024-10-03T03:00:00,31.308,0.966,1439.227,191.238
2024-10-03T03:05:00,28.048,1.002,606.916,134.838
2024-10-03T03:10:00,29.057,0.907,773.989,152.595
2024-10-03T03:15:00,29.048,0.93,1794.788,128.701
2024-10-03T03:20:00,29.185,0.965,1280.873,196.063
2024-10-03T03:25:00,25.425,0.954,883.123,158.566
2024-10-03T03:30:00,37.428,0.899,2519.767,350.734
2024-10-03T03:35:00,36.251,0.918,3048.389,326.181
2024-10-03T03:40:00,33.747,0.956,1435.758,226.091
2024-10-03T03:45:00,36.127,0.968,2728.841,237.052
2024-10-03T03:50:00,25.608,1.004,1361.248,190.242
2024-10-03T03:55:00,21.87,1.003,526.626,110.085
2024-10-03T04:00:00,17.922,0.996,390.868,81.464
2024-10-03T04:05:00,20.659,0.955,500.841,70.861
2024-10-03T04:10:00,34.598,0.954,2104.052,194.364
2024-10-03T21:45:00,33.568,0.962,2663.944,209.972
2024-10-03T21:50:00,30.124,0.868,601.782,163.504
2024-10-03T21:55:00,34.831,0.913,2629.036,266.448
2024-10-03T22:00:00,36.613,0.789,1362.268,249.723
2024-10-03T22:05:00,37.197,0.865,3448.852,184.569
2024-10-03T22:10:00,38.057,0.841,1727.977,256.693
2024-10-03T22:20:00,33.334,0.885,1537.936,292.599
2024-10-03T22:25:00,38.14,0.931,3561.346,149.649
2024-10-03T22:30:00,31.247,0.917,949.451,231.066
2024-10-03T22:35:00,40.768,0.819,3289.597,289.186
2024-10-03T22:40:00,46.622,0.928,1775.073,478.615
2024-10-03T22:45:00,40.49,0.927,834.933,310.079
2024-10-03T22:50:00,51.844,0.943,3719.09,806.811
2024-10-03T22:55:00,54.07,0.984,677.268,1016.826
2024-10-03T23:00:00,52.699,1.002,418.027,951.575
2024-10-03T23:05:00,54.602,0.877,1297.011,1050.551
2024-10-03T23:10:00,27.356,0.987,320.299,239.37
2024-10-03T23:15:00,18.046,1.001,2734.116,330.579
2024-10-03T23:20:00,28.664,1.005,798.167,253.305
2024-10-03T23:25:00,26.699,0.965,2267.7,163.953
2024-10-03T23:30:00,23.806,1.003,1180.868,104.396
2024-10-03T23:35:00,28.966,0.991,1599.969,167.771
2024-10-03T23:40:00,29.497,0.971,1383.666,233.532
2024-10-03T23:45:00,51.764,0.924,1660.306,680.405
2024-10-03T23:50:00,48.692,0.981,1255.043,766.33
2024-10-03T23:55:00,45.767,0.977,488.432,730.212
