timestamp,bucket_values
2024-09-12T04:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.006, 0.007, 0.028, 0.071, 0.127, 0.17, 0.184, 0.161, 0.111, 0.065, 0.036, 0.017, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-09-13T04:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.016, 0.04, 0.086, 0.12, 0.135, 0.149, 0.157, 0.132, 0.086, 0.042, 0.018, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-09-14T03:39:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.011, 0.053, 0.113, 0.219, 0.253, 0.188, 0.087, 0.037, 0.019, 0.009, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-09-14T07:09:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.008, 0.033, 0.075, 0.153, 0.202, 0.186, 0.15, 0.098, 0.049, 0.023, 0.012, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-09-15T05:20:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.005, 0.013, 0.049, 0.107, 0.151, 0.22, 0.183, 0.103, 0.061, 0.041, 0.027, 0.017, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-09-16T05:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.013, 0.044, 0.093, 0.172, 0.26, 0.209, 0.104, 0.051, 0.024, 0.013, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-09-17T02:09:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.016, 0.046, 0.09, 0.136, 0.207, 0.236, 0.143, 0.067, 0.031, 0.015, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-09-17T04:44:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.022, 0.045, 0.085, 0.139, 0.208, 0.229, 0.144, 0.067, 0.032, 0.015, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-09-19T04:46:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.006, 0.023, 0.052, 0.088, 0.131, 0.154, 0.16, 0.136, 0.101, 0.07, 0.044, 0.018, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-09-20T04:47:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.022, 0.072, 0.114, 0.178, 0.208, 0.162, 0.11, 0.059, 0.032, 0.017, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
