timestamp,rmssd,coverage,low_frequency,high_frequency
2024-09-11T21:50:00,64.596,0.993,4261.629,648.58
2024-09-11T21:55:00,63.484,0.847,8727.43,724.061
2024-09-11T22:00:00,58.526,0.836,3246.248,595.108
2024-09-11T22:05:00,50.134,0.978,4074.175,438.713
2024-09-11T22:10:00,49.328,0.973,1984.305,463.893
2024-09-11T22:15:00,39.102,0.929,867.559,247.161
2024-09-11T22:20:00,44.309,0.956,2969.88,399.982
2024-09-11T22:25:00,45.255,0.922,2352.105,355.342
2024-09-11T22:30:00,55.33,1.001,4895.834,543.374
2024-09-11T22:35:00,39.278,0.953,3931.574,275.345
2024-09-11T22:40:00,30.453,0.949,2048.035,109.454
2024-09-11T22:45:00,30.512,0.952,4443.06,176.525
2024-09-11T22:50:00,34.577,0.953,2270.07,228.094
2024-09-11T22:55:00,42.739,0.997,1713.513,348.752
2024-09-11T23:00:00,64.153,0.833,2242.554,743.311
2024-09-11T23:05:00,46.591,0.997,2714.399,444.42
2024-09-11T23:10:00,56.71,0.932,1683.162,611.85
2024-09-11T23:15:00,45.09,1.002,812.558,460.199
2024-09-11T23:20:00,41.721,0.971,1914.02,341.207
2024-09-11T23:25:00,49.046,0.923,6284.253,252.254
2024-09-11T23:30:00,53.544,0.873,1843.458,418.409
2024-09-11T23:35:00,55.961,0.857,3406.184,526.192
2024-09-11T23:40:00,47.659,0.958,4207.662,360.269
2024-09-11T23:45:00,62.493,0.882,2947.185,546.416
2024-09-11T23:50:00,66.115,0.932,5674.879,442.765
2024-09-11T23:55:00,94.048,0.994,6362.747,1056.543
