timestamp,bucket_values
2024-11-01T04:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.015, 0.05, 0.152, 0.252, 0.235, 0.163, 0.074, 0.031, 0.011, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-02T05:06:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.004, 0.023, 0.052, 0.097, 0.138, 0.179, 0.196, 0.15, 0.088, 0.038, 0.018, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-03T07:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.018, 0.078, 0.173, 0.223, 0.197, 0.148, 0.082, 0.041, 0.019, 0.008, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-05T02:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.016, 0.047, 0.095, 0.167, 0.236, 0.211, 0.129, 0.052, 0.023, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-05T04:38:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.003, 0.007, 0.023, 0.055, 0.092, 0.158, 0.226, 0.212, 0.132, 0.056, 0.021, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-07T01:14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.025, 0.055, 0.1, 0.15, 0.191, 0.195, 0.136, 0.073, 0.038, 0.02, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-07T05:31:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.014, 0.037, 0.078, 0.12, 0.181, 0.243, 0.181, 0.086, 0.03, 0.014, 0.006, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-08T04:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.015, 0.046, 0.101, 0.157, 0.213, 0.208, 0.131, 0.065, 0.029, 0.015, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-13T04:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.01, 0.031, 0.049, 0.07, 0.085, 0.113, 0.135, 0.157, 0.155, 0.103, 0.049, 0.021, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-11-14T04:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.015, 0.072, 0.207, 0.28, 0.225, 0.108, 0.05, 0.02, 0.012, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-19T04:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.007, 0.026, 0.047, 0.093, 0.137, 0.162, 0.178, 0.162, 0.1, 0.052, 0.021, 0.008, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-20T04:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.036, 0.078, 0.127, 0.181, 0.241, 0.172, 0.083, 0.039, 0.022, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-22T01:37:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.019, 0.059, 0.078, 0.106, 0.156, 0.175, 0.162, 0.131, 0.062, 0.028, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-23T02:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.009, 0.031, 0.108, 0.187, 0.207, 0.177, 0.143, 0.082, 0.035, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-25T04:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.009, 0.012, 0.024, 0.09, 0.179, 0.188, 0.16, 0.13, 0.089, 0.057, 0.033, 0.016, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-26T04:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.01, 0.036, 0.106, 0.149, 0.162, 0.193, 0.167, 0.099, 0.046, 0.019, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-27T04:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.009, 0.022, 0.051, 0.115, 0.184, 0.228, 0.175, 0.11, 0.056, 0.026, 0.013, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-29T06:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.012, 0.036, 0.097, 0.178, 0.25, 0.219, 0.114, 0.047, 0.023, 0.011, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-11-30T06:16:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.01, 0.028, 0.07, 0.138, 0.192, 0.194, 0.153, 0.097, 0.053, 0.03, 0.017, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
