timestamp,rmssd,coverage,low_frequency,high_frequency
2024-10-20T00:00:00,44.345,0.974,3977.225,503.307
2024-10-20T00:05:00,35.873,0.932,1105.398,400.026
2024-10-20T00:10:00,33.655,0.963,939.689,332.239
2024-10-20T00:15:00,30.803,0.965,383.931,277.264
2024-10-20T00:20:00,29.608,0.936,1115.908,287.071
2024-10-20T00:25:00,40.228,0.846,644.288,375.532
2024-10-20T00:30:00,33.482,1.005,499.965,421.133
2024-10-20T00:35:00,31.815,1.002,612.383,352.501
2024-10-20T00:40:00,39.062,0.956,1854.628,424.731
2024-10-20T00:45:00,33.682,0.98,736.642,424.008
2024-10-20T00:50:00,34.287,0.896,1103.942,418.123
2024-10-20T00:55:00,34.835,0.868,1887.575,298.45
2024-10-20T01:00:00,20.402,0.943,746.549,119.77
2024-10-20T01:05:00,15.492,0.955,252.749,43.135
2024-10-20T01:10:00,14.189,0.938,1202.875,53.092
2024-10-20T01:15:00,18.422,0.963,506.58,127.715
2024-10-20T01:20:00,21.014,1.003,650.945,174.461
2024-10-20T01:25:00,25.56,0.905,569.445,210.898
2024-10-20T01:30:00,23.443,1.003,361.371,177.941
2024-10-20T01:50:00,25.942,0.906,741.299,245.862
2024-10-20T01:55:00,29.235,0.831,771.774,260.441
2024-10-20T02:00:00,33.941,0.862,936.019,407.786
2024-10-20T02:05:00,28.812,0.943,910.6,178.899
2024-10-20T02:10:00,27.646,0.88,1577.95,225.361
2024-10-20T02:15:00,27.975,0.954,1715.813,216.559
2024-10-20T02:20:00,31.39,0.882,2677.659,181.283
2024-10-20T02:25:00,29.465,0.9,1956.498,205.201
2024-10-20T02:30:00,28.879,0.91,2095.387,323.946
2024-10-20T02:35:00,29.591,0.97,2058.942,210.533
2024-10-20T02:40:00,28.841,0.952,1247.317,220.316
2024-10-20T02:45:00,31.126,0.963,1796.666,187.406
2024-10-20T02:50:00,14.773,0.996,582.683,67.92
2024-10-20T02:55:00,14.468,1.001,671.446,42.132
2024-10-20T03:00:00,17.062,0.968,485.882,72.031
2024-10-20T03:05:00,13.481,0.993,285.61,29.56
2024-10-20T03:10:00,10.53,1.001,236.584,20.588
2024-10-20T03:15:00,13.755,0.811,570.594,33.014
2024-10-20T03:20:00,20.298,0.947,657.169,103.919
2024-10-20T03:25:00,26.854,0.907,1212.08,192.33
2024-10-20T03:30:00,24.451,0.919,831.655,152.079
2024-10-20T03:35:00,25.817,0.976,1082.165,179.987
2024-10-20T03:40:00,22.629,1.002,329.859,207.007
2024-10-20T03:45:00,20.331,1.004,202.568,132.296
2024-10-20T03:50:00,21.631,1.003,368.967,140.972
2024-10-20T03:55:00,22.95,0.973,195.183,169.43
2024-10-20T04:00:00,42.918,0.856,2159.868,433.257
2024-10-20T04:05:00,30.485,0.987,1710.144,259.791
2024-10-20T04:10:00,38.261,0.921,2037.764,246.669
2024-10-20T04:15:00,40.813,0.926,2438.429,416.362
2024-10-20T04:20:00,32.764,0.933,2082.362,229.731
2024-10-20T04:25:00,17.853,0.974,687.325,45.359
2024-10-20T04:30:00,22.721,0.955,1959.353,84.364
2024-10-20T04:35:00,16.499,1.003,702.79,78.638
2024-10-20T04:40:00,31.172,0.958,1754.15,433.307
2024-10-20T04:45:00,26.97,0.895,1220.549,188.897
2024-10-20T04:50:00,32.246,0.955,2775.678,255.019
2024-10-20T04:55:00,32.695,0.914,1205.33,225.63
2024-10-20T05:00:00,24.652,0.99,1024.509,172.453
2024-10-20T05:05:00,21.34,0.99,932.924,143.839
2024-10-20T05:10:00,21.275,0.975,599.689,117.214
2024-10-20T05:15:00,23.548,0.988,905.92,185.536
2024-10-20T05:20:00,29.871,0.861,1362.457,221.027
2024-10-20T05:25:00,18.155,0.974,490.508,91.051
2024-10-20T05:30:00,11.803,0.968,481.756,34.148
2024-10-20T05:35:00,12.208,0.949,427.189,33.562
2024-10-20T05:40:00,15.688,0.993,534.445,80.113
2024-10-20T05:45:00,20.671,0.912,1373.013,137.893
