timestamp,rmssd,coverage,low_frequency,high_frequency
2024-11-01T00:15:00,33.971,0.875,1941.917,383.489
2024-11-01T00:20:00,36.132,0.951,1265.596,189.637
2024-11-01T00:25:00,36.338,0.945,1153.344,276.135
2024-11-01T00:30:00,35.051,0.952,3641.756,177.247
2024-11-01T00:35:00,33.209,0.962,2565.854,203.768
2024-11-01T00:40:00,33.756,0.981,2461.387,197.222
2024-11-01T00:45:00,35.028,0.956,1458.489,198.854
2024-11-01T00:50:00,33.619,0.987,2554.762,290.58
2024-11-01T00:55:00,34.132,1.003,1631.424,179.992
2024-11-01T01:00:00,32.833,0.943,1604.942,219.037
2024-11-01T01:05:00,51.103,0.941,3967.115,429.509
2024-11-01T01:10:00,47.997,1.001,3922.3,498.672
2024-11-01T01:15:00,42.004,0.968,4782.453,339.825
2024-11-01T01:20:00,45.432,0.942,2691.056,547.456
2024-11-01T01:25:00,43.217,0.962,1353.861,682.526
2024-11-01T01:30:00,38.989,0.964,629.36,583.059
2024-11-01T01:35:00,37.813,0.964,945.117,439.285
2024-11-01T01:40:00,50.138,0.917,2344.678,702.896
2024-11-01T01:45:00,51.017,0.954,1686.243,857.127
2024-11-01T01:50:00,23.267,0.989,384.328,164.862
2024-11-01T01:55:00,26.039,1.005,585.489,171.795
2024-11-01T02:00:00,20.896,0.904,522.826,72.712
2024-11-01T02:05:00,21.685,0.979,630.94,144.316
2024-11-01T02:10:00,25.991,0.86,813.368,175.217
2024-11-01T02:15:00,22.355,1.006,964.185,135.771
2024-11-01T02:20:00,24.235,0.989,1208.646,130.164
2024-11-01T02:25:00,32.064,0.934,2140.037,171.03
2024-11-01T02:30:00,26.249,0.95,913.432,133.625
2024-11-01T02:35:00,27.294,0.974,911.171,213.88
2024-11-01T02:40:00,27.328,0.924,1475.712,114.95
2024-11-01T02:45:00,24.448,1.002,312.121,120.602
2024-11-01T02:50:00,24.078,1.006,384.713,115.715
2024-11-01T02:55:00,36.283,0.931,1949.534,342.428
2024-11-01T03:00:00,36.552,0.912,2425.796,421.174
2024-11-01T03:05:00,41.297,0.991,1522.721,499.907
2024-11-01T03:10:00,40.168,0.96,1062.63,405.142
2024-11-01T03:15:00,31.414,0.969,763.765,181.922
2024-11-01T03:20:00,26.441,1.004,324.586,171.555
2024-11-01T03:25:00,30.263,1.002,812.056,263.383
2024-11-01T03:30:00,33.421,1.002,294.754,384.017
2024-11-01T03:35:00,37.19,0.991,920.062,418.656
2024-11-01T03:40:00,30.383,0.984,468.869,302.595
2024-11-01T03:45:00,21.642,1.002,213.866,125.228
2024-11-01T03:50:00,21.177,1.003,1023.893,192.45
2024-11-01T03:55:00,32.227,0.943,1742.967,428.682
2024-11-01T04:00:00,36.247,0.944,3284.88,343.874
2024-11-01T04:05:00,22.763,0.991,1216.891,122.841
2024-11-01T04:10:00,22.201,1.003,560.476,109.724
2024-11-01T04:15:00,28.938,0.945,3347.154,179.203
2024-11-01T04:20:00,34.761,0.821,2529.909,314.745
2024-11-01T04:25:00,35.879,0.714,2213.109,195.478
2024-11-01T04:30:00,28.127,0.971,735.034,228.885
2024-11-01T04:35:00,37.608,0.924,2016.523,287.553
2024-11-01T04:40:00,34.913,0.918,1036.68,212.672
2024-11-01T23:00:00,44.647,0.889,1956.815,325.079
2024-11-01T23:05:00,50.906,0.818,2406.17,326.613
2024-11-01T23:10:00,45.23,0.947,6618.627,416.701
2024-11-01T23:15:00,48.766,0.897,1094.287,466.714
2024-11-01T23:20:00,47.287,0.783,1735.595,136.861
2024-11-01T23:30:00,36.459,0.793,602.107,333.445
2024-11-01T23:40:00,40.869,0.978,720.959,324.133
2024-11-01T23:45:00,51.62,0.856,1332.106,355.978
2024-11-01T23:50:00,44.701,0.894,2346.904,320.851
2024-11-01T23:55:00,55.199,0.949,2314.588,481.566
