timestamp,rmssd,coverage,low_frequency,high_frequency
2024-12-30T00:00:00,26.439,0.97,1296.886,94.036
2024-12-30T00:05:00,33.182,0.831,1606.42,264.255
2024-12-30T00:10:00,38.509,1.003,1409.447,338.036
2024-12-30T00:15:00,25.095,0.97,563.2,96.463
2024-12-30T00:20:00,24.731,0.952,1211.074,152.063
2024-12-30T00:25:00,46.722,0.996,3060.639,488.888
2024-12-30T00:30:00,37.3,0.827,1249.145,290.333
2024-12-30T00:35:00,50.335,0.971,2006.161,720.614
2024-12-30T00:40:00,47.684,0.981,735.465,407.248
2024-12-30T00:45:00,53.705,0.862,2299.507,701.244
2024-12-30T00:50:00,42.341,0.88,3761.263,254.766
2024-12-30T00:55:00,37.595,0.839,863.59,348.982
2024-12-30T01:00:00,32.643,1.003,954.419,228.014
2024-12-30T01:05:00,37.894,0.952,890.497,242.761
2024-12-30T01:10:00,49.322,0.917,3476.113,380.417
2024-12-30T01:15:00,36.33,0.923,1815.354,250.977
2024-12-30T01:20:00,42.494,0.84,3361.81,325.709
2024-12-30T01:25:00,43.313,0.984,1721.139,344.154
2024-12-30T01:30:00,42.565,0.9,2878.013,247.626
2024-12-30T01:35:00,56.842,0.951,1968.296,766.774
2024-12-30T01:40:00,61.183,0.893,2816.658,654.073
2024-12-30T01:45:00,36.173,0.969,1150.467,281.085
2024-12-30T01:50:00,38.089,0.921,1124.767,150.719
2024-12-30T01:55:00,46.898,0.987,2447.712,388.844
2024-12-30T02:00:00,47.542,1.006,2938.4,549.456
2024-12-30T02:05:00,18.476,1.002,250.448,46.385
2024-12-30T02:10:00,32.287,0.981,1044.915,162.432
2024-12-30T02:15:00,21.467,0.973,884.108,101.57
2024-12-30T02:20:00,24.767,0.897,674.079,126.861
2024-12-30T02:25:00,31.006,0.881,524.766,256.001
2024-12-30T02:30:00,36.378,0.929,1884.046,263.705
2024-12-30T02:35:00,32.306,0.909,634.732,156.569
2024-12-30T02:40:00,36.52,0.979,2576.926,297.814
2024-12-30T02:45:00,40.744,0.95,1379.25,335.524
2024-12-30T02:50:00,46.559,1.002,632.124,669.683
2024-12-30T02:55:00,51.123,1.003,750.071,760.383
2024-12-30T03:00:00,45.406,0.962,2140.008,508.891
2024-12-30T03:05:00,63.522,0.971,1750.052,1036.874
2024-12-30T03:10:00,65.949,0.951,312.306,1144.989
2024-12-30T03:15:00,64.647,0.937,2438.235,1004.407
2024-12-30T03:20:00,57.213,0.966,2155.068,778.669
2024-12-30T03:25:00,57.93,0.94,3796.361,830.551
2024-12-30T03:30:00,51.543,0.96,3914.59,517.865
2024-12-30T03:35:00,48.66,0.942,3554.074,432.053
2024-12-30T03:40:00,42.255,0.854,2160.232,317.177
2024-12-30T03:45:00,38.317,0.879,2182.357,210.349
2024-12-30T03:50:00,41.738,0.795,1948.391,136.911
2024-12-30T03:55:00,49.108,0.973,2837.18,491.179
2024-12-30T04:00:00,37.193,1.006,2358.763,285.694
2024-12-30T04:05:00,32.46,0.942,1062.757,149.825
2024-12-30T04:10:00,45.322,0.935,1097.91,465.958
