timestamp,rmssd,coverage,low_frequency,high_frequency
2024-11-23T00:00:00,44.061,0.997,2995.115,384.863
2024-11-23T00:05:00,38.698,0.979,1411.711,341.136
2024-11-23T00:10:00,29.27,1.002,1060.544,140.88
2024-11-23T00:15:00,20.251,1.005,471.136,73.817
2024-11-23T00:20:00,28.16,0.951,421.126,174.014
2024-11-23T00:25:00,45.143,0.865,3102.338,1685.769
2024-11-23T00:30:00,37.449,0.998,1878.984,280.712
2024-11-23T00:35:00,44.259,0.994,1471.969,648.992
2024-11-23T00:40:00,41.845,1.003,1035.497,378.333
2024-11-23T00:45:00,45.808,1.006,607.134,640.055
2024-11-23T00:50:00,41.972,0.935,397.919,685.54
2024-11-23T00:55:00,48.155,0.999,1985.551,317.101
2024-11-23T01:00:00,37.46,0.987,1459.656,246.537
2024-11-23T01:05:00,49.858,0.961,1849.996,724.143
2024-11-23T01:10:00,38.088,0.962,994.444,327.58
2024-11-23T01:20:00,53.02,0.768,1894.823,587.55
2024-11-23T01:25:00,45.956,0.907,1967.15,626.26
2024-11-23T01:30:00,41.072,0.853,2294.331,416.446
2024-11-23T01:35:00,29.94,0.941,3181.582,123.986
2024-11-23T01:40:00,39.267,0.911,2871.489,253.599
2024-11-23T01:45:00,33.795,0.877,1424.135,298.894
2024-11-23T01:50:00,35.343,0.856,1557.339,231.809
