timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2025-03-06T05:00:30,14.8,0.5,4.439,14.8,0.5,4.439,14.6,1.4,8.372,13.6,1.2,3.862
2025-03-07T05:14:30,15.6,1.5,5.214,15.6,1.5,5.214,14.0,1.8,6.045,14.2,0.5,2.972
2025-03-20T05:13:30,14.8,1.6,6.762,-1.0,0.0,1.655,14.8,1.6,6.762,13.4,1.5,4.033
2025-03-22T05:12:30,13.2,0.4,8.13,13.2,0.4,8.13,14.2,2.3,5.66,13.0,0.6,2.624
2025-03-25T03:30:30,16.4,2.8,5.209,-1.0,0.0,1.797,16.4,2.8,5.209,-1.0,0.0,2.459
2025-03-25T05:11:00,17.8,1.4,5.109,17.8,1.4,5.109,16.6,2.5,6.23,16.2,0.6,2.569
2025-03-28T05:01:30,14.4,1.9,6.819,15.8,1.0,3.873,14.4,1.9,6.819,12.8,0.7,3.17
