timestamp,rmssd,coverage,low_frequency,high_frequency
2024-11-29T00:25:00,21.061,0.908,829.467,93.658
2024-11-29T00:30:00,19.288,0.953,320.006,70.612
2024-11-29T00:35:00,17.035,0.82,940.091,54.663
2024-11-29T00:40:00,22.253,0.95,1024.866,117.419
2024-11-29T00:45:00,25.96,0.921,427.894,154.594
2024-11-29T00:50:00,37.587,0.963,1943.705,415.902
2024-11-29T00:55:00,38.13,0.922,3828.441,254.148
2024-11-29T01:00:00,41.336,0.909,1882.671,203.812
2024-11-29T01:05:00,36.154,0.947,3445.691,375.447
2024-11-29T01:10:00,32.012,1.001,451.986,207.978
2024-11-29T01:15:00,35.048,0.978,628.186,213.736
2024-11-29T01:20:00,35.005,0.972,2908.627,310.183
2024-11-29T01:25:00,47.982,0.916,3681.888,490.827
2024-11-29T01:30:00,38.353,0.929,2585.141,609.998
2024-11-29T01:35:00,39.834,0.96,4530.522,416.654
2024-11-29T01:40:00,44.108,0.719,2268.42,187.294
2024-11-29T01:45:00,39.388,0.912,3666.778,287.132
2024-11-29T01:50:00,47.005,0.865,3808.283,450.548
2024-11-29T01:55:00,47.048,0.855,6948.632,416.351
2024-11-29T02:00:00,40.282,0.913,2852.735,344.281
2024-11-29T02:05:00,19.754,1.003,415.013,91.435
2024-11-29T02:10:00,32.648,0.969,4910.022,187.457
2024-11-29T02:15:00,31.792,0.97,996.927,234.357
2024-11-29T02:20:00,23.634,1.001,1522.397,170.084
2024-11-29T02:25:00,30.736,0.991,4466.564,149.393
2024-11-29T02:30:00,27.671,0.951,1786.898,167.651
2024-11-29T02:35:00,31.385,0.945,1028.813,181.969
2024-11-29T02:40:00,43.629,0.84,2900.206,280.74
2024-11-29T02:45:00,43.082,0.83,2813.711,236.814
2024-11-29T02:50:00,36.821,1.006,1088.555,247.99
2024-11-29T02:55:00,38.29,0.988,1063.045,256.609
2024-11-29T03:00:00,42.395,1.004,1038.657,303.9
2024-11-29T03:05:00,40.782,1.004,1046.702,308.699
2024-11-29T03:10:00,42.035,0.754,3570.624,335.251
2024-11-29T03:15:00,48.107,0.878,4357.382,540.156
2024-11-29T03:20:00,59.854,0.869,2408.07,594.667
2024-11-29T03:30:00,33.802,0.963,1438.976,231.798
2024-11-29T03:35:00,38.37,0.969,2160.056,259.586
2024-11-29T03:40:00,42.807,0.913,2920.171,287.449
2024-11-29T03:45:00,36.393,1.003,761.088,250.555
2024-11-29T03:50:00,38.699,0.871,2643.208,242.207
2024-11-29T03:55:00,33.494,0.795,515.19,129.261
2024-11-29T04:00:00,19.847,1.003,707.615,52.272
2024-11-29T04:05:00,13.736,1.004,1032.715,33.064
2024-11-29T04:10:00,17.132,0.926,419.66,29.154
2024-11-29T04:15:00,34.895,0.999,1024.764,495.802
2024-11-29T04:20:00,49.349,0.957,1321.638,631.639
2024-11-29T04:25:00,39.005,0.812,2017.804,197.714
2024-11-29T04:30:00,37.456,0.827,1147.928,168.287
2024-11-29T04:35:00,37.677,0.996,764.957,484.026
2024-11-29T04:40:00,36.483,0.997,1164.437,362.705
2024-11-29T04:45:00,32.648,0.932,1765.219,179.062
2024-11-29T04:50:00,31.289,1.004,1782.268,165.448
2024-11-29T04:55:00,31.032,0.95,447.624,189.882
2024-11-29T05:00:00,35.833,1.004,1507.369,333.602
2024-11-29T05:05:00,36.175,0.999,472.644,274.013
2024-11-29T05:10:00,30.051,0.934,776.686,265.041
2024-11-29T05:15:00,29.004,1.005,610.061,220.301
2024-11-29T05:20:00,18.45,1.001,387.453,80.318
2024-11-29T05:25:00,17.619,0.996,540.023,79.278
2024-11-29T05:30:00,33.268,0.947,1074.78,237.913
2024-11-29T05:35:00,24.536,0.987,870.309,148.588
2024-11-29T05:40:00,37.609,0.871,1185.571,149.217
2024-11-29T05:45:00,35.543,0.96,1901.568,334.156
2024-11-29T05:50:00,50.962,0.931,2043.194,743.238
2024-11-29T05:55:00,44.335,0.918,2392.417,402.212
2024-11-29T06:00:00,44.323,0.92,3478.112,577.828
2024-11-29T06:10:00,44.925,1.004,494.385,516.152
2024-11-29T23:15:00,56.179,0.957,3297.773,583.083
2024-11-29T23:20:00,69.936,0.974,6879.808,765.682
2024-11-29T23:25:00,58.837,0.721,3154.018,157.595
2024-11-29T23:30:00,48.312,0.951,4139.449,273.85
2024-11-29T23:35:00,55.351,0.994,8586.074,608.112
2024-11-29T23:40:00,49.532,0.91,3036.326,362.48
2024-11-29T23:45:00,49.249,0.939,5012.735,359.91
2024-11-29T23:50:00,45.961,0.954,5281.143,317.324
2024-11-29T23:55:00,50.938,0.998,2786.863,377.445
