exercise_id,exercise_start,exercise_end,utc_offset,exercise_created,exercise_last_updated,activity_name,log_type,pool_length,pool_length_unit,intervals,distance_units,tracker_total_calories,tracker_total_steps,tracker_total_distance_mm,tracker_total_altitude_mm,tracker_avg_heart_rate,tracker_peak_heart_rate,tracker_avg_pace_mm_per_second,tracker_avg_speed_mm_per_second,tracker_peak_speed_mm_per_second,tracker_auto_stride_run_mm,tracker_auto_stride_walk_mm,tracker_swim_lengths,tracker_pool_length,tracker_pool_length_unit,tracker_cardio_load,manually_logged_total_calories,manually_logged_total_steps,manually_logged_total_distance_mm,manually_logged_pool_length,manually_logged_pool_length_unit,events
2991130346115184040,2024-02-23 08:23:06+0000,2024-02-23 09:34:42+0000,+07:00,2024-02-23 09:36:26+0000,2024-02-23 09:36:26+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,804,11745,9709282,50902,150,157,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3103339921791315784,2024-05-18 11:42:00+0000,2024-05-18 12:35:53+0000,-05:00,2024-05-18 12:37:35+0000,2024-05-18 12:37:35+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,551,8223,8069166,21031,153,162,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3108176483040804160,2024-01-22 04:30:14+0000,2024-01-22 04:30:18+0000,+07:00,2024-01-22 05:21:50+0000,2024-01-22 05:21:50+0000,Powerlifting,TRACKER,0,UNSPECIFIED,,IMPERIAL,0,0,0,0,54,55,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3113627930440782504,2023-12-29 08:49:57+0000,2023-12-29 09:16:38+0000,+07:00,2023-12-29 08:58:32+0000,2023-12-29 09:26:12+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,273,0,0,0,146,174,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3424783707616857904,2024-06-25 11:18:51+0000,2024-06-25 12:10:59+0000,-05:00,2024-06-25 11:36:04+0000,2024-06-25 12:11:20+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,627,8742,8070730,21031,150,167,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3436696294017877328,2024-03-03 09:29:15+0000,2024-03-03 10:03:48+0000,+07:00,2024-03-03 09:45:11+0000,2024-03-03 10:04:11+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,395,5585,4555415,10058,140,169,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3438411893361256744,2024-04-06 11:04:50+0000,2024-04-06 12:24:59+0000,-05:00,2024-04-06 11:12:53+0000,2024-04-06 12:32:07+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,932,13203,11192040,74981,145,168,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3548412327093766768,2024-03-06 09:20:56+0000,2024-03-06 10:45:16+0000,+07:00,2024-03-06 09:25:59+0000,2024-03-06 10:45:33+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,403,0,0,0,107,143,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3663075511127457640,2024-01-31 07:41:11+0000,2024-01-31 08:41:18+0000,+07:00,2024-01-31 07:45:03+0000,2024-01-31 08:41:31+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,442,0,0,0,119,151,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3711111670088314040,2024-03-12 08:02:50+0000,2024-03-12 09:04:29+0000,+07:00,2024-03-12 08:09:59+0000,2024-03-12 09:04:40+0000,Kickboxing,TRACKER,0,UNSPECIFIED,,IMPERIAL,602,0,0,0,134,166,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
376207773312824968,2024-04-08 10:19:50+0000,2024-04-08 10:50:14+0000,-05:00,2024-04-08 10:35:27+0000,2024-04-08 10:50:25+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,255,0,0,0,126,160,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3824978246870420376,2024-02-15 08:23:27+0000,2024-02-15 08:56:26+0000,+07:00,2024-02-15 08:58:17+0000,2024-02-15 08:58:17+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,387,5776,5193447,4877,145,159,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3852232037450862416,2024-01-17 08:10:47+0000,2024-01-17 09:37:38+0000,+07:00,2024-01-17 08:20:48+0000,2024-01-17 09:37:50+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,590,0,0,0,124,159,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
3901428796829438560,2024-10-04 11:04:52+0000,2024-10-04 11:53:45+0000,-05:00,2024-10-04 11:20:14+0000,2024-10-04 11:53:59+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,338,0,363459,0,117,153,0,0,0,0,0,0,0,UNSPECIFIED,38.34,,,,,,"[ExerciseEventId: 270628698440008824, Timestamp: 2024-10-04 11:53:45+0000, Type: SPLIT, AutoCueType: UNSPECIFIED, ElapsedTimeMillis: 2932739, TraveledDistanceMm: 363459, CaloriesBurned: 338, Steps: 0, AverageHeartRate: 117, ElevationGainMm: 0, SwimLengths: 0, AverageSpeedMmPerSec: 0, IntervalType: UNSPECIFIED]"
4039674324166999600,2024-09-08 12:26:48+0000,2024-09-08 13:27:09+0000,-05:00,2024-09-08 14:11:49+0000,2024-09-08 14:11:49+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,759,10259,9831793,7010,151,166,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
429841772660952376,2024-02-26 09:41:52+0000,2024-02-26 10:40:52+0000,+07:00,2024-02-26 10:01:37+0000,2024-02-26 10:41:19+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,283,0,0,0,107,141,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
4436033456004078440,2024-01-14 00:08:22+0000,2024-01-14 00:56:32+0000,+07:00,2024-01-14 00:54:26+0000,2024-01-14 00:56:42+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,423,6242,5119109,4877,123,153,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
4587572483922317168,2024-09-12 11:08:43+0000,2024-09-12 12:06:06+0000,-05:00,2024-09-12 11:23:10+0000,2024-09-12 12:06:22+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,403,0,195756,0,116,142,0,0,0,0,0,0,0,UNSPECIFIED,41.85,,,,,,"[ExerciseEventId: 7312400465805919176, Timestamp: 2024-09-12 12:06:06+0000, Type: SPLIT, AutoCueType: UNSPECIFIED, ElapsedTimeMillis: 3442958, TraveledDistanceMm: 195756, CaloriesBurned: 402, Steps: 0, AverageHeartRate: 116, ElevationGainMm: 0, SwimLengths: 0, AverageSpeedMmPerSec: 0, IntervalType: UNSPECIFIED]"
4611462181867941464,2024-04-30 10:44:20+0000,2024-04-30 12:10:07+0000,-05:00,2024-04-30 10:50:10+0000,2024-04-30 12:10:21+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,911,13775,11591986,39014,148,160,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
4863060511805878032,2024-05-20 11:42:51+0000,2024-05-20 12:08:04+0000,-05:00,2024-05-20 11:58:48+0000,2024-05-20 12:09:01+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,181,0,0,0,115,140,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
4865190183213948704,2024-03-15 08:04:10+0000,2024-03-15 08:35:48+0000,+07:00,2024-03-15 08:12:36+0000,2024-03-15 08:36:02+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,277,1720,1419334,914,129,159,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
4875710694010778088,2024-02-07 09:18:29+0000,2024-02-07 10:30:42+0000,+07:00,2024-02-07 11:04:09+0000,2024-02-07 11:04:09+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,844,12067,10258995,10973,146,155,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
4880320855683469368,2024-03-10 01:16:06+0000,2024-03-10 02:16:19+0000,+07:00,2024-03-10 02:55:32+0000,2024-03-10 02:55:32+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,714,10548,9545674,46939,149,178,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5051387689799600904,2024-03-05 08:08:16+0000,2024-03-05 08:14:49+0000,+07:00,2024-03-05 08:15:01+0000,2024-03-05 08:15:01+0000,Kickboxing,TRACKER,0,UNSPECIFIED,,IMPERIAL,45,0,0,0,117,144,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5168885861320244472,2024-05-07 11:55:45+0000,2024-05-07 12:13:42+0000,-05:00,2024-05-07 12:13:55+0000,2024-05-07 12:13:55+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,216,3284,3247177,2134,146,161,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5277781350356049768,2024-01-14 04:41:44+0000,2024-01-14 04:57:06+0000,+07:00,2024-01-14 05:08:16+0000,2024-01-14 05:08:16+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
5321147420031851472,2023-11-15 08:27:57+0000,2023-11-15 10:38:31+0000,+07:00,2023-11-15 08:46:34+0000,2023-11-15 11:01:04+0000,Aerobics,TRACKER,0,UNSPECIFIED,,IMPERIAL,646,0,0,0,113,168,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5341261269863098912,2024-04-11 09:58:30+0000,2024-04-11 10:52:42+0000,-05:00,2024-04-11 10:11:13+0000,2024-04-11 10:53:09+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,586,8972,8230136,7925,146,164,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5462936402918248520,2024-10-08 11:26:36+0000,2024-10-08 12:13:59+0000,-05:00,2024-10-08 11:42:07+0000,2024-10-08 12:14:12+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,451,0,151201,0,136,164,0,0,0,0,0,0,0,UNSPECIFIED,65.15,,,,,,"[ExerciseEventId: 6779300898311736136, Timestamp: 2024-10-08 12:13:59+0000, Type: SPLIT, AutoCueType: UNSPECIFIED, ElapsedTimeMillis: 2842958, TraveledDistanceMm: 151201, CaloriesBurned: 451, Steps: 0, AverageHeartRate: 135, ElevationGainMm: 0, SwimLengths: 0, AverageSpeedMmPerSec: 0, IntervalType: UNSPECIFIED]"
5510882341003486704,2024-03-14 08:09:19+0000,2024-03-14 09:10:45+0000,+07:00,2024-03-14 08:15:13+0000,2024-03-14 09:11:50+0000,Kickboxing,TRACKER,0,UNSPECIFIED,,IMPERIAL,569,0,0,0,134,165,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5667537826214303096,2024-01-28 04:47:48+0000,2024-01-28 05:14:15+0000,+07:00,2024-01-28 05:46:36+0000,2024-01-28 05:46:36+0000,Sport,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
5697795387125771720,2024-06-14 11:34:02+0000,2024-06-14 22:30:51+0000,-05:00,2024-06-14 11:44:17+0000,2024-06-14 22:31:29+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,1199,0,0,0,94,170,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5780982902625106736,2024-03-03 11:52:17+0000,2024-03-03 12:09:21+0000,+07:00,2024-03-03 12:26:02+0000,2024-03-03 12:26:02+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
5810850892088041600,2024-02-12 23:57:26+0000,2024-02-13 00:40:40+0000,+07:00,2024-02-13 00:46:34+0000,2024-02-13 00:46:34+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,399,6315,5388560,914,139,148,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5844125156612313600,2024-05-10 11:12:49+0000,2024-05-10 12:02:22+0000,-05:00,2024-05-10 11:21:31+0000,2024-05-10 12:02:39+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,592,8175,8079551,17983,157,165,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5869752501268430992,2024-03-05 08:14:57+0000,2024-03-05 09:20:56+0000,+07:00,2024-03-05 08:15:02+0000,2024-03-05 09:21:09+0000,Kickboxing,TRACKER,0,UNSPECIFIED,,IMPERIAL,652,0,0,0,138,169,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
5879129457788634120,2024-03-29 23:49:16+0000,2024-03-30 00:30:26+0000,-05:00,2024-03-30 00:30:27+0000,2024-03-30 00:30:27+0000,Outdoor Run,MOBILE_RUN,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
5961772398796268912,2024-05-12 14:03:05+0000,2024-05-12 14:17:27+0000,-05:00,2024-05-12 14:15:50+0000,2024-05-12 14:17:39+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,0,10,6815,0,91,92,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
6022099215164693160,2024-03-07 08:04:31+0000,2024-03-07 09:05:35+0000,+07:00,2024-03-07 08:21:04+0000,2024-03-07 09:05:46+0000,Kickboxing,TRACKER,0,UNSPECIFIED,,IMPERIAL,558,0,0,0,130,162,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
6080892720646209032,2024-03-01 09:52:07+0000,2024-03-01 11:19:47+0000,+07:00,2024-03-01 10:05:47+0000,2024-03-01 11:19:58+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,279,0,0,0,96,139,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
6123703377209914696,2024-09-13 11:16:28+0000,2024-09-13 21:33:13+0000,-05:00,2024-09-13 11:27:56+0000,2024-09-13 21:33:25+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,1415,0,3407611,0,77,148,0,0,0,0,0,0,0,UNSPECIFIED,33.08,,,,,,"[ExerciseEventId: 2124626160765454112, Timestamp: 2024-09-13 15:36:41+0000, Type: SPLIT, AutoCueType: UNSPECIFIED, ElapsedTimeMillis: 15613155, TraveledDistanceMm: 1610685, CaloriesBurned: 757, Steps: 0, AverageHeartRate: 87, ElevationGainMm: 0, SwimLengths: 0, AverageSpeedMmPerSec: 0, IntervalType: UNSPECIFIED],[ExerciseEventId: 4991367023629415336, Timestamp: 2024-09-13 21:33:13+0000, Type: SPLIT, AutoCueType: UNSPECIFIED, ElapsedTimeMillis: 518248, TraveledDistanceMm: 188817, CaloriesBurned: 28, Steps: 0, AverageHeartRate: 84, ElevationGainMm: 0, SwimLengths: 0, AverageSpeedMmPerSec: 0, IntervalType: UNSPECIFIED],[ExerciseEventId: 8854024533703013936, Timestamp: 2024-09-13 21:24:35+0000, Type: SPLIT, AutoCueType: UNSPECIFIED, ElapsedTimeMillis: 20873849, TraveledDistanceMm: 1608109, CaloriesBurned: 619, Steps: 0, AverageHeartRate: 71, ElevationGainMm: 0, SwimLengths: 0, AverageSpeedMmPerSec: 0, IntervalType: UNSPECIFIED]"
6168862640298411080,2024-05-28 11:20:01+0000,2024-05-28 11:53:24+0000,-05:00,2024-05-28 11:32:19+0000,2024-05-28 11:53:35+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,149,0,0,0,98,126,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
6329621317551204328,2024-10-09 11:14:44+0000,2024-10-09 12:05:24+0000,-05:00,2024-10-09 11:23:27+0000,2024-10-09 12:05:38+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,369,0,146077,0,120,154,0,0,0,0,0,0,0,UNSPECIFIED,44.16,,,,,,"[ExerciseEventId: 8713196618051826824, Timestamp: 2024-10-09 12:05:24+0000, Type: SPLIT, AutoCueType: UNSPECIFIED, ElapsedTimeMillis: 3039911, TraveledDistanceMm: 146077, CaloriesBurned: 369, Steps: 0, AverageHeartRate: 120, ElevationGainMm: 0, SwimLengths: 0, AverageSpeedMmPerSec: 0, IntervalType: UNSPECIFIED]"
6398349875360488208,2024-03-18 09:02:07+0000,2024-03-18 09:33:18+0000,+07:00,2024-03-18 09:33:02+0000,2024-03-18 09:34:24+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,275,4079,3321383,2134,120,147,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
6407332515569824856,2024-04-22 09:55:14+0000,2024-04-22 11:16:18+0000,-05:00,2024-04-22 09:55:18+0000,2024-04-22 11:16:30+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,904,13794,11666851,100889,139,155,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
6429936644029799576,2024-09-30 10:55:08+0000,2024-09-30 11:43:24+0000,-05:00,2024-09-30 11:07:04+0000,2024-09-30 11:43:36+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,187,0,86717,0,102,131,0,0,0,0,0,0,0,UNSPECIFIED,13.06,,,,,,"[ExerciseEventId: 1754823229028075760, Timestamp: 2024-09-30 11:43:24+0000, Type: SPLIT, AutoCueType: UNSPECIFIED, ElapsedTimeMillis: 2896504, TraveledDistanceMm: 86717, CaloriesBurned: 186, Steps: 0, AverageHeartRate: 102, ElevationGainMm: 0, SwimLengths: 0, AverageSpeedMmPerSec: 0, IntervalType: UNSPECIFIED]"
644712340553114392,2024-05-17 21:06:11+0000,2024-05-17 21:23:51+0000,-05:00,2024-05-17 21:06:13+0000,2024-05-17 21:23:54+0000,Workout,TRACKER,0,UNSPECIFIED,,IMPERIAL,64,0,0,0,92,120,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
6615839106822526960,2024-02-01 01:33:57+0000,2024-02-01 01:58:57+0000,+07:00,2024-02-01 02:08:54+0000,2024-02-01 02:08:54+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,275,4293,3551524,0,133,151,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
6675746820145958384,2024-08-31 12:31:42+0000,2024-08-31 13:52:26+0000,-05:00,2024-08-31 12:41:09+0000,2024-08-31 13:52:42+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,965,12741,11569438,71018,145,172,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
