name,objectives,schedule,status,update_time
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(56, 81)",2025-06-14 00:00:00 - 2025-06-15 00:00:00,ENABLED,2025-06-14 00:16:10+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(56, 83)",2024-12-06 00:00:00 - 2024-12-07 00:00:00,ENABLED,2024-12-06 15:44:21+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(57, 95)",2025-08-05 00:00:00 - 2025-08-06 00:00:00,ENABLED,2025-08-04 22:56:23+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(57, 95)",2025-08-05 00:00:00 - 2025-08-06 00:00:00,ENABLED,2025-08-04 23:18:15+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(62, 89)",2025-01-09 00:00:00 - 2025-01-10 00:00:00,ENABLED,2025-01-09 17:44:47+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(63, 101)",2025-08-04 00:00:00 - 2025-08-05 00:00:00,ENABLED,2025-08-04 05:05:06+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(63, 98)",2025-06-10 00:00:00 - 2025-06-11 00:00:00,ENABLED,2025-06-09 18:59:34+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(63, 98)",2025-06-11 00:00:00 - 2025-06-12 00:00:00,ENABLED,2025-06-10 17:38:43+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(65, 92)",2024-12-08 00:00:00 - 2024-12-09 00:00:00,ENABLED,2024-12-08 06:38:25+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(65, 97)",2024-10-24 00:00:00 - 2024-10-25 00:00:00,ENABLED,2024-10-25 09:53:29+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(67, 105)",2025-05-31 00:00:00 - 2025-06-01 00:00:00,ENABLED,2025-05-30 22:50:33+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(67, 95)",2025-07-17 00:00:00 - 2025-07-18 00:00:00,ENABLED,2025-07-16 23:53:06+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(67, 95)",2025-07-17 00:00:00 - 2025-07-18 00:00:00,ENABLED,2025-07-16 23:53:16+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(69, 80)",2024-09-24 00:00:00 - 2024-09-25 00:00:00,ENABLED,2024-09-24 09:45:37+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(7, 29)",2024-10-28 00:00:00 - 2024-10-29 00:00:00,ENABLED,2024-10-28 10:43:17+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(70, 105)",2025-05-30 00:00:00 - 2025-05-31 00:00:00,ENABLED,2025-05-29 17:28:31+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(71, 99)",2024-11-07 00:00:00 - 2024-11-08 00:00:00,ENABLED,2024-11-07 07:15:49+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(73, 105)",2025-05-29 00:00:00 - 2025-05-30 00:00:00,ENABLED,2025-05-28 17:27:21+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(73, 117)",2025-08-02 00:00:00 - 2025-08-03 00:00:00,ENABLED,2025-08-01 17:12:24+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(73, 117)",2025-08-02 00:00:00 - 2025-08-03 00:00:00,ENABLED,2025-08-02 00:14:56+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(74, 98)",2025-06-12 00:00:00 - 2025-06-13 00:00:00,ENABLED,2025-06-11 23:31:35+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(75, 118)",2025-06-06 00:00:00 - 2025-06-07 00:00:00,ENABLED,2025-06-06 12:30:33+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(75, 118)",2025-06-07 00:00:00 - 2025-06-08 00:00:00,ENABLED,2025-06-07 01:04:41+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(75, 118)",2025-06-08 00:00:00 - 2025-06-09 00:00:00,ENABLED,2025-06-08 13:37:15+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(75, 118)",2025-06-09 00:00:00 - 2025-06-10 00:00:00,ENABLED,2025-06-08 23:45:16+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(77, 108)",2025-01-07 00:00:00 - 2025-01-08 00:00:00,ENABLED,2025-01-07 10:29:41+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(78, 123)",2025-07-20 00:00:00 - 2025-07-21 00:00:00,ENABLED,2025-07-19 20:06:39+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(79, 124)",2025-01-12 00:00:00 - 2025-01-13 00:00:00,ENABLED,2025-01-12 11:48:54+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(79, 124)",2025-01-13 00:00:00 - 2025-01-14 00:00:00,ENABLED,2025-01-13 10:45:25+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(79, 124)",2025-01-15 00:00:00 - 2025-01-16 00:00:00,ENABLED,2025-01-15 18:09:39+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(82, 110)",2024-11-11 00:00:00 - 2024-11-12 00:00:00,ENABLED,2024-11-11 10:45:19+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(83, 122)",2025-08-08 00:00:00 - 2025-08-09 00:00:00,ENABLED,2025-08-07 23:22:13+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(83, 122)",2025-08-08 00:00:00 - 2025-08-09 00:00:00,ENABLED,2025-08-07 23:22:19+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(83, 122)",2025-08-08 00:00:00 - 2025-08-09 00:00:00,ENABLED,2025-08-07 23:22:33+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(84, 106)",2025-01-17 00:00:00 - 2025-01-18 00:00:00,ENABLED,2025-01-17 11:00:04+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(84, 117)",2024-10-09 00:00:00 - 2024-10-10 00:00:00,ENABLED,2024-10-09 09:28:33+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(85, 123)",2025-07-18 00:00:00 - 2025-07-19 00:00:00,ENABLED,2025-07-18 00:02:09+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(85, 123)",2025-07-18 00:00:00 - 2025-07-19 00:00:00,ENABLED,2025-07-18 00:04:31+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(85, 127)",2025-07-31 00:00:00 - 2025-08-01 00:00:00,ENABLED,2025-07-30 23:02:45+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(85, 133)",2024-11-14 00:00:00 - 2024-11-15 00:00:00,ENABLED,2024-11-14 10:48:40+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(88, 121)",2024-10-07 00:00:00 - 2024-10-08 00:00:00,ENABLED,2024-10-07 09:45:33+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(88, 121)",2024-10-11 00:00:00 - 2024-10-12 00:00:00,ENABLED,2024-10-11 08:44:30+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(88, 122)",2024-10-10 00:00:00 - 2024-10-11 00:00:00,ENABLED,2024-10-10 09:52:15+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(89, 120)",2024-10-26 00:00:00 - 2024-10-27 00:00:00,ENABLED,2024-10-26 05:57:58+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(89, 122)",2024-10-19 00:00:00 - 2024-10-20 00:00:00,ENABLED,2024-10-19 10:00:04+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(89, 123)",2024-10-14 00:00:00 - 2024-10-15 00:00:00,ENABLED,2024-10-14 18:35:09+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(91, 123)",2025-07-19 00:00:00 - 2025-07-20 00:00:00,ENABLED,2025-07-19 13:13:56+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(91, 126)",2025-07-03 00:00:00 - 2025-07-04 00:00:00,ENABLED,2025-07-03 08:10:58+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(93, 121)",2024-11-26 00:00:00 - 2024-11-27 00:00:00,ENABLED,2024-11-26 10:58:21+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(95, 122)",2024-11-21 00:00:00 - 2024-11-22 00:00:00,ENABLED,2024-11-21 13:13:22+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(95, 128)",2024-10-17 00:00:00 - 2024-10-18 00:00:00,ENABLED,2024-10-17 05:41:46+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(95, 133)",2024-11-12 00:00:00 - 2024-11-13 00:00:00,ENABLED,2024-11-12 10:52:07+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(96, 124)",2025-01-16 00:00:00 - 2025-01-17 00:00:00,ENABLED,2025-01-16 15:46:46+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(96, 129)",2024-10-15 00:00:00 - 2024-10-16 00:00:00,ENABLED,2024-10-15 09:53:45+0000
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(97, 132)",2024-10-05 00:00:00 - 2024-10-06 00:00:00,ENABLED,2024-10-05 10:03:22+0000
weekly-azm,"MEASURE: active-zone-minutes, TARGET: AT_LEAST(150)",WEEKLY,ENABLED,2023-02-03 12:28:11+0000
weekly-distance,"MEASURE: steps-distance, TARGET: AT_LEAST(56315000)",AILY,ENABLED,2022-10-20 01:42:36+0000
weekly-energy-burned,"MEASURE: energy-burned, TARGET: AT_LEAST(18585)",WEEKLY,ENABLED,2022-10-20 01:42:36+0000
weekly-exercise-days,"MEASURE: EXERCISE_DAYS, TARGET: AT_LEAST(3)",WEEKLY,ENABLED,1970-01-01 00:00:00+0000
weekly-exercise-days,"MEASURE: EXERCISE_DAYS, TARGET: AT_LEAST(5)",WEEKLY,ENABLED,2022-10-20 05:00:00+0000
weekly-floors,"MEASURE: floors-count, TARGET: AT_LEAST(70)",WEEKLY,ENABLED,2022-10-20 01:42:36+0000
weekly-mindful-days,"MEASURE: mindful-days, TARGET: AT_LEAST(5)",WEEKLY,ENABLED,2024-11-04 00:00:00+0000
weekly-running-distance,"MEASURE: RUNNING_DISTANCE_MILES, TARGET: AT_LEAST(8)",<UNKNOWN>,ENABLED,2024-09-28 14:42:33+0000
weekly-steps,"MEASURE: steps-count, TARGET: AT_LEAST(70000)",WEEKLY,ENABLED,2022-10-20 01:42:36+0000
