exercise_id,exercise_start,exercise_end,utc_offset,exercise_created,exercise_last_updated,activity_name,log_type,pool_length,pool_length_unit,intervals,distance_units,tracker_total_calories,tracker_total_steps,tracker_total_distance_mm,tracker_total_altitude_mm,tracker_avg_heart_rate,tracker_peak_heart_rate,tracker_avg_pace_mm_per_second,tracker_avg_speed_mm_per_second,tracker_peak_speed_mm_per_second,tracker_auto_stride_run_mm,tracker_auto_stride_walk_mm,tracker_swim_lengths,tracker_pool_length,tracker_pool_length_unit,tracker_cardio_load,manually_logged_total_calories,manually_logged_total_steps,manually_logged_total_distance_mm,manually_logged_pool_length,manually_logged_pool_length_unit,events
1052717397562582408,2023-03-06 08:14:25+0000,2023-03-06 08:20:33+0000,+07:00,2023-03-06 08:20:39+0000,2023-03-06 08:20:39+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,65,1023,1130781,0,148,170,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
1072170373375428560,2023-07-26 07:04:43+0000,2023-07-26 07:24:39+0000,+07:00,2023-07-26 07:09:12+0000,2023-07-26 07:24:44+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,161,1242,1091717,914,128,159,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
1129737579188902040,2023-07-04 07:08:18+0000,2023-07-04 08:17:50+0000,+07:00,2023-07-04 08:27:22+0000,2023-07-04 08:27:22+0000,Powerlifting,TRACKER,0,UNSPECIFIED,,IMPERIAL,410,0,0,0,119,155,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
1290745633493261728,2023-10-04 02:51:51+0000,2023-10-04 03:28:33+0000,-05:00,2023-10-04 03:50:03+0000,2023-10-04 03:50:03+0000,Aerobic Workout,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
1378708563687427912,2023-06-20 07:08:56+0000,2023-06-20 07:27:43+0000,+07:00,2023-06-20 07:47:48+0000,2023-06-20 07:47:48+0000,Outdoor Run,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
1770193285883854176,2023-06-22 08:06:05+0000,2023-06-22 08:21:26+0000,+07:00,2023-06-22 08:46:57+0000,2023-06-22 08:46:57+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
1801211476327829528,2023-09-23 15:29:47+0000,2023-09-23 16:06:29+0000,-05:00,2023-09-24 06:45:14+0000,2023-09-24 06:45:14+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
1829340424639229808,2023-03-11 08:08:42+0000,2023-03-11 09:04:53+0000,+07:00,2023-03-11 08:24:39+0000,2023-03-11 09:05:00+0000,Core training,TRACKER,0,UNSPECIFIED,,IMPERIAL,503,0,0,0,136,169,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
1835563723548438840,2023-08-23 07:16:41+0000,2023-08-23 07:37:09+0000,+07:00,2023-08-23 08:56:36+0000,2023-08-23 08:56:36+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
1890010096964525880,2023-06-27 07:01:00+0000,2023-06-27 07:45:36+0000,+07:00,2023-06-27 07:16:42+0000,2023-06-27 07:45:41+0000,Outdoor Run,TRACKER,0,UNSPECIFIED,,IMPERIAL,378,2058,1753883,0,134,178,0,0,0,0,0,0,0,UNSPECIFIED,0,,,,,,
1937397356555288640,2022-10-22 00:46:01+0000,2022-10-22 01:17:35+0000,-05:00,2022-10-22 01:36:27+0000,2022-10-22 01:36:27+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
1938232157287081328,2022-10-31 02:08:01+0000,2022-10-31 02:40:27+0000,-05:00,2022-10-31 03:46:26+0000,2022-10-31 03:46:26+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
