timestamp,value
2025-07-06T00:00:22Z,95.3
2025-07-06T00:01:22Z,95.4
2025-07-06T00:02:22Z,95.3
2025-07-06T00:03:22Z,95.2
2025-07-06T00:04:22Z,95.3
2025-07-06T00:05:22Z,95.5
2025-07-06T00:06:22Z,95.5
2025-07-06T00:07:22Z,95.5
2025-07-06T00:08:22Z,95.3
2025-07-06T00:09:22Z,95.3
2025-07-06T00:10:22Z,95.3
2025-07-06T00:11:22Z,50.0
2025-07-06T00:12:22Z,95.0
2025-07-06T00:13:22Z,95.6
2025-07-06T00:14:22Z,95.9
2025-07-06T00:15:22Z,96.1
2025-07-06T00:16:22Z,96.3
2025-07-06T00:17:22Z,96.5
2025-07-06T00:18:22Z,96.3
2025-07-06T00:19:22Z,96.4
2025-07-06T00:20:22Z,96.6
2025-07-06T00:21:22Z,96.9
2025-07-06T00:22:22Z,97.0
2025-07-06T00:23:22Z,96.9
2025-07-06T00:24:22Z,97.0
2025-07-06T00:25:22Z,97.1
2025-07-06T00:26:22Z,96.9
2025-07-06T00:27:22Z,96.6
2025-07-06T00:28:22Z,96.7
2025-07-06T00:29:22Z,96.6
2025-07-06T00:30:22Z,96.4
2025-07-06T00:31:22Z,96.5
2025-07-06T00:32:22Z,96.5
2025-07-06T00:33:22Z,96.4
2025-07-06T00:34:22Z,96.4
2025-07-06T00:35:22Z,96.3
2025-07-06T00:36:22Z,96.2
2025-07-06T00:37:22Z,96.3
2025-07-06T00:38:22Z,96.4
2025-07-06T00:39:22Z,96.5
2025-07-06T00:40:22Z,96.4
2025-07-06T00:41:22Z,96.2
2025-07-06T00:42:22Z,96.4
2025-07-06T00:43:22Z,96.2
2025-07-06T00:44:22Z,50.0
2025-07-06T00:45:22Z,50.0
2025-07-06T00:46:22Z,50.0
2025-07-06T00:47:22Z,50.0
2025-07-06T00:48:22Z,50.0
2025-07-06T00:49:22Z,50.0
2025-07-06T00:50:22Z,50.0
2025-07-06T00:51:22Z,50.0
2025-07-06T00:52:22Z,96.4
2025-07-06T00:53:22Z,97.2
