timestamp,value
2025-02-06T04:05:50Z,50.0
2025-02-06T04:06:50Z,50.0
2025-02-06T04:07:50Z,50.0
2025-02-06T04:08:50Z,50.0
2025-02-06T04:09:50Z,50.0
2025-02-06T04:10:50Z,50.0
2025-02-06T04:51:20Z,93.8
2025-02-06T04:52:20Z,93.9
2025-02-06T04:53:20Z,93.8
2025-02-06T04:54:20Z,93.6
2025-02-06T04:55:20Z,93.6
2025-02-06T04:56:20Z,93.4
2025-02-06T04:57:20Z,50.0
2025-02-06T04:58:20Z,93.3
2025-02-06T04:59:20Z,93.3
2025-02-06T05:00:20Z,93.2
2025-02-06T05:01:20Z,93.0
2025-02-06T05:02:20Z,50.0
2025-02-06T05:03:20Z,93.0
2025-02-06T05:04:20Z,93.0
2025-02-06T05:05:20Z,93.0
2025-02-06T05:06:20Z,50.0
2025-02-06T05:07:20Z,93.1
2025-02-06T05:08:20Z,92.9
2025-02-06T05:09:20Z,92.9
2025-02-06T05:10:20Z,50.0
2025-02-06T05:11:20Z,50.0
2025-02-06T05:12:20Z,93.2
2025-02-06T05:13:20Z,93.5
2025-02-06T05:14:20Z,93.5
2025-02-06T05:15:20Z,93.5
2025-02-06T05:16:20Z,50.0
2025-02-06T05:17:20Z,93.8
2025-02-06T05:18:20Z,93.7
2025-02-06T05:19:20Z,93.3
2025-02-06T05:20:20Z,93.2
2025-02-06T05:21:20Z,93.3
2025-02-06T05:22:20Z,50.0
2025-02-06T05:23:20Z,93.1
2025-02-06T05:24:20Z,93.1
2025-02-06T05:25:20Z,92.8
2025-02-06T05:26:20Z,92.8
2025-02-06T05:27:20Z,92.7
2025-02-06T05:28:20Z,92.8
2025-02-06T05:29:20Z,50.0
2025-02-06T05:30:20Z,92.6
2025-02-06T05:31:20Z,92.8
2025-02-06T05:32:20Z,50.0
2025-02-06T05:33:20Z,93.0
2025-02-06T05:34:20Z,93.2
2025-02-06T05:35:20Z,93.5
2025-02-06T05:36:20Z,93.5
2025-02-06T05:37:20Z,93.6
2025-02-06T05:38:20Z,93.5
2025-02-06T05:39:20Z,50.0
2025-02-06T05:40:20Z,93.0
2025-02-06T05:41:20Z,50.0
2025-02-06T05:42:20Z,50.0
2025-02-06T05:43:20Z,93.7
2025-02-06T05:44:20Z,50.0
2025-02-06T05:45:20Z,94.9
2025-02-06T05:46:20Z,94.8
2025-02-06T05:47:20Z,94.7
2025-02-06T05:48:20Z,94.4
2025-02-06T05:49:20Z,50.0
2025-02-06T05:50:20Z,94.3
2025-02-06T05:51:20Z,94.6
2025-02-06T05:52:20Z,94.3
2025-02-06T05:53:20Z,50.0
2025-02-06T05:54:20Z,50.0
2025-02-06T05:55:20Z,50.0
2025-02-06T05:56:20Z,50.0
2025-02-06T05:57:20Z,50.0
2025-02-06T05:58:20Z,94.2
2025-02-06T05:59:20Z,94.1
2025-02-06T06:00:20Z,94.0
2025-02-06T06:01:20Z,94.0
2025-02-06T06:02:20Z,94.0
2025-02-06T06:03:20Z,94.3
2025-02-06T06:04:20Z,50.0
2025-02-06T06:05:20Z,94.3
2025-02-06T06:06:20Z,94.5
2025-02-06T06:07:20Z,94.6
2025-02-06T06:08:20Z,95.0
2025-02-06T06:09:20Z,95.4
2025-02-06T06:13:50Z,95.3
2025-02-06T06:14:50Z,95.9
2025-02-06T06:15:50Z,96.4
2025-02-06T06:16:50Z,96.7
2025-02-06T06:17:50Z,97.0
2025-02-06T06:18:50Z,96.7
2025-02-06T06:19:50Z,50.0
2025-02-06T06:20:50Z,95.9
2025-02-06T06:21:50Z,95.6
2025-02-06T06:22:50Z,95.3
2025-02-06T06:23:50Z,94.6
2025-02-06T06:24:50Z,94.0
2025-02-06T06:25:50Z,50.0
2025-02-06T06:26:50Z,50.0
2025-02-06T06:27:50Z,94.7
2025-02-06T06:28:50Z,95.1
2025-02-06T06:29:50Z,95.3
2025-02-06T06:30:50Z,95.4
2025-02-06T06:31:50Z,95.6
2025-02-06T06:32:50Z,95.6
2025-02-06T06:33:50Z,95.6
2025-02-06T06:34:50Z,95.4
2025-02-06T06:35:50Z,95.5
2025-02-06T06:36:50Z,95.8
2025-02-06T06:37:50Z,96.0
2025-02-06T06:38:50Z,96.1
2025-02-06T06:39:50Z,96.0
2025-02-06T06:40:50Z,96.1
2025-02-06T06:41:50Z,95.9
2025-02-06T06:42:50Z,95.9
2025-02-06T06:43:50Z,95.8
2025-02-06T06:44:50Z,95.6
2025-02-06T06:45:50Z,95.8
2025-02-06T06:46:50Z,95.5
2025-02-06T06:47:50Z,95.6
2025-02-06T06:48:50Z,95.4
2025-02-06T06:49:50Z,95.4
2025-02-06T06:50:50Z,95.5
2025-02-06T06:51:50Z,94.5
2025-02-06T06:52:50Z,94.8
2025-02-06T06:53:50Z,50.0
2025-02-06T06:54:50Z,94.8
2025-02-06T06:55:50Z,50.0
2025-02-06T06:56:50Z,50.0
2025-02-06T06:57:50Z,94.6
2025-02-06T06:58:50Z,94.3
2025-02-06T06:59:50Z,94.3
2025-02-06T07:00:50Z,94.5
2025-02-06T07:01:50Z,94.6
2025-02-06T07:02:50Z,94.4
2025-02-06T07:03:50Z,94.4
2025-02-06T07:04:50Z,94.6
2025-02-06T07:05:50Z,94.5
2025-02-06T07:06:50Z,94.6
2025-02-06T07:07:50Z,95.3
2025-02-06T07:08:50Z,95.0
2025-02-06T07:09:50Z,94.8
2025-02-06T07:10:50Z,94.3
2025-02-06T07:11:50Z,94.3
2025-02-06T07:12:50Z,94.3
2025-02-06T07:13:50Z,50.0
2025-02-06T07:14:50Z,94.2
2025-02-06T07:15:50Z,94.1
2025-02-06T07:16:50Z,94.0
2025-02-06T07:17:50Z,94.1
2025-02-06T07:18:50Z,94.1
2025-02-06T07:19:50Z,94.2
2025-02-06T07:20:50Z,94.3
2025-02-06T07:21:50Z,94.4
2025-02-06T07:22:50Z,94.6
2025-02-06T07:23:50Z,50.0
2025-02-06T07:24:50Z,94.4
2025-02-06T07:25:50Z,50.0
2025-02-06T07:26:50Z,94.4
2025-02-06T07:27:50Z,94.4
2025-02-06T07:28:50Z,94.6
2025-02-06T07:29:50Z,94.4
2025-02-06T07:30:50Z,94.4
2025-02-06T07:31:50Z,94.5
2025-02-06T07:32:50Z,50.0
2025-02-06T07:33:50Z,94.2
2025-02-06T07:34:50Z,94.2
2025-02-06T07:35:50Z,50.0
2025-02-06T07:36:50Z,94.2
2025-02-06T07:37:50Z,94.5
2025-02-06T07:38:50Z,94.6
2025-02-06T07:39:50Z,94.9
