timestamp,value
2024-10-22T02:52:20Z,94.9
2024-10-22T02:53:20Z,95.1
2024-10-22T02:54:20Z,95.4
2024-10-22T02:55:20Z,95.5
2024-10-22T02:56:20Z,95.8
2024-10-22T02:57:20Z,95.7
2024-10-22T02:58:20Z,95.7
2024-10-22T03:24:20Z,95.7
2024-10-22T03:25:20Z,95.6
2024-10-22T03:26:20Z,94.9
2024-10-22T03:27:20Z,94.4
2024-10-22T03:28:20Z,93.9
2024-10-22T03:29:20Z,93.6
2024-10-22T03:30:20Z,93.4
2024-10-22T03:31:20Z,93.3
2024-10-22T03:32:20Z,93.3
2024-10-22T03:33:20Z,93.2
2024-10-22T03:34:20Z,93.2
2024-10-22T03:35:20Z,93.5
2024-10-22T03:36:20Z,93.8
2024-10-22T03:37:20Z,93.9
2024-10-22T03:38:20Z,94.0
2024-10-22T03:39:20Z,94.0
2024-10-22T03:40:20Z,93.9
2024-10-22T03:41:20Z,94.0
2024-10-22T03:42:20Z,94.1
2024-10-22T03:43:20Z,94.0
2024-10-22T03:44:20Z,94.1
2024-10-22T03:45:20Z,94.1
2024-10-22T03:46:20Z,94.1
2024-10-22T03:47:20Z,94.2
2024-10-22T03:48:20Z,94.2
2024-10-22T03:49:20Z,94.2
2024-10-22T03:50:20Z,94.1
2024-10-22T03:51:20Z,94.0
2024-10-22T03:52:20Z,94.1
2024-10-22T03:53:20Z,94.2
2024-10-22T03:54:20Z,50.0
2024-10-22T03:55:20Z,50.0
2024-10-22T03:56:20Z,94.1
2024-10-22T03:57:20Z,94.1
2024-10-22T03:58:20Z,94.1
2024-10-22T03:59:20Z,50.0
2024-10-22T04:00:20Z,50.0
2024-10-22T04:01:20Z,94.5
2024-10-22T04:02:20Z,50.0
2024-10-22T04:03:20Z,94.5
2024-10-22T04:04:20Z,50.0
2024-10-22T04:05:20Z,50.0
2024-10-22T04:06:20Z,50.0
2024-10-22T04:07:20Z,50.0
2024-10-22T04:08:20Z,50.0
2024-10-22T04:09:20Z,94.2
2024-10-22T04:10:20Z,50.0
2024-10-22T04:11:20Z,94.0
2024-10-22T04:12:20Z,93.9
2024-10-22T04:13:20Z,94.4
2024-10-22T04:14:20Z,94.0
2024-10-22T04:15:20Z,94.1
2024-10-22T04:16:20Z,94.0
2024-10-22T04:17:20Z,94.2
2024-10-22T04:18:20Z,94.6
2024-10-22T04:19:20Z,94.9
2024-10-22T04:20:20Z,95.2
2024-10-22T04:21:20Z,95.4
2024-10-22T04:22:20Z,95.7
2024-10-22T04:23:20Z,95.7
2024-10-22T04:24:20Z,50.0
2024-10-22T04:25:20Z,50.0
2024-10-22T04:26:20Z,50.0
2024-10-22T04:27:20Z,50.0
2024-10-22T04:28:20Z,95.0
2024-10-22T04:29:20Z,50.0
2024-10-22T04:30:20Z,94.9
2024-10-22T04:31:20Z,94.5
2024-10-22T04:32:20Z,94.5
2024-10-22T04:33:20Z,94.5
2024-10-22T04:34:20Z,50.0
2024-10-22T04:35:20Z,93.4
2024-10-22T04:36:20Z,91.8
2024-10-22T04:37:20Z,92.8
2024-10-22T04:38:20Z,93.9
2024-10-22T04:39:20Z,94.5
2024-10-22T04:40:20Z,94.9
2024-10-22T04:41:20Z,50.0
2024-10-22T04:42:20Z,95.2
2024-10-22T04:43:20Z,50.0
2024-10-22T04:44:20Z,50.0
2024-10-22T04:45:20Z,95.1
2024-10-22T04:46:20Z,50.0
2024-10-22T04:47:20Z,50.0
2024-10-22T04:48:20Z,94.9
2024-10-22T04:49:20Z,94.0
2024-10-22T04:50:20Z,94.0
2024-10-22T04:51:20Z,95.0
2024-10-22T04:52:20Z,95.4
2024-10-22T04:53:20Z,50.0
2024-10-22T04:54:20Z,96.1
2024-10-22T04:55:20Z,50.0
2024-10-22T04:56:20Z,50.0
2024-10-22T04:57:20Z,95.9
2024-10-22T04:58:20Z,50.0
2024-10-22T04:59:20Z,50.0
2024-10-22T05:00:20Z,95.8
2024-10-22T05:01:20Z,95.4
2024-10-22T05:02:20Z,50.0
2024-10-22T05:03:20Z,96.6
2024-10-22T05:04:20Z,97.4
2024-10-22T05:05:20Z,97.6
2024-10-22T05:06:20Z,97.8
2024-10-22T05:07:20Z,97.8
2024-10-22T05:08:20Z,98.0
2024-10-22T05:09:20Z,97.7
2024-10-22T05:10:20Z,98.1
2024-10-22T05:11:20Z,50.0
2024-10-22T05:12:20Z,98.1
2024-10-22T05:13:20Z,97.4
2024-10-22T05:14:20Z,97.0
2024-10-22T05:15:20Z,50.0
2024-10-22T05:16:20Z,50.0
2024-10-22T05:17:20Z,96.3
2024-10-22T05:18:20Z,50.0
2024-10-22T05:19:20Z,50.0
2024-10-22T05:20:20Z,50.0
2024-10-22T05:21:20Z,50.0
2024-10-22T05:22:20Z,50.0
2024-10-22T05:23:20Z,50.0
2024-10-22T05:24:20Z,96.2
2024-10-22T05:25:20Z,95.7
2024-10-22T05:26:20Z,93.3
2024-10-22T05:27:20Z,50.0
2024-10-22T05:28:20Z,93.0
2024-10-22T05:29:20Z,94.1
2024-10-22T05:30:20Z,94.4
2024-10-22T05:31:20Z,50.0
2024-10-22T05:32:20Z,50.0
2024-10-22T05:33:20Z,50.0
2024-10-22T05:34:20Z,94.6
2024-10-22T05:35:20Z,93.5
2024-10-22T05:36:20Z,93.7
2024-10-22T05:37:20Z,94.4
2024-10-22T05:38:20Z,50.0
2024-10-22T05:39:20Z,94.7
2024-10-22T05:40:20Z,50.0
2024-10-22T05:41:20Z,50.0
2024-10-22T05:42:20Z,50.0
2024-10-22T12:28:51Z,50.0
2024-10-22T12:29:51Z,50.0
2024-10-22T12:30:51Z,50.0
2024-10-22T12:31:51Z,50.0
2024-10-22T12:32:51Z,50.0
2024-10-22T14:12:50Z,93.7
2024-10-22T14:13:50Z,94.9
2024-10-22T14:14:50Z,95.2
2024-10-22T14:15:50Z,94.7
2024-10-22T14:16:50Z,95.1
2024-10-22T14:18:50Z,98.0
2024-10-22T14:19:50Z,97.4
2024-10-22T14:20:50Z,96.9
2024-10-22T14:21:50Z,95.8
2024-10-22T14:22:50Z,95.7
2024-10-22T14:23:50Z,95.3
2024-10-22T14:24:50Z,95.5
2024-10-22T14:25:50Z,95.1
2024-10-22T14:26:50Z,50.0
2024-10-22T14:27:50Z,94.8
2024-10-22T14:28:50Z,50.0
2024-10-22T14:29:50Z,95.3
2024-10-22T14:30:50Z,50.0
2024-10-22T14:31:50Z,94.6
2024-10-22T14:32:50Z,94.6
2024-10-22T14:33:50Z,50.0
2024-10-22T14:34:50Z,94.7
2024-10-22T14:35:50Z,93.5
2024-10-22T14:36:50Z,92.6
2024-10-22T14:37:50Z,50.0
2024-10-22T14:38:50Z,92.2
2024-10-22T14:39:50Z,92.9
2024-10-22T14:40:50Z,93.6
2024-10-22T14:41:50Z,94.1
2024-10-22T14:42:50Z,50.0
2024-10-22T14:43:50Z,93.4
2024-10-22T14:44:50Z,50.0
2024-10-22T14:45:50Z,50.0
2024-10-22T14:46:50Z,92.0
2024-10-22T14:47:50Z,50.0
2024-10-22T14:48:50Z,91.9
2024-10-22T14:49:50Z,91.4
2024-10-22T14:50:50Z,50.0
2024-10-22T14:51:50Z,50.0
2024-10-22T14:52:50Z,50.0
