timestamp,value
2023-11-12T00:35:39Z,50.0
2023-11-12T00:36:39Z,50.0
2023-11-12T00:37:39Z,50.0
2023-11-12T00:38:39Z,50.0
2023-11-12T00:39:39Z,96.1
2023-11-12T08:11:39Z,50.0
2023-11-12T08:12:39Z,50.0
2023-11-12T08:13:39Z,50.0
2023-11-12T08:14:39Z,50.0
2023-11-12T08:15:39Z,50.0
2023-11-12T08:16:39Z,50.0
2023-11-12T08:17:39Z,50.0
2023-11-12T08:18:39Z,50.0
2023-11-12T08:19:39Z,50.0
2023-11-12T08:20:39Z,50.0
2023-11-12T08:21:39Z,50.0
2023-11-12T08:22:39Z,50.0
2023-11-12T08:23:39Z,50.0
2023-11-12T08:24:39Z,50.0
