timestamp,value
2025-01-02T03:18:50Z,50.0
2025-01-02T03:19:50Z,50.0
2025-01-02T03:20:50Z,50.0
2025-01-02T03:21:50Z,50.0
2025-01-02T03:22:50Z,50.0
2025-01-02T04:27:20Z,50.0
2025-01-02T04:28:20Z,93.2
2025-01-02T04:29:20Z,50.0
2025-01-02T04:30:20Z,50.0
2025-01-02T04:31:20Z,94.0
2025-01-02T04:32:20Z,94.6
2025-01-02T04:33:20Z,94.9
2025-01-02T04:34:20Z,95.1
2025-01-02T04:35:20Z,95.2
2025-01-02T04:36:20Z,95.3
2025-01-02T04:37:20Z,95.3
2025-01-02T04:38:20Z,95.3
2025-01-02T04:39:20Z,50.0
2025-01-02T04:40:20Z,50.0
2025-01-02T04:41:20Z,94.9
2025-01-02T04:42:20Z,94.1
2025-01-02T04:43:20Z,50.0
2025-01-02T04:44:20Z,94.0
2025-01-02T04:45:20Z,94.0
2025-01-02T04:46:20Z,94.1
2025-01-02T04:47:20Z,93.9
2025-01-02T04:48:20Z,94.1
2025-01-02T04:49:20Z,94.1
2025-01-02T04:50:20Z,93.9
2025-01-02T04:51:20Z,93.7
2025-01-02T04:52:20Z,50.0
2025-01-02T04:53:20Z,93.9
2025-01-02T04:54:20Z,93.7
2025-01-02T04:55:20Z,93.7
2025-01-02T04:56:20Z,50.0
2025-01-02T04:57:20Z,93.8
2025-01-02T04:58:20Z,93.8
2025-01-02T04:59:20Z,93.5
2025-01-02T05:00:20Z,93.4
2025-01-02T05:01:20Z,50.0
2025-01-02T05:02:20Z,92.7
2025-01-02T05:03:20Z,92.1
2025-01-02T05:04:20Z,50.0
2025-01-02T05:05:20Z,50.0
2025-01-02T05:06:20Z,50.0
2025-01-02T05:07:20Z,91.4
2025-01-02T05:08:20Z,91.0
2025-01-02T05:09:20Z,91.6
2025-01-02T05:10:20Z,92.3
2025-01-02T05:11:20Z,92.6
2025-01-02T05:12:20Z,92.8
2025-01-02T05:13:20Z,92.9
2025-01-02T05:14:20Z,93.3
2025-01-02T05:15:20Z,93.3
2025-01-02T05:16:20Z,93.4
2025-01-02T05:17:20Z,93.7
2025-01-02T05:18:20Z,93.9
2025-01-02T05:19:20Z,94.2
2025-01-02T05:20:20Z,50.0
2025-01-02T05:21:20Z,50.0
2025-01-02T05:22:20Z,94.4
2025-01-02T05:23:20Z,94.4
2025-01-02T05:24:20Z,94.5
2025-01-02T05:25:20Z,50.0
2025-01-02T05:26:20Z,94.7
2025-01-02T05:27:20Z,50.0
2025-01-02T05:28:20Z,95.0
2025-01-02T05:29:20Z,95.7
2025-01-02T05:30:20Z,95.9
2025-01-02T05:31:20Z,96.2
